k,o_k,d_k,w_k,q_k,e_k,l_k
452,6,1,1,18.3,517,840
453,15,20,10,23.5,729,1080
454,18,6,9,24.9,386,840
455,12,7,7,2.8,436,840
456,11,1,5,8.5,475,840
457,15,12,5,16.7,798,1080
458,8,11,7,14.1,473,840
459,9,8,7,14.7,652,1080
460,12,10,4,2.4,855,1260
461,20,8,6,19.2,835,1080
462,18,12,3,8.3,406,840
463,10,16,6,19.9,468,840
464,20,4,1,9.4,817,1080
465,13,18,2,19.7,536,840
466,3,4,8,19,393,840
467,15,19,7,23,1050,1260
468,2,6,3,4.4,655,1080
469,11,10,8,21.8,580,840
470,18,6,7,2.4,364,840
471,8,1,5,15.9,465,840
472,9,4,6,7.8,441,840
473,10,18,1,10.2,373,840
474,13,11,6,16.2,650,1080
475,4,2,1,12.3,649,1080
476,5,18,5,18.9,544,840
477,11,17,6,17.1,478,840
478,6,20,3,10.4,710,1080
479,3,2,2,24.4,1062,1260
480,15,9,4,12.8,1058,1260
481,19,15,6,4.8,763,1080
482,17,2,5,7.9,982,1260
483,19,16,6,25.9,712,1080
484,3,12,9,15.6,997,1260
485,15,13,3,13.6,932,1260
486,13,11,1,21.3,893,1260
487,18,7,4,17,602,1080
488,15,6,6,10.3,439,840
489,3,12,8,11.6,565,840
490,18,4,8,9.9,904,1260
491,20,9,6,10.1,597,840
492,19,10,6,14.6,452,840
493,7,20,3,11.1,890,1260
494,13,16,4,1.1,534,840
495,11,5,5,18,906,1260
496,1,19,3,24.1,866,1260
497,13,14,6,21.2,724,1080
498,13,3,9,14.4,538,840
499,14,2,9,4.3,623,1080
500,1,14,10,14.6,944,1260
501,8,5,1,8.5,499,840
502,7,15,9,9.7,704,1080
503,5,14,9,11.1,435,840
504,1,2,3,19.1,761,1080
505,3,7,6,8,995,1260
506,8,7,10,18.9,549,840
507,1,17,8,13,716,1080
508,16,19,3,17.3,518,840
509,15,13,7,13.5,930,1260
510,4,8,1,4.5,428,840
511,11,14,7,21.9,577,840
512,14,15,6,8.4,827,1080
513,3,8,3,16.9,604,1080
514,10,6,10,15.9,451,840
515,18,13,5,19,894,1260
516,11,12,6,20.9,824,1080
517,16,3,8,8.5,1008,1260
518,8,17,1,8.3,1020,1260
519,9,15,8,7.5,622,1080
520,2,18,2,8.3,701,1080
521,1,19,1,19.4,808,1080
522,2,8,4,25,760,1080
523,6,8,10,2.7,568,840
524,8,3,10,11.8,613,1080
525,7,15,8,19.7,973,1260
526,15,17,10,19.9,755,1080
527,20,13,1,3.5,979,1260
528,4,8,3,6.6,388,840
529,11,1,7,25.4,586,840
530,12,3,2,18.7,743,1080
531,13,20,9,1.4,1024,1260
532,15,7,6,25.7,857,1260
533,4,5,3,9.2,913,1260
534,3,10,1,22.6,407,840
535,2,11,7,21.9,838,1080
536,15,5,5,24.1,549,840
537,5,4,7,13.8,836,1080
538,7,19,1,23.3,907,1260
539,3,4,4,14.6,580,840
540,12,2,10,6.5,996,1260
541,20,7,6,13.3,974,1260
542,11,16,3,16.4,1035,1260
543,4,16,9,10.7,1073,1260
544,3,8,4,8.6,629,1080
545,7,16,10,10.6,851,1260
546,16,6,5,20.8,674,1080
547,1,16,8,9.3,757,1080
548,19,5,2,21,827,1080
549,6,1,10,19.8,452,840
550,15,20,6,10.1,906,1260
551,16,11,4,16.1,1027,1260
552,3,14,6,18.1,977,1260
553,15,3,4,25.8,1058,1260
554,5,11,5,14,858,1260
555,16,17,8,3.9,787,1080
556,6,16,4,1.5,391,840
557,10,14,6,7.6,716,1080
558,11,7,5,14.7,733,1080
559,2,15,6,22,861,1260
560,2,19,2,6.8,396,840
561,9,1,3,13,768,1080
562,7,17,5,20,377,840
563,20,5,7,24.4,690,1080
564,14,18,7,25.9,752,1080
565,9,8,10,19,385,840
566,13,15,3,18.6,942,1260
567,15,4,8,21.9,590,840
568,2,4,5,11.5,733,1080
569,11,12,1,3.5,1014,1260
570,4,5,7,15.9,718,1080
571,14,18,5,4.6,1019,1260
572,2,14,2,21.6,964,1260
573,2,18,2,16.5,561,840
574,3,8,9,22.9,513,840
575,5,17,3,4.7,620,1080
576,15,9,3,19.7,1050,1260
577,16,12,8,17.1,963,1260
578,7,13,8,7.4,943,1260
579,10,5,7,13.5,735,1080
580,7,10,8,9.7,394,840
581,9,2,9,16.8,1060,1260
582,2,9,9,21.7,1065,1260
583,9,5,8,2.6,931,1260
584,14,5,10,22.9,637,1080
585,14,7,8,18.4,946,1260
586,5,8,3,23.7,564,840
587,12,16,1,8,898,1260
588,19,17,2,17.8,903,1260
589,3,19,8,15.5,979,1260
590,12,2,8,14.9,827,1080
591,18,8,2,25.5,781,1080
592,12,3,6,2.4,1052,1260
593,8,18,8,18.6,847,1260
594,4,10,6,14.9,508,840
595,18,5,9,13.7,1022,1260
596,15,5,4,18.1,526,840
597,17,18,2,17.5,924,1260
598,6,20,9,15.8,850,1260
599,15,16,3,6,384,840
600,7,3,3,24,1004,1260
601,19,17,4,3.1,500,840
602,5,19,3,3.9,929,1260
603,17,6,2,11.1,654,1080
604,12,3,10,14.4,677,1080
605,13,7,2,13.8,735,1080
606,15,19,2,18.7,861,1260
607,12,15,4,25.9,645,1080
608,19,8,10,4.5,654,1080
609,18,7,8,19.9,766,1080
610,2,20,8,16.9,471,840
611,19,17,8,25.6,1017,1260
612,15,18,4,3.5,1040,1260
613,10,7,10,24.2,948,1260
614,11,3,6,6,936,1260
615,2,4,8,4.7,763,1080
616,18,13,7,24.4,423,840
617,16,13,3,5.2,841,1260
618,15,18,10,16.8,489,840
619,19,6,3,18.5,428,840
620,1,12,4,9.2,452,840
621,9,14,4,15.7,713,1080
622,19,13,3,9.9,813,1080
623,20,8,9,6.3,598,840
624,12,16,10,23.8,430,840
625,20,14,4,13.6,512,840
626,10,13,7,25.4,764,1080
627,18,2,2,25.2,563,840
628,9,4,8,17,792,1080
629,19,13,5,20.8,579,840
630,15,7,6,16.8,549,840
631,11,6,3,10,683,1080
632,16,12,5,13.5,651,1080
633,18,9,5,7.5,544,840
634,11,16,2,16.3,759,1080
635,19,18,4,11.8,641,1080
636,13,8,10,10.1,694,1080
637,19,1,1,21.5,449,840
638,4,18,6,10.7,768,1080
639,10,11,10,18.1,972,1260
640,18,20,9,1.2,975,1260
641,10,19,7,3.4,1080,1260
642,5,2,3,14.4,640,1080
643,8,16,7,23.1,661,1080
644,18,2,4,13.3,1080,1260
645,16,17,7,10.3,879,1260
646,12,19,10,11.1,923,1260
647,3,6,8,20.8,917,1260
648,11,18,5,12.8,995,1260
649,6,14,10,11.1,729,1080
650,5,10,2,22.1,472,840
651,5,9,3,10.2,925,1260
652,15,3,2,24.8,1039,1260
653,4,1,8,25.2,535,840
654,8,15,6,8.1,457,840
655,8,7,9,13.8,438,840
656,1,10,1,15.6,516,840
657,13,17,8,1.3,754,1080
658,12,15,7,2.7,576,840
659,3,6,5,19.7,837,1080
660,10,15,2,18.1,394,840
661,19,7,6,14,992,1260
662,16,20,8,5.8,948,1260
663,17,14,8,17.1,999,1260
664,17,3,7,25,826,1080
665,10,18,10,17.6,736,1080
666,3,6,4,3.8,592,840
667,18,20,7,11.4,408,840
668,15,11,9,24.7,991,1260
669,8,11,6,12.1,868,1260
670,20,12,5,12.3,918,1260
671,18,16,8,8.8,865,1260
672,8,2,10,12.4,575,840
673,4,10,5,1.2,667,1080
674,11,4,8,6.9,776,1080
675,18,16,3,15.7,719,1080
676,1,16,5,1.3,901,1260
677,6,20,3,16.9,648,1080
678,8,14,4,16.9,772,1080
679,19,15,3,14.1,742,1080
680,9,14,9,18.2,592,840
681,5,19,7,14.7,677,1080
682,3,16,8,7.5,841,1260
683,2,16,10,18.1,903,1260
684,4,9,9,21.4,366,840
685,3,12,10,5,1051,1260
686,14,8,3,2.8,501,840
687,15,9,8,8.2,377,840
688,1,16,7,22.8,473,840
689,6,19,7,18.3,646,1080
690,16,18,3,12.7,727,1080
691,1,14,6,21.6,851,1260
692,10,6,2,20.1,598,840
693,15,13,1,20.5,451,840
694,8,9,9,22.3,624,1080
695,18,17,9,26,1011,1260
696,8,17,9,3.7,381,840
697,18,5,9,2,1037,1260
698,16,18,6,11.6,639,1080
699,8,5,6,3.8,980,1260
700,14,15,4,13.6,854,1260
701,13,6,9,12.6,898,1260
702,7,10,2,16.7,430,840
703,6,3,10,18.7,855,1260
704,2,5,4,18.2,640,1080
705,19,6,9,25.2,402,840
706,16,2,9,19.9,364,840
707,3,7,4,21,848,1260
708,19,3,9,23.4,759,1080
709,19,14,1,14.3,564,840
710,17,19,7,24.4,819,1080
711,5,6,5,16,563,840
712,6,17,9,8.1,507,840
713,17,14,2,1.2,494,840
714,3,2,8,7.8,372,840
715,14,8,2,9.4,677,1080
716,15,11,10,25.1,640,1080
717,7,4,5,24.3,560,840
718,17,3,8,6.7,918,1260
719,12,4,9,21.2,536,840
720,1,2,7,24.4,632,1080
721,1,5,9,14.2,754,1080
722,13,18,8,13.8,556,840
723,11,19,3,25.9,772,1080
724,20,15,2,3.1,529,840
725,8,5,9,16.2,469,840
726,13,15,7,4.9,1012,1260
727,6,5,8,6.5,767,1080
728,18,7,6,1.6,689,1080
729,7,5,2,24,791,1080
730,16,13,3,8.1,722,1080
731,11,17,9,7.3,538,840
732,7,1,4,3.8,531,840
733,19,9,5,4.2,387,840
734,5,7,4,18.2,1045,1260
735,2,7,10,10.3,974,1260
736,18,19,3,24.5,639,1080
737,20,18,9,14.4,723,1080
738,11,13,9,2,974,1260
739,8,16,4,10.7,1058,1260
740,13,19,8,2.3,465,840
741,14,20,5,17.1,722,1080
742,17,16,7,13.1,464,840
743,2,8,9,2,592,840
744,4,1,2,23.9,969,1260
745,10,12,10,14.6,388,840
746,3,5,5,13.4,373,840
747,6,8,3,9,960,1260
748,6,14,4,16.7,607,1080
749,20,12,1,5.1,944,1260
750,9,15,8,24.3,754,1080
751,20,16,2,15.6,448,840
752,12,20,7,5.7,401,840
753,14,4,6,21,589,840
754,16,15,2,25.6,693,1080
755,5,3,8,2.2,1021,1260
756,19,15,7,17,1001,1260
757,8,5,8,10.7,953,1260
758,19,2,8,14.7,400,840
759,16,13,8,19,786,1080
760,12,6,5,6.4,1003,1260
761,13,3,9,12,779,1080
762,9,8,9,16.5,1035,1260
763,3,12,10,19,446,840
764,20,9,8,21.1,777,1080
765,6,17,6,7.8,854,1260
766,20,6,5,12.1,908,1260
767,11,9,8,4.9,922,1260
768,18,15,7,11,568,840
769,11,17,6,1.9,396,840
770,5,6,3,8.7,806,1080
771,17,19,8,22,438,840
772,16,1,4,16.8,866,1260
773,14,15,5,17.2,688,1080
774,17,13,10,23.2,395,840
775,15,17,3,6.1,777,1080
776,13,5,1,22.3,767,1080
777,17,14,6,8.4,1073,1260
778,3,13,1,10.3,364,840
779,9,20,8,8.3,859,1260
780,13,7,3,1.2,466,840
781,13,6,3,22.2,715,1080
782,3,12,1,11.2,582,840
783,13,2,8,13.7,763,1080
784,11,17,5,9.6,399,840
785,18,6,7,7.6,852,1260
786,6,12,4,19.6,1004,1260
787,3,17,10,18.3,618,1080
788,14,5,6,12,412,840
789,11,19,9,14.8,557,840
790,12,2,5,10.8,1050,1260
791,17,12,2,24.3,549,840
792,3,4,6,24.7,660,1080
793,18,5,4,13.5,689,1080
794,2,17,4,25.1,718,1080
795,20,4,5,21.7,847,1260
796,6,2,8,21.1,846,1260
797,18,7,10,6,710,1080
798,15,4,9,17.6,378,840
799,11,10,9,15.4,800,1080
800,20,15,8,21.1,673,1080
801,14,18,8,18.2,741,1080
802,8,20,10,25.6,632,1080
803,1,14,2,24.8,734,1080
804,9,8,3,11.4,900,1260
805,13,19,8,21.7,954,1260
806,3,20,3,11.2,891,1260
807,5,4,1,5.2,663,1080
808,14,19,7,23.9,794,1080
809,18,7,1,11.9,403,840
810,8,12,6,20.4,644,1080
811,2,9,4,6.2,839,1080
812,2,13,2,8.3,530,840
813,13,20,2,18.2,697,1080
814,11,15,7,13.6,900,1260
815,17,7,9,5.4,975,1260
816,19,3,10,23.7,635,1080
817,3,16,1,19.7,537,840
818,13,1,1,20.9,1062,1260
819,3,19,7,3.2,928,1260
820,5,1,4,3.5,769,1080
821,8,15,10,9.4,589,840
822,8,15,1,22.2,685,1080
823,20,5,8,13.8,542,840
824,9,18,6,12.7,398,840
825,19,20,4,13.9,427,840
826,12,2,2,4.5,620,1080
827,1,8,5,23.4,507,840
828,4,19,3,6.2,583,840
829,9,18,9,4.5,476,840
830,20,7,4,19.9,1037,1260
831,19,12,6,25.4,778,1080
832,11,10,1,10.4,990,1260
833,16,6,2,20.5,456,840
834,11,7,7,25.5,462,840
835,11,6,3,10.2,968,1260
836,13,15,7,5.6,1059,1260
837,10,20,3,20.5,755,1080
838,7,13,1,22.1,612,1080
839,18,2,10,21.3,425,840
840,2,7,9,24.6,857,1260
841,11,15,7,15.8,721,1080
842,7,19,1,13.4,981,1260
