k,o_k,d_k,w_k,q_k,e_k,l_k
301,14,16,10,13.6,474,840
302,24,13,7,4.9,583,840
303,17,20,1,4.2,675,1080
304,2,16,4,7,700,1080
305,2,14,1,9.5,830,1080
306,8,9,8,10.5,525,840
307,24,22,3,2.9,1023,1260
308,17,14,7,2,468,840
309,14,5,2,3.4,746,1080
310,15,19,10,6.1,536,840
311,23,24,10,6.9,872,1260
312,21,22,8,3,799,1080
313,18,16,9,2.6,724,1080
314,3,23,7,12.1,995,1260
315,12,18,4,5.4,581,840
316,8,18,7,23.4,658,1080
317,16,6,5,20,713,1080
318,11,15,6,20.3,854,1260
319,15,16,4,4.7,488,840
320,1,22,1,7.4,499,840
321,6,24,8,9.6,1032,1260
322,3,5,6,23.7,488,840
323,3,4,10,15.1,479,840
324,18,17,10,13.4,731,1080
325,14,21,3,23.3,834,1080
326,18,7,7,17.7,1025,1260
327,11,13,1,10.9,878,1260
328,18,16,10,4.3,1029,1260
329,17,3,2,6.3,828,1080
330,14,16,3,20.2,873,1260
331,17,18,8,25,1050,1260
332,10,3,8,10.9,562,840
333,17,21,5,7.5,777,1080
334,2,19,4,17,929,1260
335,8,18,3,16.3,625,1080
336,14,24,6,12.3,668,1080
337,7,10,4,19.3,869,1260
338,2,7,9,8.1,810,1080
339,1,11,3,21.8,1069,1260
340,6,9,1,9.8,1039,1260
341,15,24,6,15.6,1070,1260
342,5,20,8,3.5,385,840
343,9,3,8,13.1,949,1260
344,16,4,5,20.1,700,1080
345,4,13,4,22.7,1077,1260
346,10,6,7,10.1,625,1080
347,15,12,6,22.6,772,1080
348,9,1,3,11.9,897,1260
349,10,19,2,10.4,505,840
350,12,15,7,18.9,667,1080
351,21,23,10,7.4,657,1080
352,2,4,2,24.8,630,1080
353,7,9,3,11.7,530,840
354,8,4,2,7.3,831,1080
355,10,13,2,13.5,540,840
356,16,12,10,25.5,755,1080
357,19,3,9,13.4,449,840
358,23,2,5,8.9,722,1080
359,10,13,2,4.5,654,1080
360,17,13,4,10.8,384,840
361,8,24,3,14.8,525,840
362,17,9,7,25.3,685,1080
363,6,4,8,7.5,501,840
364,16,4,5,7.1,832,1080
365,2,3,8,9.6,529,840
366,14,13,2,1.7,717,1080
367,23,11,7,5.6,371,840
368,2,3,3,24.7,384,840
369,10,23,7,20.9,1015,1260
370,3,1,10,24.7,593,840
371,21,3,8,24.6,1063,1260
372,25,12,8,13.5,1065,1260
373,5,10,2,17.8,810,1080
374,18,19,2,25,443,840
375,9,1,1,5.9,603,1080
376,24,10,2,12.1,595,840
377,23,13,8,24.6,646,1080
378,11,8,2,10.5,835,1080
379,12,25,2,19.8,1042,1260
380,20,17,6,13.1,997,1260
381,7,10,8,12.8,534,840
382,23,19,2,19.9,752,1080
383,20,17,9,7.8,885,1260
384,1,23,6,23.8,788,1080
385,22,15,10,7.1,550,840
386,11,9,1,16.8,582,840
387,19,13,3,12.6,464,840
388,21,18,10,4.4,1066,1260
389,21,8,2,12.6,628,1080
390,24,23,9,17.7,418,840
391,3,25,4,14.1,1043,1260
392,5,15,2,15.9,482,840
393,18,6,9,20.1,649,1080
394,15,8,2,11.9,544,840
395,4,19,9,1.5,971,1260
396,2,16,7,2.2,636,1080
397,24,25,5,11.8,934,1260
398,11,3,1,24.2,1057,1260
399,11,20,3,14.8,785,1080
400,8,1,4,17.1,927,1260
401,10,23,4,13.2,1078,1260
402,10,19,3,24.7,773,1080
403,16,25,5,15.9,547,840
404,13,1,10,19.7,685,1080
405,21,14,7,6.8,458,840
406,19,10,3,12.4,670,1080
407,3,1,3,20.3,677,1080
408,16,9,8,12.4,906,1260
409,11,24,7,8,775,1080
410,15,12,10,20.4,1002,1260
411,13,5,6,12,370,840
412,1,18,5,10,865,1260
413,7,5,5,15.3,844,1260
414,6,2,6,1.2,1005,1260
415,9,4,9,15.6,621,1080
416,23,17,8,7.8,952,1260
417,16,23,7,16.5,918,1260
418,8,9,10,1.8,419,840
419,13,6,6,1.5,725,1080
420,12,13,9,12,526,840
421,20,3,4,25.3,637,1080
422,8,9,1,18.4,935,1260
423,4,20,7,12.2,528,840
424,2,6,9,18.4,582,840
425,22,20,9,4.4,719,1080
426,24,2,4,6.4,692,1080
427,13,19,1,6.9,1041,1260
428,20,14,9,7.2,473,840
429,10,19,10,20.4,926,1260
430,13,21,8,11.4,532,840
431,7,5,4,12.1,362,840
432,16,3,9,18.5,998,1260
433,22,8,4,25.5,719,1080
434,16,22,5,7.4,762,1080
435,15,10,7,6.9,795,1080
436,25,16,6,6,859,1260
437,20,25,9,13.2,1053,1260
438,3,19,4,13.6,554,840
439,16,4,4,6.3,736,1080
440,5,12,9,18.1,446,840
441,20,23,4,7.6,367,840
442,7,12,5,7.3,863,1260
443,12,14,4,11.6,596,840
444,20,23,7,16.8,380,840
445,5,25,3,3.7,550,840
446,14,8,4,5.1,1061,1260
447,20,23,3,8.7,641,1080
448,19,9,4,1.3,650,1080
449,12,13,1,18.3,618,1080
450,21,23,3,24.4,1079,1260
451,1,5,10,10.8,398,840
452,24,13,1,18.3,517,840
453,22,18,10,23.5,729,1080
454,25,13,9,24.9,386,840
455,18,23,7,2.8,436,840
456,5,6,5,8.5,475,840
457,8,7,5,16.7,798,1080
458,6,1,7,14.1,473,840
459,3,16,7,14.7,652,1080
460,3,15,4,2.4,855,1260
461,17,9,6,19.2,835,1080
462,8,10,3,8.3,406,840
463,24,17,6,19.9,468,840
464,22,7,1,9.4,817,1080
465,18,6,2,19.7,536,840
466,4,24,8,19,393,840
467,6,12,7,23,1050,1260
468,15,2,3,4.4,655,1080
469,8,16,8,21.8,580,840
470,20,11,7,2.4,364,840
471,13,9,5,15.9,465,840
472,10,16,6,7.8,441,840
473,7,12,1,10.2,373,840
474,7,10,6,16.2,650,1080
475,16,2,1,12.3,649,1080
476,6,17,5,18.9,544,840
477,7,8,6,17.1,478,840
478,9,24,3,10.4,710,1080
479,15,22,2,24.4,1062,1260
480,2,15,4,12.8,1058,1260
481,21,8,6,4.8,763,1080
482,18,6,5,7.9,982,1260
483,13,11,6,25.9,712,1080
484,11,22,9,15.6,997,1260
485,8,9,3,13.6,932,1260
486,9,12,1,21.3,893,1260
487,3,22,4,17,602,1080
488,2,15,6,10.3,439,840
489,13,18,8,11.6,565,840
490,24,1,8,9.9,904,1260
491,25,15,6,10.1,597,840
492,12,10,6,14.6,452,840
493,6,7,3,11.1,890,1260
494,14,5,4,1.1,534,840
495,21,6,5,18,906,1260
496,3,8,3,24.1,866,1260
497,10,7,6,21.2,724,1080
498,16,24,9,14.4,538,840
499,24,11,9,4.3,623,1080
500,4,7,10,14.6,944,1260
501,7,12,1,8.5,499,840
502,23,20,9,9.7,704,1080
503,13,12,9,11.1,435,840
504,23,21,3,19.1,761,1080
505,23,1,6,8,995,1260
506,13,7,10,18.9,549,840
507,10,16,8,13,716,1080
508,23,19,3,17.3,518,840
509,3,8,7,13.5,930,1260
510,19,24,1,4.5,428,840
511,8,17,7,21.9,577,840
512,12,4,6,8.4,827,1080
513,20,2,3,16.9,604,1080
514,22,4,10,15.9,451,840
515,10,21,5,19,894,1260
516,19,17,6,20.9,824,1080
517,25,6,8,8.5,1008,1260
518,18,11,1,8.3,1020,1260
519,16,1,8,7.5,622,1080
520,4,18,2,8.3,701,1080
521,24,22,1,19.4,808,1080
522,15,4,4,25,760,1080
523,13,23,10,2.7,568,840
524,11,2,10,11.8,613,1080
525,16,9,8,19.7,973,1260
526,14,24,10,19.9,755,1080
527,17,20,1,3.5,979,1260
528,11,17,3,6.6,388,840
529,10,22,7,25.4,586,840
530,18,7,2,18.7,743,1080
531,4,17,9,1.4,1024,1260
532,23,3,6,25.7,857,1260
533,3,5,3,9.2,913,1260
534,15,11,1,22.6,407,840
535,6,18,7,21.9,838,1080
536,20,4,5,24.1,549,840
537,6,22,7,13.8,836,1080
538,8,24,1,23.3,907,1260
539,7,8,4,14.6,580,840
540,14,18,10,6.5,996,1260
541,5,6,6,13.3,974,1260
542,3,7,3,16.4,1035,1260
543,24,2,9,10.7,1073,1260
544,15,1,4,8.6,629,1080
545,1,9,10,10.6,851,1260
546,1,12,5,20.8,674,1080
547,23,24,8,9.3,757,1080
548,6,8,2,21,827,1080
549,12,20,10,19.8,452,840
550,13,23,6,10.1,906,1260
551,16,4,4,16.1,1027,1260
552,8,13,6,18.1,977,1260
553,13,1,4,25.8,1058,1260
554,13,25,5,14,858,1260
555,8,25,8,3.9,787,1080
556,20,7,4,1.5,391,840
557,23,5,6,7.6,716,1080
558,20,2,5,14.7,733,1080
559,16,6,6,22,861,1260
560,17,13,2,6.8,396,840
561,16,15,3,13,768,1080
562,12,25,5,20,377,840
563,6,4,7,24.4,690,1080
564,11,25,7,25.9,752,1080
565,20,25,10,19,385,840
566,17,22,3,18.6,942,1260
567,20,24,8,21.9,590,840
568,9,1,5,11.5,733,1080
569,23,13,1,3.5,1014,1260
570,18,15,7,15.9,718,1080
571,24,17,5,4.6,1019,1260
572,4,7,2,21.6,964,1260
573,18,5,2,16.5,561,840
574,21,14,9,22.9,513,840
575,6,15,3,4.7,620,1080
576,19,1,3,19.7,1050,1260
577,25,5,8,17.1,963,1260
578,16,15,8,7.4,943,1260
579,5,18,7,13.5,735,1080
580,16,14,8,9.7,394,840
581,10,13,9,16.8,1060,1260
582,20,5,9,21.7,1065,1260
583,21,19,8,2.6,931,1260
584,4,14,10,22.9,637,1080
585,24,9,8,18.4,946,1260
586,3,9,3,23.7,564,840
587,12,25,1,8,898,1260
588,21,4,2,17.8,903,1260
589,24,15,8,15.5,979,1260
590,7,18,8,14.9,827,1080
591,16,8,2,25.5,781,1080
592,21,14,6,2.4,1052,1260
593,2,5,8,18.6,847,1260
594,2,4,6,14.9,508,840
595,13,10,9,13.7,1022,1260
596,9,4,4,18.1,526,840
597,5,20,2,17.5,924,1260
598,2,8,9,15.8,850,1260
599,4,15,3,6,384,840
600,8,6,3,24,1004,1260
601,16,3,4,3.1,500,840
602,21,22,3,3.9,929,1260
603,6,13,2,11.1,654,1080
604,17,12,10,14.4,677,1080
605,20,17,2,13.8,735,1080
606,25,24,2,18.7,861,1260
607,17,20,4,25.9,645,1080
608,4,21,10,4.5,654,1080
609,8,22,8,19.9,766,1080
610,2,9,8,16.9,471,840
611,21,15,8,25.6,1017,1260
612,16,2,4,3.5,1040,1260
613,16,13,10,24.2,948,1260
614,7,24,6,6,936,1260
615,15,23,8,4.7,763,1080
616,7,5,7,24.4,423,840
617,5,23,3,5.2,841,1260
618,23,18,10,16.8,489,840
619,7,1,3,18.5,428,840
620,18,21,4,9.2,452,840
621,10,3,4,15.7,713,1080
622,24,2,3,9.9,813,1080
623,9,8,9,6.3,598,840
624,1,11,10,23.8,430,840
625,8,7,4,13.6,512,840
626,18,13,7,25.4,764,1080
627,19,10,2,25.2,563,840
628,7,6,8,17,792,1080
629,16,5,5,20.8,579,840
630,3,24,6,16.8,549,840
631,5,8,3,10,683,1080
632,13,16,5,13.5,651,1080
633,25,24,5,7.5,544,840
634,10,6,2,16.3,759,1080
635,4,19,4,11.8,641,1080
636,12,7,10,10.1,694,1080
637,16,12,1,21.5,449,840
638,21,23,6,10.7,768,1080
639,14,7,10,18.1,972,1260
640,19,20,9,1.2,975,1260
641,17,21,7,3.4,1080,1260
642,9,13,3,14.4,640,1080
643,8,14,7,23.1,661,1080
644,13,21,4,13.3,1080,1260
645,23,12,7,10.3,879,1260
646,5,24,10,11.1,923,1260
647,20,17,8,20.8,917,1260
648,9,20,5,12.8,995,1260
649,8,7,10,11.1,729,1080
650,25,24,2,22.1,472,840
651,13,16,3,10.2,925,1260
652,12,24,2,24.8,1039,1260
653,25,14,8,25.2,535,840
654,13,24,6,8.1,457,840
655,17,4,9,13.8,438,840
656,14,21,1,15.6,516,840
657,16,11,8,1.3,754,1080
658,5,3,7,2.7,576,840
659,22,23,5,19.7,837,1080
660,8,18,2,18.1,394,840
661,23,7,6,14,992,1260
662,7,12,8,5.8,948,1260
663,24,22,8,17.1,999,1260
664,21,4,7,25,826,1080
665,4,13,10,17.6,736,1080
666,5,16,4,3.8,592,840
667,22,6,7,11.4,408,840
668,25,15,9,24.7,991,1260
669,18,11,6,12.1,868,1260
670,16,5,5,12.3,918,1260
671,15,18,8,8.8,865,1260
672,9,3,10,12.4,575,840
673,23,5,5,1.2,667,1080
674,20,2,8,6.9,776,1080
675,11,25,3,15.7,719,1080
676,6,21,5,1.3,901,1260
677,12,17,3,16.9,648,1080
678,16,19,4,16.9,772,1080
679,23,9,3,14.1,742,1080
680,10,11,9,18.2,592,840
681,7,3,7,14.7,677,1080
682,21,25,8,7.5,841,1260
683,13,23,10,18.1,903,1260
684,17,11,9,21.4,366,840
685,4,19,10,5,1051,1260
686,6,3,3,2.8,501,840
687,19,1,8,8.2,377,840
688,10,4,7,22.8,473,840
689,6,12,7,18.3,646,1080
690,5,6,3,12.7,727,1080
691,20,3,6,21.6,851,1260
692,7,16,2,20.1,598,840
693,17,12,1,20.5,451,840
694,18,20,9,22.3,624,1080
695,23,22,9,26,1011,1260
696,12,15,9,3.7,381,840
697,23,17,9,2,1037,1260
698,6,12,6,11.6,639,1080
699,3,5,6,3.8,980,1260
700,2,11,4,13.6,854,1260
701,7,21,9,12.6,898,1260
702,17,21,2,16.7,430,840
703,5,8,10,18.7,855,1260
704,16,1,4,18.2,640,1080
705,1,5,9,25.2,402,840
706,5,17,9,19.9,364,840
707,15,13,4,21,848,1260
708,16,13,9,23.4,759,1080
709,21,7,1,14.3,564,840
710,19,25,7,24.4,819,1080
711,22,8,5,16,563,840
712,21,4,9,8.1,507,840
713,8,1,2,1.2,494,840
714,9,18,8,7.8,372,840
715,24,1,2,9.4,677,1080
716,11,3,10,25.1,640,1080
717,22,20,5,24.3,560,840
718,18,16,8,6.7,918,1260
719,7,19,9,21.2,536,840
720,8,23,7,24.4,632,1080
721,24,18,9,14.2,754,1080
722,19,17,8,13.8,556,840
723,8,23,3,25.9,772,1080
724,15,1,2,3.1,529,840
725,7,11,9,16.2,469,840
726,17,23,7,4.9,1012,1260
727,11,17,8,6.5,767,1080
728,12,4,6,1.6,689,1080
729,20,17,2,24,791,1080
730,1,22,3,8.1,722,1080
731,11,24,9,7.3,538,840
732,17,2,4,3.8,531,840
733,18,2,5,4.2,387,840
734,23,5,4,18.2,1045,1260
735,12,22,10,10.3,974,1260
736,1,6,3,24.5,639,1080
737,20,4,9,14.4,723,1080
738,3,14,9,2,974,1260
739,14,13,4,10.7,1058,1260
740,16,14,8,2.3,465,840
741,13,23,5,17.1,722,1080
742,7,12,7,13.1,464,840
743,5,9,9,2,592,840
744,8,4,2,23.9,969,1260
745,18,15,10,14.6,388,840
746,10,2,5,13.4,373,840
747,3,13,3,9,960,1260
748,20,3,4,16.7,607,1080
749,9,3,1,5.1,944,1260
750,15,9,8,24.3,754,1080
751,3,25,2,15.6,448,840
752,6,17,7,5.7,401,840
753,23,14,6,21,589,840
754,16,23,2,25.6,693,1080
755,10,23,8,2.2,1021,1260
756,23,12,7,17,1001,1260
757,2,10,8,10.7,953,1260
758,21,9,8,14.7,400,840
759,10,17,8,19,786,1080
760,5,24,5,6.4,1003,1260
761,1,18,9,12,779,1080
762,16,19,9,16.5,1035,1260
763,13,22,10,19,446,840
764,12,17,8,21.1,777,1080
765,13,14,6,7.8,854,1260
766,22,7,5,12.1,908,1260
767,11,1,8,4.9,922,1260
768,2,10,7,11,568,840
769,17,18,6,1.9,396,840
770,5,3,3,8.7,806,1080
771,4,22,8,22,438,840
772,24,6,4,16.8,866,1260
773,8,3,5,17.2,688,1080
774,15,14,10,23.2,395,840
775,15,3,3,6.1,777,1080
776,5,3,1,22.3,767,1080
777,19,17,6,8.4,1073,1260
778,23,19,1,10.3,364,840
779,2,24,8,8.3,859,1260
780,18,7,3,1.2,466,840
781,1,17,3,22.2,715,1080
782,8,15,1,11.2,582,840
783,7,16,8,13.7,763,1080
784,20,22,5,9.6,399,840
785,13,8,7,7.6,852,1260
786,18,20,4,19.6,1004,1260
787,24,15,10,18.3,618,1080
788,14,4,6,12,412,840
789,9,17,9,14.8,557,840
790,19,6,5,10.8,1050,1260
791,4,1,2,24.3,549,840
792,5,2,6,24.7,660,1080
793,11,3,4,13.5,689,1080
794,10,12,4,25.1,718,1080
795,1,13,5,21.7,847,1260
796,2,24,8,21.1,846,1260
797,8,22,10,6,710,1080
798,19,6,9,17.6,378,840
799,8,16,9,15.4,800,1080
800,6,20,8,21.1,673,1080
801,13,7,8,18.2,741,1080
802,1,14,10,25.6,632,1080
803,23,2,2,24.8,734,1080
804,23,17,3,11.4,900,1260
805,19,3,8,21.7,954,1260
806,23,19,3,11.2,891,1260
807,7,16,1,5.2,663,1080
808,21,18,7,23.9,794,1080
809,12,21,1,11.9,403,840
810,19,20,6,20.4,644,1080
811,7,4,4,6.2,839,1080
812,1,6,2,8.3,530,840
813,3,4,2,18.2,697,1080
814,18,4,7,13.6,900,1260
815,4,22,9,5.4,975,1260
816,23,19,10,23.7,635,1080
817,13,10,1,19.7,537,840
818,12,23,1,20.9,1062,1260
819,4,23,7,3.2,928,1260
820,10,13,4,3.5,769,1080
821,11,14,10,9.4,589,840
822,14,24,1,22.2,685,1080
823,19,3,8,13.8,542,840
824,11,23,6,12.7,398,840
825,22,11,4,13.9,427,840
826,16,7,2,4.5,620,1080
827,1,5,5,23.4,507,840
828,7,19,3,6.2,583,840
829,7,21,9,4.5,476,840
830,19,2,4,19.9,1037,1260
831,19,12,6,25.4,778,1080
832,18,2,1,10.4,990,1260
833,25,23,2,20.5,456,840
834,5,23,7,25.5,462,840
835,11,14,3,10.2,968,1260
836,3,20,7,5.6,1059,1260
837,12,15,3,20.5,755,1080
838,14,22,1,22.1,612,1080
839,22,21,10,21.3,425,840
840,6,12,9,24.6,857,1260
841,7,21,7,15.8,721,1080
842,17,18,1,13.4,981,1260
