k,o_k,d_k,w_k,q_k,e_k,l_k
2890,7,17,7,19.7,850,1260
2906,17,14,3,11.8,764,1080
2921,11,21,4,25.1,754,1080
2925,3,25,5,17.5,930,1260
2955,4,23,7,23.1,922,1260
2959,20,4,6,5.8,590,840
3000,18,5,3,20,361,840
3006,22,1,8,2.7,532,840
3014,3,22,5,17.7,833,1080
3036,15,7,9,11.2,926,1260
3063,23,3,10,8.3,600,1080
3079,3,17,8,3.5,598,840
3205,23,5,2,16.2,479,840
3247,2,1,4,17.9,834,1080
3258,9,1,4,13.2,634,1080
3262,18,5,5,16.1,990,1260
3305,17,13,7,14,704,1080
3349,2,5,1,7.9,582,840
3376,19,6,7,23.7,729,1080
3455,25,9,7,8.9,422,840
3470,19,21,5,25,978,1260
3523,12,24,1,2.5,773,1080
3637,9,4,5,24.9,828,1080
3649,11,15,10,12.9,678,1080
3666,10,20,10,16.1,943,1260
3690,11,12,10,4,558,840
3758,14,11,7,3.6,395,840
3759,21,9,4,15.5,742,1080
3775,17,23,4,16.4,596,840
3840,6,21,8,20.2,759,1080
3843,2,4,6,19.7,924,1260
3920,17,7,10,1.8,789,1080
3945,8,2,4,12.9,646,1080
4012,1,3,8,15.8,752,1080
4125,22,9,5,25.5,910,1260
4152,15,23,10,2.5,484,840
4290,1,2,7,13.8,569,840
4343,23,14,3,14.7,743,1080
4398,17,18,5,8.6,737,1080
4407,7,18,10,16.4,446,840
4521,3,22,4,25,657,1080
4611,24,19,10,6.1,772,1080
4644,2,16,1,10.6,1079,1260
4677,13,16,9,20.1,437,840
4714,9,8,6,17,650,1080
4795,18,10,7,11.2,826,1080
4807,18,10,2,19.2,932,1260
4837,14,11,8,4.5,601,1080
4860,6,17,5,6.9,944,1260
4865,18,19,3,2.9,1071,1260
4904,14,23,8,12.1,975,1260
4918,3,4,8,9.2,630,1080
4935,15,7,9,23.5,424,840
4966,7,3,8,13,934,1260
4970,8,1,3,23.5,440,840
5007,24,16,8,16.9,717,1080
5054,25,7,10,2.6,1039,1260
5089,4,16,9,18.7,366,840
5094,25,16,10,20.8,536,840
5142,18,20,7,22.7,915,1260
5239,14,7,4,8.5,783,1080
5284,12,11,5,10.2,606,1080
5286,25,7,6,24.8,699,1080
5328,16,18,1,3.8,1032,1260
5357,21,12,2,2,368,840
5422,25,2,2,12.2,895,1260
5573,18,12,2,24.1,1077,1260
5670,7,9,3,10.4,959,1260
5773,23,2,7,5.4,513,840
5780,14,23,2,23,655,1080
5859,14,5,10,3.2,789,1080
5860,24,23,3,13.1,951,1260
5874,19,21,9,23.3,408,840
5891,23,18,4,10.3,837,1080
5937,22,23,8,23.1,883,1260
5945,8,11,2,13,984,1260
5964,16,25,10,5.4,896,1260
6008,12,18,1,2.9,785,1080
6031,1,25,1,18.3,390,840
6176,7,5,1,13.9,604,1080
6182,1,24,4,24.9,428,840
6206,13,21,5,4.5,912,1260
6217,8,7,10,4.6,1065,1260
6238,4,12,4,10.6,1014,1260
6256,8,11,2,12.5,895,1260
6313,13,24,5,5.2,715,1080
6333,14,7,7,19.8,913,1260
6356,1,3,6,26,814,1080
6398,19,1,6,19.3,554,840
6464,16,4,6,9.3,603,1080
6469,8,17,3,25.4,451,840
6572,8,7,2,22.5,883,1260
6647,3,8,7,16.8,407,840
6759,15,7,5,23.4,781,1080
6772,25,11,9,14.9,583,840
6775,12,24,4,22.8,526,840
6807,24,14,1,16.5,995,1260
6820,12,11,7,9.9,741,1080
6832,25,13,2,14.1,622,1080
6833,11,20,5,23.9,602,1080
6877,4,14,6,20.5,580,840
6969,23,9,8,13,966,1260
7112,1,11,1,23.1,456,840
7264,21,17,9,2.7,660,1080
7270,9,1,4,14.2,921,1260
7294,6,17,4,9.8,862,1260
7302,24,9,7,7.3,805,1080
7310,1,17,4,17,1037,1260
7390,25,2,10,8.6,687,1080
7427,12,11,5,6.2,932,1260
7434,10,5,4,22.7,486,840
7435,12,23,10,16.7,495,840
7488,24,22,9,18.4,486,840
7497,22,4,10,7.5,789,1080
7506,5,20,9,7.6,395,840
7528,12,16,1,1.9,1015,1260
7539,12,24,7,9.1,675,1080
7572,2,23,2,15.7,780,1080
7595,8,6,2,7.7,553,840
7625,16,6,6,14.7,544,840
7633,6,18,8,21.1,413,840
7738,14,23,5,19.7,608,1080
7781,5,23,4,24.7,685,1080
7785,25,16,7,4.4,465,840
7791,11,23,2,25.2,398,840
7799,13,25,1,4.3,531,840
7892,12,20,5,20.6,652,1080
7898,3,12,10,14.4,658,1080
7928,24,23,3,3.6,423,840
7979,7,15,9,16.1,457,840
8048,17,11,7,4.4,800,1080
8114,21,7,7,17.5,1005,1260
8181,15,6,10,17.5,437,840
8203,23,22,6,18.7,446,840
8208,7,1,3,2.6,930,1260
8231,14,3,2,1.3,396,840
8235,23,21,8,3,854,1260
8316,18,3,8,10.4,664,1080
8330,20,14,9,18.8,853,1260
8474,10,5,8,13,780,1080
8476,12,8,7,11.3,943,1260
8482,8,6,4,22.4,738,1080
8512,2,22,6,15.2,764,1080
8539,12,4,7,15.5,1014,1260
8552,6,18,4,21.2,886,1260
8567,5,8,5,22.1,605,1080
8611,12,7,10,1.5,542,840
8694,2,19,8,4.4,396,840
8739,8,2,10,15.3,469,840
8753,17,13,9,24.6,382,840
8764,16,21,9,12.1,395,840
8780,16,17,6,13.2,1057,1260
8804,9,24,3,17.1,943,1260
8813,5,19,8,18.2,524,840
8843,15,10,2,16.1,1024,1260
8859,16,7,7,11.9,666,1080
8903,14,11,9,4.4,927,1260
8960,5,2,8,20.9,481,840
9000,22,6,9,16,1031,1260
9023,13,10,5,12.3,1066,1260
9061,25,24,1,3.8,512,840
9084,5,23,9,12.9,1015,1260
9163,24,6,7,15.7,919,1260
9193,5,11,2,18.4,362,840
9440,25,18,6,16.2,765,1080
9454,20,12,1,20.2,762,1080
9462,9,1,2,16.2,363,840
9570,9,21,3,14.2,1014,1260
9597,9,23,1,19.6,579,840
9625,6,12,2,10.9,757,1080
9667,15,1,10,4.4,995,1260
9677,24,1,1,3.6,1000,1260
9701,22,15,1,17.8,459,840
9715,5,4,6,16.2,989,1260
9716,8,12,4,18,989,1260
9731,12,19,7,11.3,548,840
9772,19,9,8,19.8,699,1080
9896,9,10,2,6.2,484,840
9903,20,17,10,5.9,898,1260
9964,22,16,7,9.7,690,1080
9992,9,4,9,1.5,816,1080
9993,4,16,7,15.5,361,840
