k,o_k,d_k,w_k,q_k,e_k,l_k
205,6,3,10,19.15,564,840
206,4,10,8,4.01,780,1080
207,10,6,1,33.34,647,1080
208,7,4,2,28.1,636,1080
209,4,7,9,22.21,576,840
210,6,1,1,29.51,1009,1260
211,5,3,7,15.71,1036,1260
212,5,7,4,26.63,952,1260
213,6,1,8,9.24,849,1260
214,10,1,1,19.45,773,1080
215,4,3,5,25.11,602,1080
216,5,2,10,35.86,729,1080
217,6,2,6,34.74,588,840
218,8,6,10,25.63,608,1080
219,8,2,5,18.14,393,840
220,5,4,6,18.85,778,1080
221,4,5,3,9.38,497,840
222,2,6,5,25.43,977,1260
223,7,5,9,26.8,984,1260
224,1,4,6,17.67,450,840
225,7,10,4,19.94,439,840
226,8,6,9,30.39,1000,1260
227,9,6,8,35.69,844,1260
228,6,8,5,36.48,688,1080
229,3,7,3,6.29,682,1080
230,3,4,4,8.89,650,1080
231,6,9,7,32.91,565,840
232,10,4,8,30.51,476,840
233,5,10,9,16.85,680,1080
234,10,9,7,10.08,718,1080
235,5,4,7,13.59,852,1260
236,5,4,2,36.95,892,1260
237,3,8,3,12.62,860,1260
238,3,9,3,34.23,691,1080
239,1,10,4,35.27,893,1260
240,3,8,7,13.22,703,1080
241,4,9,1,14.55,558,840
242,3,4,7,4.1,929,1260
243,5,6,10,21.79,824,1080
244,6,8,7,21.32,849,1260
245,5,4,9,18.01,1017,1260
246,3,5,5,37.34,1009,1260
247,4,1,10,15.5,370,840
248,4,3,9,25.21,699,1080
249,5,6,3,14.8,732,1080
250,4,3,8,4.33,629,1080
251,5,8,6,31.49,894,1260
252,8,9,4,35.05,705,1080
253,4,5,4,4.38,891,1260
254,7,5,3,6.92,784,1080
255,8,6,4,11.56,638,1080
256,8,1,2,34.55,578,840
257,8,4,6,13.17,392,840
258,6,7,5,28.93,489,840
259,8,6,5,34.04,408,840
260,9,2,6,15.05,679,1080
261,9,7,7,21.09,1005,1260
262,5,9,1,11.42,652,1080
263,10,8,9,5.64,1025,1260
264,7,4,1,28.56,483,840
265,3,5,10,28.18,588,840
266,6,9,10,6.15,720,1080
267,1,6,2,27.46,408,840
268,5,2,6,4.97,872,1260
269,3,10,9,11.59,737,1080
270,6,2,5,11.9,949,1260
271,10,7,8,17.83,480,840
272,8,9,5,4.63,594,840
273,7,6,10,37.61,585,840
274,8,6,4,31.28,776,1080
275,10,4,3,11.19,859,1260
276,5,7,6,6.38,688,1080
277,7,5,3,34.19,438,840
278,7,3,8,20.85,738,1080
279,6,3,10,28.05,989,1260
280,9,3,8,10.08,746,1080
281,10,8,3,28.34,1053,1260
282,10,8,3,33.6,679,1080
283,4,9,7,9.96,733,1080
284,3,6,4,27.08,910,1260
285,4,7,3,8.21,813,1080
286,5,6,7,20.05,789,1080
287,8,7,3,19.88,737,1080
288,2,5,10,18.61,620,1080
289,7,3,1,23.41,666,1080
290,6,9,6,21.6,870,1260
291,6,10,9,14.85,1039,1260
292,5,6,5,20.96,678,1080
293,7,4,10,16.78,664,1080
294,4,1,8,34.4,455,840
295,9,2,9,24.35,584,840
296,2,10,6,6.58,793,1080
297,1,9,2,20.77,792,1080
298,1,9,6,29.97,725,1080
299,5,9,2,21.06,768,1080
300,6,4,3,8.59,378,840
301,5,3,10,6.31,474,840
302,8,1,7,31.53,583,840
303,4,8,1,32,675,1080
304,6,10,4,32.31,700,1080
305,6,10,1,24.81,830,1080
306,3,8,8,11.16,525,840
307,8,9,3,22.57,1023,1260
308,1,6,7,14.05,468,840
309,5,1,2,34.61,746,1080
310,9,8,10,14.01,536,840
311,3,1,10,29.2,872,1260
312,3,1,8,21.45,799,1080
313,7,2,9,19.43,724,1080
314,10,6,7,20.34,995,1260
315,5,1,4,5.2,581,840
316,5,3,7,12,658,1080
317,7,9,5,25.57,713,1080
318,5,7,6,11.08,854,1260
319,4,7,4,19.69,488,840
320,4,8,1,10.67,499,840
321,7,1,8,13.98,1032,1260
322,6,3,6,20.2,488,840
323,4,7,10,16.34,479,840
324,4,5,10,24.47,731,1080
325,5,9,3,12.6,834,1080
326,7,2,7,27.11,1025,1260
327,1,2,1,19.79,878,1260
328,6,5,10,31.8,1029,1260
329,8,7,2,31.19,828,1080
330,1,3,3,5.9,873,1260
331,5,9,8,20.51,1050,1260
332,5,6,8,26.89,562,840
333,1,4,5,11.69,777,1080
334,3,6,4,14.85,929,1260
335,6,2,3,5.66,625,1080
336,3,10,6,4.57,668,1080
337,9,2,4,26.78,869,1260
338,2,9,9,12.67,810,1080
339,2,10,3,11.82,1069,1260
340,5,2,1,16.5,1039,1260
341,5,4,6,29.45,1070,1260
342,2,10,8,15.14,385,840
343,7,8,8,23.6,949,1260
344,2,8,5,16.03,700,1080
345,2,5,4,33.1,1077,1260
346,3,9,7,8.62,625,1080
347,3,2,6,11.09,772,1080
348,8,7,3,6.63,897,1260
349,10,5,2,6.67,505,840
350,2,4,7,10.24,667,1080
351,4,1,10,10.73,657,1080
352,4,2,2,6.95,630,1080
353,2,5,3,31.18,530,840
354,4,7,2,22.75,831,1080
355,3,10,2,6.52,540,840
356,6,5,10,18.77,755,1080
357,5,2,9,36.52,449,840
358,2,1,5,37.48,722,1080
359,4,1,2,28.95,654,1080
360,4,5,4,26.61,384,840
361,7,5,3,27.31,525,840
362,7,2,7,33.36,685,1080
363,2,10,8,11.21,501,840
364,8,4,5,18.89,832,1080
365,4,8,8,34.96,529,840
366,9,5,2,29.9,717,1080
367,7,10,7,21.73,371,840
368,1,4,3,22.71,384,840
369,8,7,7,15.58,1015,1260
370,6,4,10,10.86,593,840
371,3,8,8,24.13,1063,1260
372,3,7,8,35.8,1065,1260
373,10,6,2,31,810,1080
374,5,4,2,5.14,443,840
375,9,6,1,5.72,603,1080
376,6,4,2,12.47,595,840
377,7,6,8,12,646,1080
378,1,9,2,30.82,835,1080
379,6,4,2,35.02,1042,1260
380,5,10,6,31.82,997,1260
381,1,9,8,18.81,534,840
382,5,6,2,13.16,752,1080
383,10,3,9,7.16,885,1260
384,10,2,6,20.33,788,1080
385,9,6,10,31.02,550,840
386,7,4,1,17.47,582,840
387,8,6,3,14.87,464,840
388,5,10,10,30.65,1066,1260
389,8,7,2,26.96,628,1080
390,4,5,9,11.19,418,840
391,7,6,4,37.27,1043,1260
392,9,6,2,31.15,482,840
393,9,1,9,21.44,649,1080
394,1,6,2,15.19,544,840
395,6,4,9,32.68,971,1260
396,6,5,7,22.51,636,1080
397,6,5,5,36.58,934,1260
398,7,5,1,4.79,1057,1260
399,3,6,3,21.14,785,1080
400,8,6,4,7.61,927,1260
401,6,7,4,28.23,1078,1260
402,2,8,3,13.19,773,1080
403,7,5,5,14.65,547,840
404,6,3,10,14.89,685,1080
405,1,6,7,13.13,458,840
406,8,4,3,29.04,670,1080
407,1,9,3,33.76,677,1080
408,1,9,8,26.65,906,1260
409,9,10,7,7.79,775,1080
410,4,3,10,35.15,1002,1260
411,4,1,6,7.36,370,840
412,6,9,5,13.32,865,1260
413,6,7,5,7.45,844,1260
414,10,4,6,7.43,1005,1260
415,3,10,9,20.33,621,1080
416,3,2,8,4.1,952,1260
417,5,10,7,13.84,918,1260
418,3,1,10,25.31,419,840
419,5,7,6,35.71,725,1080
420,5,8,9,14.69,526,840
421,2,8,4,5.38,637,1080
422,9,5,1,29.57,935,1260
423,6,9,7,27.29,528,840
424,5,4,9,11.58,582,840
425,6,10,9,20.74,719,1080
426,2,6,4,15.3,692,1080
427,4,5,1,26.61,1041,1260
428,3,2,9,33.99,473,840
429,8,10,10,31.44,926,1260
430,8,5,8,36.27,532,840
431,6,7,4,7.36,362,840
432,6,4,9,8.27,998,1260
433,8,5,4,6.4,719,1080
434,3,4,5,18.75,762,1080
435,8,4,7,11.53,795,1080
436,6,2,6,20.09,859,1260
437,10,9,9,14.93,1053,1260
438,6,2,4,35.93,554,840
439,7,3,4,22.71,736,1080
440,6,9,9,31.18,446,840
441,8,6,4,30.4,367,840
442,6,1,5,7.37,863,1260
443,4,2,4,16.19,596,840
444,6,4,7,6.08,380,840
445,7,9,3,27.05,550,840
446,3,6,4,13.36,1061,1260
447,10,7,3,24.05,641,1080
448,8,5,4,8.33,650,1080
449,6,1,1,31.58,618,1080
450,8,6,3,26.1,1079,1260
451,5,10,10,6.9,398,840
452,3,10,1,36.63,517,840
453,7,8,10,20.83,729,1080
454,2,10,9,7.14,386,840
455,2,7,7,9.4,436,840
456,3,6,5,4.04,475,840
457,5,2,5,36.87,798,1080
458,3,9,7,5.18,473,840
459,4,1,7,16.41,652,1080
460,5,9,4,4.6,855,1260
461,3,7,6,23.4,835,1080
462,7,8,3,29.5,406,840
463,6,10,6,32.23,468,840
464,7,6,1,16.29,817,1080
465,1,10,2,31.85,536,840
466,8,5,8,6.74,393,840
467,3,9,7,15.82,1050,1260
468,8,1,3,30.85,655,1080
469,10,3,8,21.72,580,840
470,3,6,7,23.54,364,840
471,8,10,5,19.71,465,840
472,1,4,6,29.62,441,840
473,3,6,1,33.96,373,840
474,5,1,6,19.9,650,1080
475,6,7,1,19.94,649,1080
476,4,7,5,6.33,544,840
477,6,4,6,10.3,478,840
478,5,1,3,34.8,710,1080
479,2,3,2,10.63,1062,1260
480,6,2,4,6.84,1058,1260
481,3,1,6,29.77,763,1080
482,10,7,5,37.3,982,1260
483,1,7,6,36.75,712,1080
484,2,10,9,6.5,997,1260
485,9,5,3,5.03,932,1260
486,9,3,1,12,893,1260
487,5,1,4,27.46,602,1080
488,4,5,6,34.49,439,840
489,2,6,8,30.6,565,840
490,6,4,8,34.62,904,1260
491,7,4,6,14.37,597,840
492,7,1,6,35.24,452,840
493,8,6,3,36.06,890,1260
494,5,3,4,6.8,534,840
495,1,10,5,34.65,906,1260
496,3,6,3,32.7,866,1260
497,5,1,6,31.87,724,1080
498,1,2,9,16.95,538,840
499,4,2,9,23.27,623,1080
500,2,6,10,32.22,944,1260
501,1,9,1,4.34,499,840
502,10,7,9,28.2,704,1080
503,5,7,9,10.79,435,840
504,7,6,3,27.19,761,1080
505,5,8,6,35.26,995,1260
506,2,9,10,31.9,549,840
507,4,5,8,8.63,716,1080
508,1,7,3,8.14,518,840
509,4,9,7,12.17,930,1260
510,6,7,1,30.02,428,840
511,2,10,7,19.74,577,840
512,5,4,6,10.54,827,1080
513,9,1,3,30.94,604,1080
514,3,2,10,7.38,451,840
515,7,4,5,34.43,894,1260
516,3,4,6,28.38,824,1080
517,2,5,8,8.34,1008,1260
518,6,8,1,21.26,1020,1260
519,6,9,8,32.98,622,1080
520,2,4,2,15.76,701,1080
521,4,1,1,23.68,808,1080
522,6,2,4,28.82,760,1080
523,5,2,10,15.76,568,840
524,5,4,10,15.89,613,1080
525,9,3,8,25.61,973,1260
526,5,6,10,37.52,755,1080
527,3,2,1,18.81,979,1260
528,10,3,3,25.05,388,840
529,10,5,7,15.26,586,840
530,9,7,2,14.95,743,1080
531,9,1,9,10.88,1024,1260
532,10,2,6,28.74,857,1260
533,5,9,3,37.44,913,1260
534,6,3,1,18.6,407,840
535,4,9,7,15.53,838,1080
536,6,8,5,18.89,549,840
537,3,7,7,18.49,836,1080
538,7,5,1,16.53,907,1260
539,7,5,4,30.27,580,840
540,3,2,10,37.07,996,1260
541,3,1,6,6.98,974,1260
542,2,10,3,16.64,1035,1260
543,8,6,9,32.45,1073,1260
544,1,8,4,30.09,629,1080
545,10,1,10,35.16,851,1260
546,7,2,5,15.28,674,1080
547,6,1,8,16.11,757,1080
548,10,5,2,31.14,827,1080
549,2,3,10,25.93,452,840
550,5,8,6,4.76,906,1260
551,5,9,4,26.69,1027,1260
552,6,9,6,27.41,977,1260
553,7,4,4,12.79,1058,1260
554,1,7,5,12.96,858,1260
555,9,3,8,6.79,787,1080
556,1,4,4,18.26,391,840
557,7,9,6,35.8,716,1080
558,4,6,5,28.98,733,1080
559,10,2,6,22.79,861,1260
560,2,8,2,28.85,396,840
561,2,8,3,25.19,768,1080
562,4,8,5,20.05,377,840
563,7,4,7,30.51,690,1080
564,6,2,7,12.67,752,1080
565,7,3,10,27.34,385,840
566,1,7,3,25.42,942,1260
567,8,10,8,22.42,590,840
568,8,6,5,26.6,733,1080
569,8,10,1,33.75,1014,1260
570,9,8,7,19.54,718,1080
571,4,7,5,16.68,1019,1260
572,5,2,2,8.9,964,1260
573,5,1,2,13.96,561,840
574,1,7,9,29.61,513,840
575,5,6,3,4.75,620,1080
576,4,6,3,22.22,1050,1260
577,6,9,8,35.39,963,1260
578,5,3,8,26.31,943,1260
579,9,6,7,19.25,735,1080
580,2,10,8,4.63,394,840
581,2,5,9,21,1060,1260
582,6,8,9,30.05,1065,1260
583,6,4,8,6.51,931,1260
584,4,9,10,28.93,637,1080
585,4,9,8,10.51,946,1260
586,6,7,3,16.99,564,840
587,7,9,1,36.79,898,1260
588,2,10,2,13.41,903,1260
589,7,1,8,4.8,979,1260
590,10,5,8,12.59,827,1080
591,8,1,2,20.7,781,1080
592,10,3,6,33.18,1052,1260
593,1,3,8,24.72,847,1260
594,5,6,6,15.06,508,840
595,10,8,9,32.18,1022,1260
596,8,7,4,33.98,526,840
597,4,8,2,35.16,924,1260
598,2,6,9,29.7,850,1260
599,3,5,3,20.88,384,840
600,9,8,3,25.77,1004,1260
601,5,6,4,12.08,500,840
602,8,7,3,10.68,929,1260
603,7,10,2,15.31,654,1080
604,10,1,10,22.37,677,1080
605,10,1,2,34.78,735,1080
606,1,9,2,10.44,861,1260
607,10,3,4,18.61,645,1080
608,1,2,10,31.61,654,1080
609,4,3,8,12.46,766,1080
610,6,7,8,34.64,471,840
611,4,5,8,17.58,1017,1260
612,8,2,4,29.91,1040,1260
613,7,1,10,10.05,948,1260
614,3,6,6,27.49,936,1260
615,3,2,8,23.31,763,1080
616,8,5,7,26.01,423,840
617,4,7,3,22.03,841,1260
618,9,5,10,13.2,489,840
619,8,6,3,35.31,428,840
620,5,4,4,21.14,452,840
621,6,7,4,11.64,713,1080
622,6,8,3,4.87,813,1080
623,6,1,9,4.84,598,840
624,6,2,10,16.87,430,840
625,4,3,4,11.96,512,840
626,7,5,7,17.93,764,1080
627,8,6,2,8.9,563,840
628,6,5,8,36.61,792,1080
629,4,2,5,11.62,579,840
630,1,2,6,27.58,549,840
631,9,3,3,21.01,683,1080
632,3,7,5,19.24,651,1080
633,6,5,5,10.18,544,840
634,4,7,2,33.51,759,1080
635,7,5,4,11.65,641,1080
636,8,3,10,30.44,694,1080
637,7,9,1,8.37,449,840
638,6,9,6,30.15,768,1080
639,4,7,10,7.22,972,1260
640,1,9,9,31.68,975,1260
641,3,4,7,9.84,1080,1260
642,9,4,3,26.33,640,1080
643,1,9,7,10.19,661,1080
644,4,9,4,19.51,1080,1260
645,9,7,7,31.69,879,1260
646,5,4,10,4.81,923,1260
647,6,9,8,32.7,917,1260
648,9,3,5,30.19,995,1260
649,6,4,10,16.62,729,1080
650,8,7,2,18.79,472,840
651,9,1,3,7.69,925,1260
652,4,3,2,6.73,1039,1260
653,3,6,8,16.6,535,840
654,8,7,6,29.2,457,840
655,8,3,9,11.23,438,840
656,3,9,1,33.44,516,840
657,4,6,8,26.36,754,1080
658,5,3,7,4.38,576,840
659,10,5,5,34.07,837,1080
660,5,1,2,26.61,394,840
661,8,1,6,13.82,992,1260
662,2,1,8,29.85,948,1260
663,5,3,8,20.58,999,1260
664,4,9,7,32.08,826,1080
665,1,5,10,20.79,736,1080
666,9,2,4,35.77,592,840
667,4,10,7,25.02,408,840
668,4,10,9,35.28,991,1260
669,3,7,6,7.68,868,1260
670,5,3,5,31.45,918,1260
671,8,3,8,28.77,865,1260
672,2,6,10,31.31,575,840
673,4,10,5,36.17,667,1080
674,8,5,8,32.48,776,1080
675,8,2,3,33.8,719,1080
676,9,2,5,8.34,901,1260
677,9,8,3,31.44,648,1080
678,6,8,4,5.39,772,1080
679,3,5,3,22.49,742,1080
680,6,5,9,31.93,592,840
681,10,5,7,23.33,677,1080
682,7,10,8,23.69,841,1260
683,8,9,10,14.98,903,1260
684,10,4,9,17.28,366,840
685,6,10,10,22.57,1051,1260
686,6,2,3,23.99,501,840
687,10,5,8,16.35,377,840
688,2,4,7,5.62,473,840
689,3,5,7,16.53,646,1080
690,8,1,3,26.97,727,1080
691,7,6,6,7.1,851,1260
692,4,2,2,14.67,598,840
693,10,4,1,10.48,451,840
694,9,10,9,5.44,624,1080
695,5,1,9,8.45,1011,1260
696,6,1,9,19.98,381,840
697,10,6,9,23.47,1037,1260
698,3,7,6,12.3,639,1080
699,7,6,6,20.39,980,1260
700,9,6,4,11.54,854,1260
701,3,5,9,15.67,898,1260
702,8,1,2,28,430,840
703,9,1,10,19.61,855,1260
704,3,2,4,8.71,640,1080
705,3,10,9,28.19,402,840
706,8,5,9,31.27,364,840
707,5,1,4,11.47,848,1260
708,4,5,9,7.17,759,1080
709,5,9,1,25.8,564,840
710,2,1,7,24.13,819,1080
711,7,9,5,36.83,563,840
712,1,5,9,23.97,507,840
713,7,9,2,14.1,494,840
714,6,5,8,35.69,372,840
715,9,1,2,4.98,677,1080
716,10,6,10,4.94,640,1080
717,3,1,5,17.65,560,840
718,2,4,8,36.18,918,1260
719,9,4,9,7.87,536,840
720,8,9,7,27.3,632,1080
721,9,4,9,28.39,754,1080
722,5,2,8,11.72,556,840
723,2,5,3,17.32,772,1080
724,7,5,2,12.41,529,840
725,1,7,9,8.87,469,840
726,5,4,7,24.7,1012,1260
727,1,10,8,28.72,767,1080
728,5,3,6,30.9,689,1080
729,1,8,2,26.57,791,1080
730,9,6,3,29.72,722,1080
731,7,5,9,8.45,538,840
732,3,4,4,28.78,531,840
733,1,4,5,11.51,387,840
734,8,2,4,7.29,1045,1260
735,9,6,10,29.76,974,1260
736,2,6,3,13.38,639,1080
737,7,4,9,11.47,723,1080
738,5,3,9,31.05,974,1260
739,2,3,4,23.18,1058,1260
740,5,10,8,6.61,465,840
741,5,8,5,27.27,722,1080
742,3,6,7,16.89,464,840
743,6,8,9,6.18,592,840
744,6,1,2,6.25,969,1260
745,7,4,10,8.63,388,840
746,10,4,5,29.57,373,840
747,9,4,3,16.82,960,1260
748,3,4,4,14.9,607,1080
749,6,8,1,10.69,944,1260
750,5,10,8,11.66,754,1080
751,5,4,2,36.93,448,840
752,3,5,7,9.64,401,840
753,2,3,6,8.18,589,840
754,9,10,2,12.86,693,1080
755,7,4,8,25.91,1021,1260
756,5,8,7,22.3,1001,1260
757,4,1,8,23.77,953,1260
758,1,6,8,32.14,400,840
759,3,4,8,7.91,786,1080
760,5,4,5,24.85,1003,1260
761,9,10,9,34.14,779,1080
762,8,10,9,5.74,1035,1260
763,10,6,10,20.11,446,840
764,8,7,8,20.85,777,1080
765,8,3,6,33.12,854,1260
766,6,4,5,24.09,908,1260
767,2,7,8,15.45,922,1260
768,9,4,7,29.81,568,840
769,6,4,6,31.92,396,840
770,5,4,3,10.89,806,1080
771,10,9,8,7.55,438,840
772,5,2,4,14.38,866,1260
773,8,10,5,29.7,688,1080
774,8,9,10,22.23,395,840
775,5,6,3,9.54,777,1080
776,7,2,1,13.88,767,1080
777,6,9,6,13.48,1073,1260
778,6,8,1,26.67,364,840
779,7,4,8,9.18,859,1260
780,8,7,3,32.54,466,840
781,4,1,3,32.11,715,1080
782,2,4,1,6.99,582,840
783,4,8,8,31.83,763,1080
784,3,7,5,15.32,399,840
785,4,7,7,10.61,852,1260
786,8,6,4,31.37,1004,1260
787,2,10,10,17.68,618,1080
788,10,7,6,26.52,412,840
789,6,5,9,21.83,557,840
790,2,6,5,22.64,1050,1260
791,7,6,2,18.41,549,840
792,10,5,6,35.69,660,1080
793,6,10,4,20.69,689,1080
794,3,9,4,32.59,718,1080
795,6,2,5,7.81,847,1260
796,2,7,8,10.65,846,1260
797,10,4,10,4.09,710,1080
798,3,10,9,16.17,378,840
799,10,6,9,19.65,800,1080
800,3,10,8,18.92,673,1080
801,7,2,8,30.51,741,1080
802,9,1,10,11.22,632,1080
803,2,1,2,14.28,734,1080
804,6,1,3,20.19,900,1260
805,8,10,8,34.77,954,1260
806,3,6,3,33.32,891,1260
807,6,3,1,19.7,663,1080
808,9,7,7,18.95,794,1080
809,1,4,1,17.28,403,840
810,5,2,6,16.16,644,1080
811,9,1,4,4.38,839,1080
812,5,4,2,33.36,530,840
813,6,2,2,33.71,697,1080
814,8,1,7,25.54,900,1260
815,4,10,9,14.37,975,1260
816,2,1,10,27.02,635,1080
817,6,8,1,12.96,537,840
818,7,3,1,12.51,1062,1260
819,6,5,7,9.6,928,1260
820,7,4,4,28.35,769,1080
821,3,10,10,37.7,589,840
822,1,2,1,34.28,685,1080
823,8,5,8,15.21,542,840
824,5,10,6,35.05,398,840
825,10,8,4,16.53,427,840
826,9,5,2,32.4,620,1080
827,1,2,5,21.13,507,840
828,8,10,3,23.94,583,840
829,5,1,9,35.28,476,840
830,2,1,4,34.66,1037,1260
831,2,3,6,4.47,778,1080
832,6,10,1,13.06,990,1260
