k,o_k,d_k,w_k,q_k,e_k,l_k
1016,3,4,9,14.3,788,1080
1036,11,10,8,5.86,984,1260
1043,9,3,4,12.34,720,1080
1053,14,4,3,19.04,569,840
1063,14,4,1,7.15,895,1260
1082,9,8,10,31.8,943,1260
1098,9,1,10,12.52,684,1080
1128,5,1,2,41.53,810,1080
1144,10,9,4,22.26,427,840
1148,2,9,10,4.28,366,840
1151,10,8,10,32.93,822,1080
1159,4,3,4,16.39,681,1080
1165,4,7,8,33.1,948,1260
1175,13,3,8,19.81,885,1260
1182,8,5,4,41.63,376,840
1187,9,8,5,30.46,556,840
1198,11,7,5,22.3,646,1080
1200,3,6,2,34.09,909,1260
1205,10,6,5,9.72,620,1080
1224,13,3,6,14.86,964,1260
1274,15,2,6,10.99,500,840
1281,8,9,1,22.72,562,840
1303,10,4,2,20.57,540,840
1308,3,2,9,14.37,412,840
1322,1,5,5,16.24,577,840
1328,15,3,4,7.6,977,1260
1354,15,6,10,9.72,451,840
1394,2,7,2,40.67,787,1080
1399,1,3,2,37.31,739,1080
1403,12,9,7,40.56,1080,1260
1406,7,3,5,15.92,735,1080
1417,8,2,2,10.43,415,840
1428,2,8,6,21.31,428,840
1429,13,8,6,34.33,557,840
1446,8,3,4,41.34,646,1080
1483,12,8,2,42.06,726,1080
1484,1,3,9,15.28,866,1260
1505,8,9,9,6.96,719,1080
1517,8,2,4,6.77,416,840
1520,10,7,10,32.03,1075,1260
1522,7,9,9,6.59,898,1260
1536,4,8,4,37.29,474,840
1538,6,4,6,4.03,479,840
1541,5,3,1,37.45,572,840
1548,8,6,7,27.81,993,1260
1558,1,7,10,34.7,378,840
1564,15,5,5,11.99,900,1260
1579,5,1,3,35.83,881,1260
1582,8,6,6,31.26,438,840
1589,14,5,10,11.79,441,840
1598,10,3,5,37.93,1015,1260
1616,1,5,3,31.92,619,1080
1623,4,2,7,7.04,948,1260
1641,1,5,6,14.21,913,1260
1647,10,7,9,19.56,1040,1260
1651,9,10,4,20.1,985,1260
1667,4,1,4,17.4,787,1080
1675,11,4,3,6.47,658,1080
1681,15,6,2,15.5,946,1260
1685,8,10,8,12.03,1001,1260
1709,15,9,9,13.38,898,1260
1727,13,7,9,28.07,629,1080
1729,15,3,6,20.58,667,1080
1737,7,8,4,27.79,486,840
1749,6,3,3,23.08,467,840
1750,13,9,10,5.44,648,1080
1752,2,1,4,25.22,778,1080
1755,6,2,7,42.39,717,1080
1756,11,2,1,6.37,778,1080
1757,10,4,6,11.93,633,1080
1762,15,10,2,35.57,862,1260
1765,3,4,1,26.19,720,1080
1767,12,10,9,30.91,436,840
1774,11,10,7,39.58,582,840
1793,10,4,2,33.12,759,1080
1800,1,2,3,35.9,788,1080
1807,8,1,10,15.38,497,840
1811,11,10,9,23.02,646,1080
1813,12,8,4,39.51,976,1260
1814,11,10,3,27.09,1021,1260
1834,4,8,3,29.07,633,1080
1842,1,3,9,15.3,808,1080
1852,2,3,6,42.34,462,840
1870,5,7,10,7.04,857,1260
1874,9,10,7,20.61,920,1260
1894,6,3,1,25.13,776,1080
1898,13,10,8,41.63,891,1260
1902,7,8,8,42.32,815,1080
1924,12,6,7,16.17,1027,1260
1934,7,8,6,23.47,624,1080
1944,15,6,4,34.01,837,1080
1961,2,8,10,34.74,626,1080
1962,8,2,9,14.83,904,1260
1970,11,9,4,28.08,899,1260
1971,8,3,5,6.13,646,1080
1978,4,3,9,19.85,964,1260
2003,12,1,5,4.61,739,1080
2007,4,6,8,21.71,812,1080
2020,9,8,8,30.01,395,840
2032,11,9,3,14.66,800,1080
2043,8,9,7,19.24,717,1080
2046,5,1,5,29.04,477,840
2051,5,3,4,29.15,961,1260
2054,2,4,3,13.94,478,840
2056,5,2,8,7.41,424,840
2058,14,5,7,22.53,1033,1260
2063,8,9,1,25.67,998,1260
2066,1,5,10,14.17,813,1080
2069,9,6,2,22.91,916,1260
2071,12,4,6,30.17,834,1080
2087,10,6,1,17.65,929,1260
2097,3,7,3,17.07,596,840
2101,2,1,6,30.26,763,1080
2111,15,10,1,34.29,880,1260
2116,11,8,4,5.56,1038,1260
2117,15,8,3,28,489,840
2129,2,4,10,19.09,990,1260
2130,14,8,3,36.83,865,1260
2135,6,3,4,16.54,362,840
2146,9,8,7,38.82,441,840
2150,2,8,6,25.65,638,1080
2159,10,6,3,34.6,648,1080
2179,9,6,6,4,531,840
2181,13,7,3,11.27,847,1260
2187,11,8,10,9.06,666,1080
2194,11,2,5,15.38,755,1080
2221,2,8,4,25.06,834,1080
2222,5,4,9,29.17,842,1260
2223,5,3,3,40.37,670,1080
2224,4,5,2,39.65,563,840
2229,13,3,8,38.08,624,1080
2246,2,10,9,38.92,768,1080
2253,8,5,2,30.1,767,1080
2258,2,7,2,31.64,541,840
2259,5,6,6,14.48,597,840
2271,2,8,3,5.63,572,840
2316,13,10,6,18.88,717,1080
2357,15,7,8,35.82,943,1260
2370,10,5,4,40.93,539,840
2371,4,10,9,27,874,1260
2373,6,7,10,28.53,596,840
2385,11,9,10,40.8,995,1260
2398,12,8,6,4.36,415,840
2417,8,6,3,22.9,476,840
2427,15,1,5,17.09,695,1080
2447,2,6,7,35.81,753,1080
2482,2,1,4,15.7,736,1080
2486,6,7,1,39.41,671,1080
2497,6,10,7,28.61,428,840
2508,10,5,8,32.08,432,840
2531,2,4,3,19.28,1007,1260
2537,13,7,2,15.02,989,1260
2566,11,2,4,4.62,778,1080
2567,6,1,7,12.33,843,1260
2568,12,8,2,4.18,1032,1260
2573,8,7,2,37.06,659,1080
2612,11,9,10,6.34,852,1260
2635,5,3,8,5.63,908,1260
2644,6,4,5,23.01,612,1080
2660,15,8,7,7.32,870,1260
2673,8,1,3,6.01,581,840
2691,1,3,3,20.6,539,840
2695,3,7,2,37.9,748,1080
2696,5,2,5,10.93,964,1260
2697,14,6,7,27.77,485,840
2711,13,6,2,38.74,751,1080
2718,3,5,7,41.83,495,840
2728,7,9,6,12.5,788,1080
2733,12,10,8,9.16,967,1260
2759,6,9,10,30.38,576,840
2803,14,10,7,10.29,596,840
2828,10,2,3,28.35,700,1080
2831,1,3,6,38.43,990,1260
2842,2,10,1,6.04,814,1080
2848,4,10,6,29.5,488,840
2850,3,9,3,34.3,551,840
2861,14,8,2,12.53,867,1260
2862,7,1,5,40.8,812,1080
2885,12,3,5,5.89,996,1260
2889,9,5,3,15.75,972,1260
2900,4,1,3,22.47,962,1260
2921,2,1,4,41.45,754,1080
2925,10,8,5,4.68,930,1260
2942,14,4,2,13.13,987,1260
2952,7,8,5,41.11,960,1260
2961,4,10,1,16.96,705,1080
2964,13,6,1,38.55,964,1260
2997,9,7,9,29.92,726,1080
3000,6,8,3,31.42,361,840
3003,2,9,1,15.76,847,1260
3013,6,4,2,4.58,461,840
3018,6,7,1,39.6,490,840
3019,10,9,6,7.38,848,1260
3023,14,3,6,28.45,566,840
3026,7,3,6,37.44,406,840
3029,8,5,2,31.75,989,1260
3036,12,9,9,33.2,926,1260
3040,10,2,5,4.29,1067,1260
3044,4,3,5,28.01,475,840
3063,6,4,10,10.18,600,1080
3067,14,8,8,23.77,776,1080
3071,9,5,3,5.45,506,840
3073,4,2,2,16.5,400,840
3076,8,9,4,29.83,420,840
3097,15,6,3,17.26,377,840
3100,3,5,8,19.95,368,840
3101,15,4,6,33.37,449,840
3102,7,4,4,38.87,974,1260
3104,5,1,1,17.13,934,1260
3109,6,1,5,9.62,571,840
3119,4,10,4,37.58,478,840
3137,15,4,9,7.87,1015,1260
3167,3,1,5,7.72,803,1080
3173,13,10,10,42.47,888,1260
3184,13,5,7,10.12,914,1260
3191,10,1,1,16.58,483,840
3193,3,9,7,29.94,366,840
3197,15,6,6,23.06,367,840
3201,12,4,7,17.85,719,1080
3202,6,4,3,17.78,864,1260
3213,4,2,1,29.37,909,1260
3230,7,4,9,34.99,520,840
3233,4,7,5,31.9,384,840
3238,10,6,7,17.64,747,1080
3240,2,9,6,19.61,915,1260
3246,1,7,9,8.35,576,840
3251,3,7,10,6.82,616,1080
3258,15,2,4,32.31,634,1080
3265,10,4,6,9.09,675,1080
3272,10,5,5,21.01,630,1080
3288,4,8,5,38.09,521,840
3289,13,10,9,9.03,478,840
3292,3,1,2,15.2,706,1080
3315,1,7,4,13.78,768,1080
3331,15,8,4,37.46,423,840
3332,4,3,10,17.12,473,840
3354,12,1,9,11.35,1025,1260
3360,14,3,7,13.93,497,840
3369,3,7,2,39.82,433,840
3372,4,9,3,6.13,812,1080
3376,15,9,7,41.9,729,1080
3378,5,8,9,23.29,368,840
3397,15,9,9,11.67,705,1080
3401,14,9,2,16.54,846,1260
3403,10,5,2,18.28,674,1080
3413,15,7,4,19.08,410,840
3457,2,7,6,18.89,972,1260
3460,8,5,1,23.19,841,1260
3466,5,2,6,31.31,1024,1260
3521,12,9,7,34.25,976,1260
3538,12,4,2,30.35,1028,1260
3557,5,4,6,22.63,641,1080
3563,4,9,8,5.6,489,840
3572,5,8,1,14.9,988,1260
3573,10,3,5,15.56,374,840
3582,9,1,8,21.35,882,1260
3583,2,4,5,16.55,436,840
3585,6,8,8,22.2,889,1260
3615,10,4,1,30.93,796,1080
3618,3,9,1,30.97,875,1260
3626,10,7,1,20.22,538,840
3628,15,8,7,24.64,600,1080
3640,12,5,5,26.05,537,840
3646,7,6,1,28.31,527,840
3651,1,10,9,15.83,857,1260
3662,5,6,9,40.3,1062,1260
3672,14,10,6,39.91,484,840
3676,14,2,6,4.91,379,840
3683,11,3,1,11.49,467,840
3686,3,9,10,32.01,853,1260
3695,13,6,2,38.76,862,1260
3715,14,10,3,29.54,470,840
3720,8,6,1,9.74,758,1080
3723,7,9,3,39.12,751,1080
3735,11,7,1,41.83,796,1080
3741,2,4,5,8.71,513,840
3746,6,3,9,37.83,1069,1260
3757,8,1,1,11.07,666,1080
3759,15,3,4,30.43,742,1080
3766,10,8,1,25.86,649,1080
3769,3,1,9,30.84,632,1080
3794,15,3,8,22.69,450,840
3795,6,3,1,11.53,788,1080
3799,7,4,1,36.21,868,1260
3800,7,2,9,26.51,646,1080
3821,14,9,2,26.97,539,840
3825,1,10,7,38.22,636,1080
3826,11,9,5,33.32,1049,1260
3827,5,6,3,34.68,686,1080
3838,8,2,9,9.34,397,840
3844,1,8,9,38.57,772,1080
3851,3,5,3,40.17,764,1080
3859,10,3,6,37.47,510,840
3866,10,8,4,20.7,432,840
3876,10,4,8,28.33,429,840
3877,1,6,10,30.77,372,840
3879,12,7,8,32.96,446,840
3897,1,5,1,34.14,775,1080
3908,14,2,2,33.42,569,840
3916,10,5,3,23.9,946,1260
3922,7,3,6,40.64,992,1260
3925,13,1,10,14.74,887,1260
3927,8,6,6,36.17,679,1080
3928,10,5,4,5.29,911,1260
3929,12,8,7,32.09,1049,1260
3953,14,1,3,25.57,515,840
4001,15,5,5,31.1,374,840
4009,3,1,4,28.62,878,1260
4013,8,9,2,8.47,1023,1260
4019,8,2,10,40.78,799,1080
4022,15,5,1,34.29,462,840
4027,5,7,7,21.94,730,1080
4031,1,6,8,29.68,1009,1260
4036,14,10,1,41.85,917,1260
4049,12,1,8,16.26,1054,1260
4051,15,5,9,10.42,816,1080
4068,14,2,6,23.73,992,1260
4069,5,9,10,33.62,1060,1260
4093,5,1,3,41.92,487,840
4104,5,1,8,6.6,569,840
4118,2,1,7,14.22,552,840
4128,6,1,6,40.33,416,840
4155,2,3,8,10.01,1001,1260
4175,12,2,2,5.49,628,1080
4190,14,3,10,18.93,441,840
4193,9,7,4,29.2,719,1080
4206,3,1,5,22.59,457,840
4208,7,4,6,7.62,1047,1260
4219,5,2,8,24.23,499,840
4223,8,10,1,27.66,878,1260
4235,13,4,6,28.21,668,1080
4253,10,1,9,27.51,538,840
4261,7,3,7,28.78,506,840
4298,13,8,6,40.73,715,1080
4301,2,3,8,12.04,515,840
4315,13,3,3,5.43,778,1080
4324,5,3,6,32.84,668,1080
4336,4,8,9,31.56,370,840
4346,4,6,5,14.99,634,1080
4354,11,2,10,29.34,502,840
4357,12,2,7,21.79,1001,1260
4358,12,10,4,6.35,858,1260
4364,8,7,1,29.21,1019,1260
4373,12,5,6,22.47,917,1260
4385,1,3,2,39.85,444,840
4392,6,1,3,4.37,776,1080
4396,7,6,9,35.15,781,1080
4411,11,9,9,22.62,1071,1260
4413,5,1,4,12.85,580,840
4430,12,5,5,41.47,649,1080
4459,11,10,9,6.48,804,1080
4461,6,2,4,40.15,1063,1260
4479,1,6,10,8.29,697,1080
4500,6,1,4,7.66,926,1260
4502,15,3,7,9,926,1260
4524,11,3,7,15.32,506,840
4526,4,7,8,31.12,961,1260
4537,6,3,8,32.63,665,1080
4570,15,4,7,5.28,660,1080
4574,5,1,2,19.46,467,840
4591,14,5,7,31.23,402,840
4608,7,3,4,25.39,711,1080
4611,1,10,10,39.65,772,1080
4626,9,3,3,16.96,911,1260
4640,8,1,4,29.21,492,840
4654,11,5,4,5.89,941,1260
4672,7,6,8,35.29,1021,1260
4681,15,2,9,22.04,638,1080
4693,8,9,1,17.51,644,1080
4696,12,1,7,17.44,808,1080
4708,14,6,3,6.15,501,840
4716,1,10,10,31.69,962,1260
4725,14,6,1,30.86,1030,1260
4728,14,7,5,17.66,482,840
4732,11,1,2,39.23,568,840
4734,2,9,10,16.83,599,840
4739,11,9,7,23.97,841,1260
4751,2,4,4,34.84,789,1080
4753,4,3,6,8.91,622,1080
4756,6,1,4,40.5,747,1080
4757,5,8,7,16.01,406,840
4793,7,5,10,35,756,1080
4797,3,8,8,16.25,876,1260
4800,12,5,9,29.12,676,1080
4805,11,10,7,12.5,805,1080
4829,10,3,3,28.29,541,840
4832,7,8,3,19.95,661,1080
4835,15,10,8,27.75,1018,1260
4838,9,6,4,41.06,561,840
4848,10,5,2,25.38,878,1260
4850,8,6,5,20.78,1066,1260
4856,12,9,7,8.45,917,1260
4857,13,8,2,28.04,434,840
4880,11,1,6,7.7,726,1080
4882,14,2,6,11.06,392,840
4894,13,8,1,8.27,447,840
4897,6,3,8,7.32,740,1080
4918,6,2,8,9.9,630,1080
4938,8,7,9,39.91,685,1080
4957,8,10,2,41.42,894,1260
4958,11,4,2,33.41,940,1260
4965,5,3,5,42.44,779,1080
4971,14,10,1,29.24,719,1080
4980,6,8,5,16.38,520,840
4988,14,8,9,11.46,398,840
5004,7,2,8,21.17,1003,1260
5005,8,10,8,33.76,446,840
5019,7,5,4,24.9,1027,1260
5031,2,6,6,7.36,414,840
5037,9,10,4,39.45,588,840
5045,8,7,3,13.64,664,1080
5056,10,1,1,17.75,573,840
5065,2,5,7,21.58,582,840
5075,7,5,2,37.19,535,840
5099,15,10,7,29.44,980,1260
5120,3,4,9,21.98,997,1260
5123,9,4,10,16.35,582,840
5138,9,8,1,32.4,391,840
5146,13,6,5,29.47,808,1080
5149,2,4,1,17.79,1059,1260
5151,6,5,7,23.98,1037,1260
5153,3,4,9,17.07,881,1260
5159,7,1,4,27,599,840
5164,12,10,4,33.68,695,1080
5165,14,7,10,12.85,856,1260
5172,12,6,2,19.48,896,1260
5188,6,3,4,26.82,415,840
5203,11,5,3,12.06,760,1080
5208,15,6,7,14.97,1023,1260
5220,5,8,4,19.13,711,1080
5247,12,9,7,36.6,1012,1260
5251,12,7,9,22.92,500,840
5253,14,6,2,11.97,832,1080
5259,2,7,8,38.93,760,1080
5269,7,3,2,13.14,523,840
5280,1,9,1,29.83,364,840
5283,15,5,1,26.93,405,840
5286,9,1,6,20.28,699,1080
5301,14,2,1,14.73,857,1260
5302,4,5,3,23.83,426,840
5344,13,5,5,33.26,629,1080
5346,5,7,2,35.67,433,840
5347,10,2,8,40.29,646,1080
5367,12,6,3,5.57,441,840
5368,1,9,8,31.28,626,1080
5385,15,2,5,5.13,504,840
5399,11,4,4,14.45,800,1080
5417,2,10,2,13.26,925,1260
5426,15,8,10,22.2,921,1260
5432,10,2,5,9.11,854,1260
5435,14,8,3,39.41,487,840
5445,13,6,5,35.69,1032,1260
5451,2,1,1,4.86,754,1080
5453,15,4,1,40.62,952,1260
5486,1,8,7,28.43,398,840
5506,13,2,4,28.04,947,1260
5512,1,5,8,10.72,708,1080
5541,1,5,2,33.9,641,1080
5548,9,5,4,31.76,402,840
5556,6,8,8,5.63,419,840
5574,10,9,10,19.81,760,1080
5577,12,8,2,15.13,785,1080
5593,6,10,8,8.67,562,840
5607,11,7,9,8.76,909,1260
5609,14,3,5,28.92,376,840
5616,5,6,7,34.96,536,840
5633,15,4,5,10.79,787,1080
5634,13,10,1,29.76,811,1080
5644,11,10,1,35.8,510,840
5667,6,2,6,14.81,825,1080
5670,7,6,3,15.88,959,1260
5683,8,9,3,37.99,749,1080
5702,9,3,8,37.05,385,840
5706,9,6,7,20.55,763,1080
5714,10,5,2,19.71,566,840
5718,12,9,2,6.74,521,840
5721,8,1,8,28.72,705,1080
5737,2,5,3,30.66,821,1080
5742,7,3,1,35.49,387,840
5747,5,1,8,14.14,770,1080
5762,10,3,1,21.43,895,1260
5767,15,8,1,6.54,773,1080
5772,8,6,9,38.78,373,840
5781,14,10,10,30.21,801,1080
5789,9,6,8,34.87,894,1260
5790,11,2,9,26.88,771,1080
5792,1,7,5,40.2,625,1080
5801,10,6,3,17.38,383,840
5802,15,6,9,4.65,942,1260
5813,10,8,5,23.34,458,840
5821,6,3,1,37.3,968,1260
5828,7,2,5,30.9,861,1260
5829,1,9,7,11.07,382,840
5832,5,4,8,32.09,799,1080
5836,10,4,6,16.05,743,1080
5841,14,5,2,13.75,681,1080
5842,9,7,10,24.71,689,1080
5847,4,7,5,24.21,958,1260
5862,2,10,9,18.27,428,840
5880,1,3,4,36.48,983,1260
5914,11,1,3,27.68,720,1080
5927,1,4,7,7.13,994,1260
5958,6,10,8,39.51,886,1260
5967,11,2,2,16.5,491,840
5989,7,10,1,38.6,720,1080
5993,10,8,5,29.27,677,1080
6007,1,5,1,35.66,1038,1260
6008,9,10,1,36.73,785,1080
6025,11,10,5,8.27,566,840
6053,7,2,4,7.18,1006,1260
6072,5,10,1,24.49,1044,1260
6074,1,4,4,8.21,766,1080
6076,1,2,10,13.47,1001,1260
6087,13,8,7,41.22,484,840
6094,15,8,5,39.31,523,840
6098,11,1,3,10.58,380,840
6115,11,10,1,41.63,616,1080
6133,4,1,9,15.77,996,1260
6153,9,5,1,10.8,620,1080
6156,6,9,4,12.65,925,1260
6161,6,2,4,31.53,800,1080
6163,11,5,9,27.32,923,1260
6191,2,6,1,28.05,886,1260
6199,7,5,1,41.05,865,1260
6204,9,1,4,32.76,776,1080
6205,12,3,4,21.09,762,1080
6206,9,6,5,7.76,912,1260
6207,13,8,6,4.64,617,1080
6210,15,6,8,11.98,995,1260
6214,6,3,8,15.11,765,1080
6215,3,1,5,30.72,1065,1260
6218,15,4,2,4.92,642,1080
6219,13,1,8,24.5,366,840
6221,3,8,4,8.71,595,840
6223,6,4,1,31.01,989,1260
6242,10,1,10,15.6,521,840
6246,8,5,6,7.82,1002,1260
6250,2,10,3,16.72,439,840
6261,3,4,5,19.61,709,1080
6281,2,6,7,10.66,832,1080
6291,1,6,6,31.25,370,840
6298,15,8,9,11.32,552,840
6329,11,7,10,18.56,490,840
6342,9,6,4,27.15,974,1260
6353,2,7,4,28.15,512,840
6355,5,10,7,15.82,1026,1260
6362,14,5,7,24.02,535,840
6370,11,9,10,10.96,746,1080
6384,11,9,10,6.14,617,1080
6409,7,6,2,9.85,1020,1260
6411,14,10,8,16.33,570,840
6412,10,6,3,36.28,541,840
6420,10,3,3,40.98,887,1260
6435,12,8,5,9.44,496,840
6457,9,6,10,13.45,1018,1260
6465,12,5,6,28.25,503,840
6477,7,8,1,5.52,526,840
6479,12,9,9,5.71,689,1080
6482,6,5,9,42.13,530,840
6483,10,8,3,14.77,891,1260
6487,5,3,9,27.05,638,1080
6495,7,3,10,29.02,949,1260
6505,3,9,10,23.98,394,840
6510,8,5,2,10.7,1001,1260
6513,6,5,3,23.89,1027,1260
6518,2,5,4,30.81,546,840
6535,6,7,3,40.87,917,1260
6541,12,10,7,23.57,439,840
6564,7,9,1,30.22,497,840
6569,11,5,4,24.62,520,840
6589,5,1,5,40.86,426,840
6599,12,8,6,18.2,446,840
6601,10,6,1,25.74,494,840
6606,15,10,10,14.53,824,1080
6610,14,3,10,33.92,701,1080
6626,8,2,4,38.51,1024,1260
6640,8,4,3,9.72,458,840
6642,3,7,3,41.17,1003,1260
6647,6,3,7,30.5,407,840
6657,14,3,6,37.83,775,1080
6674,10,1,3,8.26,830,1080
6703,8,7,3,35.33,602,1080
6719,7,10,1,9.62,937,1260
6741,4,2,2,12.55,482,840
6822,3,9,5,5.19,891,1260
6831,7,3,1,8.82,742,1080
6842,4,7,5,14.6,899,1260
6844,11,4,6,19.09,989,1260
6852,13,2,3,18.93,846,1260
6853,5,4,9,35.83,397,840
6856,12,7,2,22.77,561,840
6860,6,7,8,4.86,417,840
6873,3,5,2,12,1040,1260
6899,8,5,3,40.68,412,840
6905,9,5,2,16.14,911,1260
6906,4,10,9,23.26,975,1260
6912,11,3,10,28.99,522,840
6935,12,1,7,14.13,1041,1260
6947,9,3,3,8.71,478,840
6949,12,10,4,26.82,981,1260
6967,2,5,7,8.53,758,1080
7005,12,10,10,37.13,959,1260
7042,7,4,4,10.77,744,1080
7059,9,10,10,41.8,362,840
7069,14,3,8,18.37,951,1260
7074,11,10,4,26.94,725,1080
7075,5,4,9,11.24,615,1080
7085,7,2,4,26.29,1030,1260
7088,14,6,4,16.92,655,1080
7113,2,3,8,21.87,825,1080
7122,6,9,3,14.32,933,1260
7132,7,3,9,40.79,522,840
7171,7,9,5,26.11,588,840
7176,14,10,9,6.48,1038,1260
7229,10,7,9,37.54,714,1080
7234,6,9,9,15.06,472,840
7239,6,9,8,13.6,990,1260
7249,1,2,7,8.48,973,1260
7265,1,2,6,33.33,999,1260
7284,8,10,6,11.51,895,1260
7288,7,6,5,27.76,417,840
7291,5,1,1,35.94,455,840
7294,3,1,4,33.17,862,1260
7299,14,3,5,13.75,749,1080
7300,10,3,1,21.33,781,1080
7312,8,1,5,20.12,1059,1260
7324,9,4,8,21.3,733,1080
7332,12,2,7,6.42,500,840
7347,11,7,5,40.28,584,840
7350,14,9,4,6.56,962,1260
7355,14,4,9,25.53,631,1080
7368,14,10,9,12.03,1024,1260
7407,14,1,8,13,907,1260
7411,8,2,4,9.89,610,1080
7446,5,2,4,10.72,736,1080
7455,15,10,1,10.58,470,840
7456,8,4,1,41.83,575,840
7457,10,3,2,31.14,932,1260
7462,8,5,2,30.56,881,1260
7491,10,4,3,33.5,687,1080
7493,12,9,4,13.69,627,1080
7495,12,6,4,38.93,764,1080
7503,4,6,4,10.61,364,840
7508,5,3,4,4.93,390,840
7509,13,3,10,23.06,365,840
7523,2,4,4,23.2,573,840
7526,6,1,7,21.82,759,1080
7528,11,4,1,30.17,1015,1260
7534,9,10,10,28.29,556,840
7542,5,4,8,39.06,438,840
7544,15,5,5,31.21,890,1260
7554,5,4,5,37.12,759,1080
7561,12,8,6,26.22,625,1080
7564,13,7,8,33.13,1046,1260
7565,13,4,3,26.82,967,1260
7575,3,2,1,22.31,948,1260
7581,15,9,1,16,428,840
7610,6,9,7,31.31,511,840
7613,15,5,6,14.22,860,1260
7625,3,7,6,32.07,544,840
7636,14,7,8,5.8,743,1080
7638,14,2,1,32.27,788,1080
7641,6,1,5,39.59,988,1260
7645,5,6,3,4.98,764,1080
7653,2,5,7,12.5,734,1080
7665,7,8,10,7.6,411,840
7681,11,4,5,10.14,611,1080
7701,7,5,3,42.41,960,1260
7711,13,4,7,36.4,1065,1260
7715,12,4,2,12.1,621,1080
7718,14,1,6,4.97,484,840
7729,10,1,6,41.1,539,840
7737,13,3,3,21.19,714,1080
7743,13,6,7,15.14,386,840
7750,5,2,10,28.65,1073,1260
7752,10,4,4,15.1,523,840
7755,6,7,6,12.37,853,1260
7774,11,8,9,41.8,757,1080
7777,15,3,1,10.32,708,1080
7780,3,7,6,16.34,1072,1260
7784,7,10,1,6.88,478,840
7787,6,10,6,35.32,736,1080
7806,15,10,2,34.87,547,840
7807,7,3,1,22.53,433,840
7812,9,8,2,36.54,400,840
7813,7,10,4,30.54,953,1260
7816,15,2,8,42.18,698,1080
7834,2,10,10,36.41,649,1080
7838,11,1,10,11.11,457,840
