k,o_k,d_k,w_k,q_k,e_k,l_k
8843,1,3,2,18.31,1024,1260
8859,9,2,7,23.19,666,1080
8903,8,5,9,33.46,927,1260
8960,7,1,8,17.14,481,840
9000,3,9,9,18.2,1031,1260
9023,5,1,5,36.29,1066,1260
9061,4,3,1,32.37,512,840
9084,10,3,9,4.06,1015,1260
9163,3,5,7,36.44,919,1260
9193,3,9,2,28.82,362,840
9440,3,9,6,36.5,765,1080
9454,3,5,1,36.16,762,1080
9462,8,4,2,11.86,363,840
9570,10,2,3,9.31,1014,1260
9597,10,9,1,25.65,579,840
9625,8,4,2,8.51,757,1080
9667,7,8,10,36.84,995,1260
9677,8,9,1,37.58,1000,1260
9701,7,4,1,5.2,459,840
9715,3,6,6,30.03,989,1260
9716,3,2,4,22.33,989,1260
9731,10,8,7,18.21,548,840
9772,6,8,8,30.91,699,1080
9896,10,6,2,28.47,484,840
9903,8,7,10,28.93,898,1260
9964,5,3,7,7.28,690,1080
9992,7,5,9,23.24,816,1080
9993,7,6,7,7.87,361,840
