k,o_k,d_k,w_k,q_k,e_k,l_k
2922,16,4,4,13.6,473,840
2941,16,15,1,7.1,697,1080
2943,19,10,9,22.5,771,1080
2953,7,2,10,4.9,692,1080
2975,13,10,5,18.9,647,1080
2980,1,18,4,3.4,483,840
3001,1,14,6,3.5,1077,1260
3018,13,3,1,6.7,490,840
3081,2,10,1,15.9,1061,1260
3095,14,12,7,25.9,617,1080
3136,6,10,4,13.5,975,1260
3160,13,1,1,3.1,1008,1260
3169,1,16,7,8.3,782,1080
3170,6,20,3,12.4,939,1260
3171,20,7,9,10.5,606,1080
3205,16,20,2,16.2,479,840
3237,1,10,3,23.9,525,840
3288,17,12,5,21.4,521,840
3293,9,16,8,9.1,744,1080
3351,10,11,3,9,492,840
3365,17,8,4,7.9,920,1260
3372,6,15,3,1.8,812,1080
3394,19,6,6,11.7,645,1080
3413,14,6,4,20.5,410,840
3416,8,4,5,11.7,963,1260
3418,7,6,7,20.6,1057,1260
3436,15,2,1,13.1,514,840
3442,16,4,4,18.9,1060,1260
3453,4,3,4,2.4,639,1080
3456,14,10,9,10.8,501,840
3470,2,17,5,25,978,1260
3483,20,13,1,15.9,502,840
3492,10,9,10,23.1,383,840
3497,7,10,8,10,639,1080
3499,20,14,6,10.7,552,840
3506,6,17,9,4.2,962,1260
3528,17,15,5,8.4,1038,1260
3547,18,13,5,23,837,1080
3552,20,5,5,2,544,840
3562,14,1,2,6.2,698,1080
3564,11,19,4,25.2,374,840
3581,2,20,8,1.1,951,1260
3631,8,14,10,24.2,1011,1260
3749,16,6,6,14.8,1066,1260
3754,13,12,1,6.4,825,1080
3784,10,9,1,6.5,422,840
3785,11,3,8,3.5,1049,1260
3820,9,1,2,8,1066,1260
3824,11,16,6,12.4,940,1260
3836,14,17,2,22.1,849,1260
3852,14,9,7,11.6,549,840
3857,3,2,4,8.3,478,840
3867,6,20,4,5.9,961,1260
3896,6,14,1,22.6,695,1080
3907,9,15,7,20.1,373,840
3909,5,1,4,5.5,372,840
3940,15,10,4,15.7,888,1260
3961,12,9,10,21.9,725,1080
3972,5,19,5,17.2,628,1080
3987,12,10,10,16.7,1064,1260
4012,18,3,8,15.8,752,1080
4017,13,14,9,3.3,826,1080
4019,6,17,10,7.9,799,1080
4030,10,7,4,1.7,888,1260
4034,15,20,3,8.1,1016,1260
4050,12,11,6,13.1,891,1260
4061,7,16,7,22.4,724,1080
4075,19,10,9,18.5,1043,1260
4086,11,16,4,15.7,379,840
4087,12,19,7,9.7,687,1080
4096,7,5,2,22,702,1080
4110,6,10,4,5.1,999,1260
4116,20,14,6,10.7,758,1080
4166,6,3,9,7.5,585,840
4183,13,17,1,14.2,1068,1260
4202,20,10,4,9.4,818,1080
4219,18,6,8,25.7,499,840
4266,6,2,2,24.8,633,1080
4270,20,18,9,23.7,761,1080
4315,2,9,3,18.5,778,1080
4325,5,8,4,16.8,719,1080
4359,4,14,4,25.6,676,1080
4368,6,18,6,16.7,980,1260
4389,18,9,2,10.3,516,840
4404,12,6,9,4,503,840
4410,4,16,7,25.5,830,1080
4446,10,16,2,23.9,741,1080
4450,1,2,5,20.1,956,1260
4467,18,5,8,24.3,719,1080
4544,10,19,10,14.8,665,1080
4631,7,1,5,14.4,752,1080
4651,13,18,10,8.6,868,1260
4658,15,11,9,13.6,1031,1260
4669,14,15,10,2.1,980,1260
4694,8,11,1,22.6,890,1260
4697,20,17,8,10.4,594,840
4732,19,15,2,13,568,840
4744,4,15,9,2,369,840
4764,1,5,3,5.5,888,1260
4798,8,7,1,6.8,881,1260
4803,1,18,9,24.6,662,1080
4815,2,17,5,24.4,828,1080
4821,14,10,5,4.3,447,840
4883,6,4,5,21.7,1017,1260
4909,14,9,6,3.9,604,1080
4939,3,18,10,22.5,487,840
4949,1,16,2,16.3,964,1260
4950,10,16,8,8.3,756,1080
4963,10,19,2,4.9,970,1260
4964,10,13,7,6.9,697,1080
5021,19,12,4,3.6,379,840
5038,19,18,5,22.8,673,1080
5057,19,9,9,2.6,650,1080
5060,18,11,10,8.4,547,840
5064,11,3,8,14.6,429,840
5074,15,9,6,16.5,801,1080
5111,9,13,9,6.4,963,1260
5115,17,20,6,7.6,925,1260
5133,11,2,3,23.6,815,1080
5139,6,1,4,24.4,959,1260
5153,16,3,9,12.7,881,1260
5196,11,18,4,23.7,1010,1260
5221,7,11,9,10.8,1058,1260
5225,16,7,7,17.1,660,1080
5243,7,16,10,20.3,417,840
5244,3,2,9,11.2,655,1080
5254,9,14,10,8.5,791,1080
5259,18,16,8,22,760,1080
5264,19,12,10,19.9,961,1260
5298,1,14,3,9.1,785,1080
5314,20,14,5,5.5,657,1080
5462,7,13,4,12.1,1012,1260
5482,18,5,8,15.6,807,1080
5511,7,13,4,9.6,795,1080
5537,14,12,3,16.6,564,840
5607,16,4,9,22.2,909,1260
5621,18,5,2,21.4,486,840
5636,16,12,1,19.4,1021,1260
5669,16,10,5,19.4,879,1260
5672,16,19,4,12.4,818,1080
5675,9,8,1,24.4,889,1260
5681,12,17,3,5,766,1080
5695,11,14,5,12.2,680,1080
5726,16,6,3,2.8,833,1080
5727,7,19,8,1.7,708,1080
5742,6,15,1,11.4,387,840
5752,12,16,5,15.1,398,840
5759,9,2,4,2.5,375,840
5782,20,12,3,13.7,985,1260
5787,4,14,3,12,1023,1260
5800,11,1,2,14.3,817,1080
5863,5,17,2,18.3,987,1260
5873,1,11,9,8,675,1080
5920,5,2,7,21.9,707,1080
5927,10,7,7,13.9,994,1260
5933,4,9,6,25.2,1066,1260
5937,2,15,8,23.1,883,1260
5950,11,6,7,7.7,1025,1260
5951,3,2,3,12.7,999,1260
5954,7,18,4,1.8,898,1260
5961,7,19,9,25.3,462,840
5994,5,7,1,14.3,613,1080
5998,9,2,6,4.2,1002,1260
5999,6,19,8,4.8,984,1260
6054,12,13,2,13.7,1066,1260
6061,11,9,5,8.7,591,840
6074,18,19,4,2.6,766,1080
6085,15,12,1,19,635,1080
6101,11,4,5,2,1067,1260
6114,11,6,6,14.5,722,1080
6116,13,20,5,23.9,764,1080
6215,14,4,5,11.8,1065,1260
6221,12,15,4,7.6,595,840
6238,6,19,4,10.6,1014,1260
6257,4,18,7,21.8,1023,1260
6316,5,12,4,17.7,736,1080
6340,17,3,7,16,921,1260
6344,5,15,2,24.3,977,1260
6349,15,4,5,18.8,417,840
6385,17,13,9,5.4,670,1080
6400,7,4,1,4.7,707,1080
6418,10,13,10,22,375,840
6421,6,20,7,17.4,953,1260
6430,16,18,8,23.4,1066,1260
6432,4,1,6,15.7,574,840
6459,13,19,7,3.7,1044,1260
6462,4,1,5,6.1,531,840
6493,8,5,3,8.5,366,840
6503,17,1,3,1.7,373,840
6516,10,20,7,5.8,1027,1260
6553,7,6,5,15.3,442,840
6576,15,3,10,20.6,876,1260
6594,8,9,8,2.3,758,1080
6652,7,6,5,24,739,1080
6655,7,11,1,7.4,921,1260
6664,6,18,4,20.8,671,1080
6687,12,11,5,4.7,693,1080
6693,2,3,9,22.2,621,1080
6726,15,20,2,22.8,731,1080
6729,7,8,4,4.6,380,840
6763,6,20,1,5.4,1053,1260
6767,13,5,3,12.1,900,1260
6786,11,19,8,13.8,1009,1260
6815,9,1,9,21.4,833,1080
6899,13,1,3,25.4,412,840
6931,11,7,7,20.3,939,1260
6939,9,12,1,13.4,452,840
6940,3,17,2,1.6,360,840
6951,9,12,6,21.8,426,840
6987,2,13,7,6.9,404,840
6997,8,17,10,15.2,376,840
7010,12,4,1,24.7,398,840
7040,12,2,1,5.4,958,1260
7053,12,20,9,2.6,636,1080
7055,4,6,8,14,499,840
7058,6,3,2,14.8,850,1260
7066,7,13,5,14.3,781,1080
7107,17,4,10,23.5,694,1080
7139,8,7,4,7.1,420,840
7155,8,9,8,23.4,925,1260
7161,14,3,4,23.6,366,840
7191,18,1,9,2.1,607,1080
7207,20,4,6,3.8,826,1080
7211,5,14,6,22.1,687,1080
7221,5,20,9,1.9,502,840
7224,18,7,6,14.1,372,840
7254,9,19,7,23.3,654,1080
7258,8,14,6,6.2,1048,1260
7266,18,6,8,16.8,853,1260
7289,18,10,6,13.1,570,840
7294,20,1,4,9.8,862,1260
7296,1,11,5,20.3,897,1260
7319,10,6,3,9,653,1080
7343,5,13,7,5,1054,1260
7361,18,13,3,19.4,929,1260
7389,11,10,7,23.2,469,840
7390,20,4,10,8.6,687,1080
7397,10,11,6,12.5,369,840
7430,10,8,1,1.5,524,840
7438,18,12,2,20.3,555,840
7509,7,20,10,2.7,365,840
7512,4,10,10,3.2,593,840
7542,9,8,8,26,438,840
7554,12,18,5,13.7,759,1080
7555,6,1,8,14.7,1059,1260
7563,19,20,5,26,752,1080
7576,9,17,6,9.2,598,840
7577,20,8,7,15.6,980,1260
7584,20,16,2,21.5,908,1260
7593,15,6,10,15.2,854,1260
7615,6,10,6,17.6,972,1260
7639,9,15,8,8.6,691,1080
7645,5,20,3,4,764,1080
7648,14,2,1,16.2,549,840
7658,12,5,9,16.1,604,1080
7661,9,1,4,20.4,1030,1260
7665,17,5,10,12.6,411,840
7668,8,20,9,19.8,546,840
7692,2,20,9,8.3,960,1260
7699,13,1,3,17,957,1260
7721,4,12,3,1.9,411,840
7722,17,15,9,13.1,575,840
7782,3,11,9,5,819,1080
7790,2,7,7,6.1,439,840
7854,3,12,4,12.7,815,1080
7873,17,5,1,24.4,975,1260
7916,10,11,8,14,982,1260
7924,17,20,10,24.2,431,840
7938,2,9,4,19.1,851,1260
7940,10,5,4,7.6,442,840
7941,8,7,6,22,711,1080
7942,11,8,9,15.5,419,840
7970,4,3,9,21.2,1021,1260
7982,14,20,8,11.3,827,1080
8024,4,9,7,13.1,744,1080
8027,12,18,10,21.9,813,1080
8104,3,17,4,16.9,465,840
8125,1,6,1,10.5,956,1260
8128,19,8,5,14.7,403,840
8149,17,16,6,2.1,1045,1260
8154,20,2,7,8.3,978,1260
8175,10,15,7,18.3,383,840
8182,19,3,5,3.9,390,840
8186,7,12,1,25.4,746,1080
8195,13,6,10,6.8,931,1260
8209,4,16,9,6.2,872,1260
8211,10,18,8,17.8,449,840
8221,18,19,1,8.9,629,1080
8247,1,12,5,4.1,466,840
8301,7,2,4,9.6,1079,1260
8321,11,14,1,15.1,686,1080
8340,5,13,1,2.7,927,1260
8343,20,12,10,22.6,642,1080
8370,2,20,9,1.1,772,1080
8372,16,6,5,3,360,840
8386,8,17,10,7.2,1033,1260
8479,9,4,6,1.1,531,840
8493,10,19,4,3.8,939,1260
8496,5,11,1,10.7,364,840
8525,1,16,4,14.9,1050,1260
8538,3,10,7,7.9,848,1260
8560,13,8,1,6.5,650,1080
8561,20,9,6,6.7,680,1080
8608,20,7,9,24.3,445,840
8609,9,4,10,5.4,684,1080
8613,4,17,8,2.2,980,1260
8647,5,8,9,19.9,728,1080
8718,16,12,7,1.4,454,840
8748,18,17,6,19.4,951,1260
8813,20,15,8,18.2,524,840
8819,6,17,2,21.9,712,1080
8821,1,7,5,9.7,510,840
8876,11,17,6,3.5,633,1080
8897,10,9,10,23.1,574,840
8907,18,15,7,4.9,664,1080
8938,13,5,8,8.3,713,1080
8947,4,1,1,16,768,1080
8952,1,20,8,2.2,844,1260
8972,16,14,4,11.9,1065,1260
9003,10,15,9,25.1,917,1260
9018,17,20,5,3.6,1072,1260
9055,13,10,3,14.3,420,840
9056,5,11,9,15.5,897,1260
9063,4,17,9,23.7,1074,1260
9081,14,1,8,10.7,893,1260
9098,20,13,6,11.2,747,1080
9101,12,9,9,17.7,550,840
9164,12,15,3,13.3,703,1080
9168,4,5,8,20.2,428,840
9207,11,6,8,14.6,985,1260
9218,1,7,10,18.8,594,840
9243,16,15,2,6.1,510,840
9251,18,4,5,5.5,800,1080
9256,6,15,8,10.1,450,840
9310,17,9,2,22.7,1027,1260
9322,14,10,5,8.2,693,1080
9347,6,2,10,9,939,1260
9357,10,6,10,10.8,889,1260
9368,6,15,10,22.6,609,1080
9372,3,17,9,12.5,746,1080
9378,10,13,4,19.7,959,1260
9380,15,2,9,12.2,989,1260
9393,12,9,2,19.5,885,1260
9394,4,8,5,22.7,473,840
9438,10,4,2,8.4,1034,1260
9459,17,20,10,20.2,1030,1260
9463,17,3,6,24.8,993,1260
9471,1,5,3,20.5,559,840
9483,13,19,7,19.6,1011,1260
9496,15,1,7,3.9,1074,1260
9509,19,6,6,11.6,716,1080
9512,4,20,8,25.9,659,1080
9558,11,6,1,2.9,947,1260
9643,8,3,1,11.3,728,1080
9687,6,19,2,12.6,612,1080
9692,6,19,4,7.9,886,1260
9729,7,9,8,14.8,653,1080
9760,20,1,5,5.1,1064,1260
9770,9,19,5,16.8,492,840
9772,11,2,8,19.8,699,1080
9826,13,1,10,11.9,751,1080
9832,20,19,6,15.9,1015,1260
9840,1,16,8,13.6,553,840
9855,9,1,9,14.7,654,1080
9911,15,1,4,6.4,411,840
9924,15,10,7,17,629,1080
9935,13,20,4,8.8,507,840
9951,10,4,8,23.6,1069,1260
9956,14,6,2,24.1,681,1080
9960,15,4,5,23.3,477,840
9973,15,10,10,2.2,419,840
9982,13,3,2,13.6,364,840
9996,6,3,7,24.1,622,1080
