k,o_k,d_k,w_k,q_k,e_k,l_k
4034,5,7,3,40.71,1016,1260
4050,1,10,6,9.53,891,1260
4061,3,4,7,32.81,724,1080
4075,15,3,9,19.23,1043,1260
4086,4,2,4,11.97,379,840
4087,2,5,7,19.62,687,1080
4096,14,8,2,8.92,702,1080
4110,5,9,4,7.55,999,1260
4116,7,10,6,8.7,758,1080
4166,11,5,9,11.77,585,840
4183,5,8,1,38.56,1068,1260
4202,6,7,4,22.44,818,1080
4219,5,2,8,24.23,499,840
4266,6,4,2,15.25,633,1080
4270,10,8,9,34.33,761,1080
4315,13,3,3,5.43,778,1080
4325,14,1,4,24.31,719,1080
4359,2,5,4,36.58,676,1080
4368,14,2,6,25.97,980,1260
4389,5,10,2,35.33,516,840
4404,5,10,9,14.85,503,840
4410,13,9,7,9.77,830,1080
4446,8,7,2,17.79,741,1080
4450,6,1,5,33.21,956,1260
4467,15,7,8,33.12,719,1080
4544,4,3,10,32.5,665,1080
4631,2,8,5,7.3,752,1080
4651,4,6,10,24.03,868,1260
4658,7,3,9,37.63,1031,1260
4669,12,8,10,17.79,980,1260
4694,12,7,1,36.4,890,1260
4697,6,7,8,20.05,594,840
4732,11,1,2,39.23,568,840
4744,3,2,9,11.31,369,840
4764,13,6,3,33.11,888,1260
4798,14,2,1,6.29,881,1260
4803,2,7,9,12.22,662,1080
4815,15,6,5,35.6,828,1080
4821,13,8,5,35.35,447,840
4883,11,10,5,14.71,1017,1260
4909,5,10,6,13.41,604,1080
4939,13,1,10,21.06,487,840
4949,14,9,2,29.25,964,1260
4950,5,7,8,30.53,756,1080
4963,10,4,2,31.12,970,1260
4964,2,10,7,10.83,697,1080
5021,12,2,4,32.88,379,840
5038,13,8,5,25.78,673,1080
5057,13,9,9,12.46,650,1080
5060,9,7,10,10.36,547,840
5064,14,3,8,30.94,429,840
5074,4,8,6,27.7,801,1080
5111,9,3,9,37.56,963,1260
5115,15,10,6,35,925,1260
5133,5,6,3,36.17,815,1080
5139,9,3,4,24.66,959,1260
5153,3,4,9,17.07,881,1260
5196,14,4,4,5.12,1010,1260
5221,3,9,9,27.08,1058,1260
5225,3,2,7,6.06,660,1080
5243,10,1,10,34.87,417,840
5244,5,10,9,18.27,655,1080
5254,10,4,10,4.21,791,1080
5259,2,7,8,38.93,760,1080
5264,5,4,10,28.12,961,1260
5298,7,9,3,23.5,785,1080
5314,13,4,5,22.68,657,1080
5462,4,6,4,41.11,1012,1260
5482,4,10,8,29.65,807,1080
5511,14,7,4,33.73,795,1080
5537,1,8,3,30.79,564,840
5607,11,7,9,8.76,909,1260
5621,9,4,2,33.8,486,840
5636,9,4,1,32.68,1021,1260
5669,13,2,5,22.31,879,1260
5672,7,9,4,22.3,818,1080
5675,14,7,1,32.14,889,1260
5681,15,7,3,10.98,766,1080
5695,1,2,5,28.88,680,1080
5726,4,1,3,23.44,833,1080
5727,10,3,8,40.92,708,1080
5742,7,3,1,35.49,387,840
5752,3,10,5,11.27,398,840
5759,10,8,4,31.13,375,840
5782,1,3,3,29.15,985,1260
5787,11,7,3,11.99,1023,1260
5800,9,5,2,38.09,817,1080
5863,2,5,2,28.13,987,1260
5873,9,8,9,8.58,675,1080
5920,7,9,7,23,707,1080
5927,1,4,7,7.13,994,1260
5933,9,4,6,31.33,1066,1260
5937,11,7,8,33.72,883,1260
5950,9,5,7,8.64,1025,1260
5951,7,5,3,36,999,1260
5954,1,8,4,22.8,898,1260
5961,9,7,9,30.17,462,840
5994,4,9,1,7.14,613,1080
5998,12,7,6,21.67,1002,1260
5999,11,5,8,11.72,984,1260
6054,9,6,2,18.54,1066,1260
6061,12,6,5,35.93,591,840
6074,1,4,4,8.21,766,1080
6085,10,3,1,34.3,635,1080
6101,9,8,5,23.87,1067,1260
6114,8,3,6,40.12,722,1080
6116,13,1,5,33.51,764,1080
6215,3,1,5,30.72,1065,1260
6221,3,8,4,8.71,595,840
6238,8,10,4,19.31,1014,1260
6257,8,7,7,26.58,1023,1260
6316,13,2,4,27.92,736,1080
6340,2,4,7,18.62,921,1260
6344,7,3,2,7.52,977,1260
6349,2,4,5,6.47,417,840
6385,8,4,9,33.45,670,1080
6400,3,8,1,41.34,707,1080
6418,8,1,10,17.08,375,840
6421,13,5,7,6.21,953,1260
6430,14,10,8,40.98,1066,1260
6432,10,2,6,13.03,574,840
6459,15,8,7,13.31,1044,1260
6462,15,10,5,10.89,531,840
6493,4,6,3,5.56,366,840
6503,15,3,3,7.57,373,840
6516,10,7,7,34.99,1027,1260
6553,14,6,5,17.36,442,840
6576,5,1,10,18.04,876,1260
6594,5,8,8,19.96,758,1080
6652,7,5,5,41.9,739,1080
6655,9,7,1,21.67,921,1260
6664,12,3,4,30.73,671,1080
6687,14,2,5,37.65,693,1080
6693,14,8,9,17.05,621,1080
6726,15,1,2,23.18,731,1080
6729,5,6,4,23.7,380,840
6763,3,4,1,35.04,1053,1260
6767,10,6,3,10.35,900,1260
6786,5,6,8,27.62,1009,1260
6815,13,9,9,10.17,833,1080
6899,8,5,3,40.68,412,840
6931,11,7,7,29.69,939,1260
6939,5,7,1,36.88,452,840
6940,13,4,2,38.43,360,840
6951,6,5,6,13.8,426,840
6987,12,10,7,4.09,404,840
6997,11,4,10,34.62,376,840
7010,10,6,1,39.65,398,840
7040,10,3,1,35.88,958,1260
7053,8,7,9,11.4,636,1080
7055,7,6,8,41.19,499,840
7058,8,5,2,22.21,850,1260
7066,6,3,5,34.12,781,1080
7107,8,4,10,8.08,694,1080
7139,10,1,4,19.61,420,840
7155,9,1,8,14.27,925,1260
7161,12,5,4,5.17,366,840
7191,4,5,9,19.1,607,1080
7207,8,9,6,36.22,826,1080
7211,7,5,6,39.17,687,1080
7221,15,1,9,16.16,502,840
7224,3,8,6,5.43,372,840
7254,7,3,7,12.52,654,1080
7258,3,4,6,15.48,1048,1260
7266,5,6,8,33.68,853,1260
7289,15,7,6,25.48,570,840
7294,3,1,4,33.17,862,1260
7296,2,5,5,24.89,897,1260
7319,8,2,3,4.97,653,1080
7343,11,10,7,40.32,1054,1260
7361,6,8,3,41.17,929,1260
7389,14,6,7,17.49,469,840
7390,7,5,10,9.95,687,1080
7397,13,6,6,35.57,369,840
7430,8,9,1,33.1,524,840
7438,6,2,2,11.55,555,840
7509,13,3,10,23.06,365,840
7512,8,2,10,26.38,593,840
7542,5,4,8,39.06,438,840
7554,5,4,5,37.12,759,1080
7555,15,10,8,37.42,1059,1260
7563,6,9,5,35.82,752,1080
7576,5,10,6,29.6,598,840
7577,11,8,7,25.86,980,1260
7584,15,8,2,26.79,908,1260
7593,10,9,10,7.11,854,1260
7615,10,6,6,26.96,972,1260
7639,8,3,8,4.81,691,1080
7645,5,6,3,4.98,764,1080
7648,10,9,1,17.77,549,840
7658,6,1,9,34.67,604,1080
7661,8,1,4,29.97,1030,1260
7665,7,8,10,7.6,411,840
7668,2,5,9,20.64,546,840
7692,2,5,9,40.76,960,1260
7699,7,10,3,8.64,957,1260
7721,8,2,3,35.86,411,840
7722,9,7,9,26.04,575,840
7782,6,3,9,41.13,819,1080
7790,1,2,7,18.29,439,840
7854,7,4,4,36.23,815,1080
7873,9,4,1,41.23,975,1260
7916,11,6,8,30.69,982,1260
7924,11,5,10,10.06,431,840
7938,15,1,4,12.67,851,1260
7940,13,7,4,32.42,442,840
7941,15,1,6,35.12,711,1080
7942,14,4,9,41.42,419,840
7970,15,4,9,25.96,1021,1260
7982,6,4,8,36.65,827,1080
8024,13,1,7,21.52,744,1080
8027,5,3,10,20.59,813,1080
8104,12,2,4,8.82,465,840
8125,8,7,1,39.34,956,1260
8128,4,2,5,40.23,403,840
8149,7,4,6,25.4,1045,1260
8154,3,7,7,39.45,978,1260
8175,3,1,7,9.83,383,840
8182,5,7,5,34.12,390,840
8186,7,9,1,24.52,746,1080
8195,3,5,10,40.21,931,1260
8209,7,8,9,14.36,872,1260
8211,9,4,8,18.09,449,840
8221,13,2,1,20.47,629,1080
8247,8,5,5,10.57,466,840
8301,12,10,4,40.59,1079,1260
8321,15,2,1,41.76,686,1080
8340,8,6,1,36.83,927,1260
8343,6,1,10,12.68,642,1080
8370,8,5,9,27.63,772,1080
8372,11,2,5,32.54,360,840
8386,11,9,10,41.54,1033,1260
8479,1,3,6,33.18,531,840
8493,14,4,4,37.47,939,1260
8496,3,1,1,33.32,364,840
8525,11,3,4,38.73,1050,1260
8538,14,5,7,5.57,848,1260
8560,6,4,1,11.76,650,1080
8561,2,6,6,30.29,680,1080
8608,8,5,9,32.72,445,840
8609,9,7,10,10.14,684,1080
8613,15,10,8,23.53,980,1260
8647,5,8,9,14.79,728,1080
8718,5,3,7,29.71,454,840
8748,13,1,6,4.11,951,1260
8813,11,1,8,17.94,524,840
8819,11,5,2,32.78,712,1080
8821,13,10,5,32.89,510,840
8876,15,7,6,7.69,633,1080
8897,13,6,10,25.64,574,840
8907,2,1,7,12.06,664,1080
8938,6,8,8,37.86,713,1080
8947,12,10,1,38.65,768,1080
8952,5,8,8,40.39,844,1260
8972,5,6,4,8.46,1065,1260
9003,1,9,9,33.93,917,1260
9018,6,3,5,42.35,1072,1260
9055,5,2,3,5.3,420,840
9056,10,6,9,8.81,897,1260
9063,11,5,9,26.57,1074,1260
9081,7,10,8,19.09,893,1260
9098,7,9,6,6.51,747,1080
9101,11,8,9,41.58,550,840
9164,2,8,3,23.32,703,1080
9168,9,10,8,36.43,428,840
9207,1,4,8,40.21,985,1260
9218,6,8,10,32.72,594,840
9243,14,7,2,13.97,510,840
9251,3,10,5,12.9,800,1080
9256,10,3,8,18.46,450,840
9310,6,4,2,37.58,1027,1260
9322,3,6,5,23.25,693,1080
9347,7,10,10,11.75,939,1260
9357,9,7,10,24.13,889,1260
9368,13,5,10,42.36,609,1080
9372,10,1,9,4.27,746,1080
9378,3,2,4,15.26,959,1260
9380,5,1,9,29.79,989,1260
9393,15,10,2,40.54,885,1260
9394,10,3,5,7.31,473,840
9438,15,2,2,25.97,1034,1260
9459,2,4,10,37.04,1030,1260
9463,6,5,6,6.59,993,1260
9471,11,10,3,14.67,559,840
9483,3,7,7,28.28,1011,1260
9496,3,8,7,5.72,1074,1260
9509,11,2,6,32.14,716,1080
9512,15,10,8,10.51,659,1080
9558,8,5,1,40.63,947,1260
9643,1,5,1,28.75,728,1080
9687,8,6,2,26.62,612,1080
9692,5,9,4,39.7,886,1260
9729,15,6,8,20.09,653,1080
9760,15,2,5,13.58,1064,1260
9770,8,10,5,41.1,492,840
9772,5,8,8,18.01,699,1080
9826,13,2,10,33.88,751,1080
9832,3,10,6,32.33,1015,1260
9840,2,10,8,5.38,553,840
9855,2,7,9,34.16,654,1080
9911,6,10,4,30.3,411,840
9924,15,7,7,36.05,629,1080
9935,6,4,4,5.88,507,840
9951,3,8,8,33.33,1069,1260
9956,15,7,2,11.31,681,1080
9960,1,4,5,21.51,477,840
9973,11,1,10,8.24,419,840
9982,10,7,2,40.03,364,840
9996,2,10,7,20.61,622,1080
