k,o_k,d_k,w_k,q_k,e_k,l_k
1755,10,24,7,7.4,717,1080
1756,23,13,1,14.6,778,1080
1757,7,20,6,16.8,633,1080
1762,20,10,2,7.4,862,1260
1765,19,8,1,2.4,720,1080
1767,10,19,9,9.4,436,840
1774,19,4,7,24.4,582,840
1793,3,23,2,13.3,759,1080
1800,18,25,3,22.5,788,1080
1807,4,14,10,18.2,497,840
1811,12,2,9,6.2,646,1080
1813,21,11,4,16.8,976,1260
1814,19,11,3,6.5,1021,1260
1834,11,8,3,2.5,633,1080
1842,8,18,9,5.6,808,1080
1852,11,14,6,2.5,462,840
1870,4,25,10,6.3,857,1260
1874,23,24,7,23.7,920,1260
1894,2,18,1,20.9,776,1080
1898,1,19,8,22.9,891,1260
1902,22,6,8,7.1,815,1080
1924,8,23,7,15.3,1027,1260
1934,12,16,6,10.9,624,1080
1944,6,7,4,4.5,837,1080
1961,23,16,10,2.8,626,1080
1962,21,7,9,19.1,904,1260
1970,10,21,4,18.6,899,1260
1971,10,8,5,13.2,646,1080
1978,14,9,9,6.6,964,1260
2003,7,3,5,5.2,739,1080
2007,7,10,8,20.1,812,1080
2020,18,11,8,15,395,840
2032,14,17,3,25.3,800,1080
2043,10,15,7,13.7,717,1080
2046,12,8,5,14,477,840
2051,9,24,4,19.6,961,1260
2054,5,14,3,6.7,478,840
2056,6,4,8,23.1,424,840
2058,16,24,7,14.1,1033,1260
2063,10,9,1,17.6,998,1260
2066,20,18,10,22.4,813,1080
2069,1,17,2,5.9,916,1260
2071,9,2,6,11.9,834,1080
2087,25,1,1,3,929,1260
2097,6,2,3,19.3,596,840
2101,18,5,6,26,763,1080
2111,4,7,1,11.5,880,1260
2116,3,21,4,2.8,1038,1260
2117,11,6,3,20.7,489,840
2129,16,24,10,13.3,990,1260
2130,21,17,3,7.1,865,1260
2135,25,16,4,22.6,362,840
2146,21,9,7,14.8,441,840
2150,4,7,6,9.7,638,1080
2159,24,19,3,9.7,648,1080
2179,14,8,6,22.9,531,840
2181,12,22,3,23.8,847,1260
2187,18,7,10,9.5,666,1080
2194,5,10,5,1.6,755,1080
2221,1,4,4,5.9,834,1080
2222,25,3,9,18.2,842,1260
2223,22,25,3,19.2,670,1080
2224,22,15,2,24.3,563,840
2229,14,2,8,7.8,624,1080
2246,9,7,9,11.2,768,1080
2253,15,6,2,2.5,767,1080
2258,15,1,2,18,541,840
2259,13,19,6,6.1,597,840
2271,18,13,3,9.5,572,840
2316,18,12,6,21.7,717,1080
2357,1,11,8,23.4,943,1260
2370,23,11,4,15.2,539,840
2371,6,9,9,22.4,874,1260
2373,4,25,10,3.5,596,840
2385,16,4,10,23.6,995,1260
2398,16,21,6,6.8,415,840
2417,9,14,3,1.2,476,840
2427,12,18,5,12.8,695,1080
2447,10,4,7,18.2,753,1080
2482,22,17,4,11.7,736,1080
2486,12,25,1,17.5,671,1080
2497,12,25,7,7.7,428,840
2508,21,18,8,20.8,432,840
2531,12,5,3,17.8,1007,1260
2537,21,6,2,25.7,989,1260
2566,23,15,4,11.7,778,1080
2567,13,4,7,16.7,843,1260
2568,5,4,2,23.1,1032,1260
2573,11,14,2,11,659,1080
2612,15,9,10,2.7,852,1260
2635,9,6,8,17.4,908,1260
2644,5,1,5,7.7,612,1080
2660,3,24,7,20,870,1260
2673,15,22,3,7.1,581,840
2691,25,16,3,15.5,539,840
2695,18,10,2,9.6,748,1080
2696,23,9,5,24.5,964,1260
2697,5,22,7,24.8,485,840
2711,24,19,2,22.5,751,1080
2718,4,17,7,14,495,840
2728,25,12,6,12.3,788,1080
2733,21,22,8,19.1,967,1260
2759,4,16,10,3.4,576,840
2803,11,10,7,14.1,596,840
2828,2,9,3,3.6,700,1080
2831,14,16,6,14.7,990,1260
2842,5,6,1,15,814,1080
2848,25,20,6,1.8,488,840
2850,1,23,3,24.7,551,840
2861,9,21,2,19.2,867,1260
2862,4,8,5,14.3,812,1080
2885,9,25,5,14.8,996,1260
2889,13,10,3,10.7,972,1260
2900,23,25,3,3.3,962,1260
2921,11,21,4,25.1,754,1080
2925,3,25,5,17.5,930,1260
2942,19,13,2,22.6,987,1260
2952,3,9,5,19.4,960,1260
2961,19,17,1,3.5,705,1080
2964,16,18,1,2.9,964,1260
2997,17,1,9,25.5,726,1080
3000,18,5,3,20,361,840
3003,6,20,1,19.3,847,1260
3013,20,3,2,20.1,461,840
3018,25,1,1,6.7,490,840
3019,22,21,6,9,848,1260
3023,4,14,6,22.2,566,840
3026,5,11,6,18.3,406,840
3029,5,23,2,24.8,989,1260
3036,15,7,9,11.2,926,1260
3040,6,22,5,2.8,1067,1260
3044,19,4,5,3.7,475,840
3063,23,3,10,8.3,600,1080
3067,20,22,8,7.1,776,1080
3071,2,23,3,12.4,506,840
3073,19,9,2,25.7,400,840
3076,17,6,4,6.6,420,840
3097,16,8,3,7.6,377,840
3100,3,13,8,10.6,368,840
3101,10,6,6,18,449,840
3102,20,1,4,4.7,974,1260
3104,13,3,1,8.4,934,1260
3109,1,3,5,21.9,571,840
3119,18,3,4,15.8,478,840
3137,15,22,9,3.2,1015,1260
3167,8,24,5,9.5,803,1080
3173,7,9,10,20.9,888,1260
3184,24,7,7,18.4,914,1260
3191,5,18,1,17.5,483,840
3193,9,17,7,17.7,366,840
3197,11,21,6,24.2,367,840
3201,17,16,7,10.5,719,1080
3202,25,10,3,7.2,864,1260
3213,25,15,1,22.9,909,1260
3230,4,25,9,18,520,840
3233,15,22,5,22.1,384,840
3238,20,5,7,9.6,747,1080
3240,18,6,6,25.7,915,1260
3246,20,12,9,14.7,576,840
3251,3,19,10,9.1,616,1080
3258,9,1,4,13.2,634,1080
3265,12,11,6,5.8,675,1080
3272,3,11,5,21.5,630,1080
3288,13,15,5,21.4,521,840
3289,3,5,9,25.3,478,840
3292,25,3,2,4.6,706,1080
3315,19,12,4,6.6,768,1080
3331,16,17,4,22,423,840
3332,17,24,10,1.2,473,840
3354,15,23,9,8.7,1025,1260
3360,21,18,7,2.5,497,840
3369,18,6,2,2.2,433,840
3372,2,19,3,1.8,812,1080
3376,19,6,7,23.7,729,1080
3378,12,24,9,12.8,368,840
3397,5,4,9,12.3,705,1080
3401,16,21,2,5.1,846,1260
3403,10,21,2,4.9,674,1080
3413,8,7,4,20.5,410,840
3457,12,8,6,4.5,972,1260
3460,23,6,1,22,841,1260
3466,7,18,6,7,1024,1260
3521,7,8,7,5.1,976,1260
3538,15,18,2,15.8,1028,1260
3557,13,4,6,14.4,641,1080
3563,9,25,8,1.1,489,840
3572,20,10,1,13.6,988,1260
3573,15,10,5,18.6,374,840
3582,23,5,8,13.1,882,1260
3583,4,12,5,21.8,436,840
3585,7,19,8,16.5,889,1260
3615,17,14,1,23.9,796,1080
3618,1,17,1,9.2,875,1260
3626,17,12,1,15.7,538,840
3628,21,11,7,20.4,600,1080
3640,18,25,5,5.7,537,840
3646,11,9,1,12.3,527,840
3651,12,10,9,3.9,857,1260
3662,13,3,9,17.1,1062,1260
3672,4,14,6,21.5,484,840
3676,2,20,6,11.2,379,840
3683,25,6,1,16.9,467,840
3686,13,16,10,2.4,853,1260
3695,15,1,2,6.2,862,1260
3715,11,22,3,25,470,840
3720,9,14,1,15.1,758,1080
3723,1,18,3,6.8,751,1080
3735,10,24,1,17.9,796,1080
3741,23,3,5,24.9,513,840
3746,3,16,9,7.6,1069,1260
3757,19,11,1,3.6,666,1080
3759,21,9,4,15.5,742,1080
3766,17,19,1,3.8,649,1080
3769,11,9,9,8.5,632,1080
3794,18,2,8,2.8,450,840
3795,2,5,1,16.8,788,1080
3799,16,21,1,21.1,868,1260
3800,3,19,9,1.3,646,1080
3821,4,3,2,21.3,539,840
3825,21,15,7,8.2,636,1080
3826,14,17,5,9.4,1049,1260
3827,21,11,3,16.5,686,1080
3838,1,11,9,21.9,397,840
3844,23,11,9,20,772,1080
3851,24,8,3,14.2,764,1080
3859,11,15,6,18.6,510,840
3866,21,5,4,21.8,432,840
3876,8,25,8,9.1,429,840
3877,24,15,10,19.8,372,840
3879,2,4,8,21.6,446,840
3897,7,22,1,26,775,1080
3908,14,2,2,18.2,569,840
3916,24,20,3,5.2,946,1260
3922,12,2,6,9.4,992,1260
3925,8,15,10,14.3,887,1260
3927,12,22,6,3.3,679,1080
3928,20,15,4,24.4,911,1260
3929,8,5,7,4.5,1049,1260
3953,24,19,3,6.9,515,840
4001,25,19,5,23.1,374,840
4009,12,22,4,9,878,1260
4013,25,17,2,19.2,1023,1260
4019,8,18,10,7.9,799,1080
4022,18,25,1,16.1,462,840
4027,17,4,7,5.4,730,1080
4031,11,2,8,24,1009,1260
4036,7,17,1,22.4,917,1260
4049,25,24,8,24.9,1054,1260
4051,14,21,9,5.1,816,1080
4068,1,8,6,7.8,992,1260
4069,20,19,10,7.6,1060,1260
4093,8,16,3,16.5,487,840
4104,20,11,8,19,569,840
4118,10,4,7,16.4,552,840
4128,9,25,6,13.8,416,840
4155,13,4,8,22.8,1001,1260
4175,19,1,2,5.9,628,1080
4190,20,8,10,9.5,441,840
4193,1,21,4,10.8,719,1080
4206,6,14,5,25.6,457,840
4208,4,15,6,13.7,1047,1260
4219,25,17,8,25.7,499,840
4223,22,6,1,14.8,878,1260
4235,14,10,6,12.3,668,1080
4253,9,20,9,22.3,538,840
4261,22,23,7,4.2,506,840
4298,5,17,6,8.1,715,1080
4301,16,20,8,16.7,515,840
4315,1,22,3,18.5,778,1080
4324,14,24,6,15.6,668,1080
4336,8,4,9,23.7,370,840
4346,1,10,5,2.3,634,1080
4354,19,18,10,16.7,502,840
4357,14,11,7,26,1001,1260
4358,7,17,4,13.1,858,1260
4364,18,6,1,11.9,1019,1260
4373,23,20,6,19,917,1260
4385,15,13,2,15.2,444,840
4392,7,21,3,6.5,776,1080
4396,13,1,9,4.3,781,1080
4411,22,1,9,7.2,1071,1260
4413,18,19,4,13,580,840
4430,5,14,5,8.1,649,1080
4459,8,6,9,5.4,804,1080
4461,3,14,4,8.8,1063,1260
4479,3,15,10,7,697,1080
4500,10,21,4,19.8,926,1260
4502,4,7,7,6.8,926,1260
4524,23,6,7,13,506,840
4526,11,6,8,6.8,961,1260
4537,16,13,8,19.7,665,1080
4570,19,9,7,8.8,660,1080
4574,20,24,2,18.6,467,840
4591,1,13,7,4.4,402,840
4608,19,23,4,25,711,1080
4611,24,19,10,6.1,772,1080
4626,4,25,3,11.2,911,1260
4640,25,19,4,14.6,492,840
4654,20,3,4,24.8,941,1260
4672,21,14,8,9.8,1021,1260
4681,13,9,9,11.9,638,1080
4693,13,22,1,22.5,644,1080
4696,15,1,7,15.2,808,1080
4708,1,11,3,23,501,840
4716,13,16,10,15.2,962,1260
4725,11,6,1,22.9,1030,1260
4728,18,14,5,20.6,482,840
4732,12,1,2,13,568,840
4734,5,15,10,9.8,599,840
4739,18,6,7,25.8,841,1260
4751,19,10,4,16.3,789,1080
4753,9,4,6,9.2,622,1080
4756,1,14,4,3.2,747,1080
4757,4,6,7,17.6,406,840
4793,1,4,10,19.3,756,1080
4797,17,6,8,6.7,876,1260
4800,1,21,9,18.2,676,1080
4805,7,2,7,5,805,1080
4829,9,21,3,25.8,541,840
4832,21,3,3,22.6,661,1080
4835,24,22,8,1.9,1018,1260
4838,20,17,4,7.9,561,840
4848,25,18,2,19.8,878,1260
4850,23,11,5,6.9,1066,1260
4856,19,6,7,25.2,917,1260
4857,11,17,2,13,434,840
4880,16,8,6,5.7,726,1080
4882,5,12,6,5.8,392,840
4894,6,17,1,6.1,447,840
4897,11,14,8,12.4,740,1080
4918,3,4,8,9.2,630,1080
4938,1,22,9,5.8,685,1080
4957,23,3,2,23.1,894,1260
4958,24,9,2,25.7,940,1260
4965,4,18,5,11.2,779,1080
4971,19,10,1,1.7,719,1080
4980,13,8,5,12.3,520,840
4988,6,19,9,19.5,398,840
5004,12,23,8,22.4,1003,1260
5005,22,25,8,2.6,446,840
5019,21,18,4,25.2,1027,1260
5031,6,15,6,4.7,414,840
5037,15,10,4,12.7,588,840
5045,14,12,3,6.6,664,1080
5056,19,23,1,12.1,573,840
5065,5,22,7,16.5,582,840
5075,12,21,2,15.1,535,840
5099,7,24,7,5.7,980,1260
5120,1,25,9,23.9,997,1260
5123,4,19,10,2.4,582,840
5138,25,2,1,6.2,391,840
5146,13,22,5,19.2,808,1080
5149,4,7,1,13.2,1059,1260
5151,16,13,7,17.5,1037,1260
5153,25,15,9,12.7,881,1260
5159,1,8,4,23.4,599,840
5164,14,16,4,12,695,1080
5165,12,14,10,16.6,856,1260
5172,22,14,2,6.7,896,1260
5188,23,11,4,21.5,415,840
5203,1,13,3,15.4,760,1080
5208,5,14,7,21.3,1023,1260
5220,19,4,4,23.1,711,1080
5247,1,10,7,17.2,1012,1260
5251,15,17,9,13.6,500,840
5253,4,1,2,22.4,832,1080
5259,24,21,8,22,760,1080
5269,19,13,2,12.7,523,840
5280,4,9,1,9.2,364,840
5283,5,4,1,20.5,405,840
5286,25,7,6,24.8,699,1080
5301,20,9,1,10.2,857,1260
5302,25,17,3,15.5,426,840
5344,18,9,5,18.9,629,1080
5346,18,22,2,23,433,840
5347,9,5,8,4.9,646,1080
5367,20,10,3,9.2,441,840
5368,20,3,8,1.8,626,1080
5385,2,8,5,13.2,504,840
5399,16,9,4,25.9,800,1080
5417,17,13,2,3.6,925,1260
5426,21,19,10,6.9,921,1260
5432,20,24,5,16,854,1260
5435,1,2,3,9,487,840
5445,20,15,5,3.4,1032,1260
5451,19,10,1,24.7,754,1080
5453,17,13,1,14.7,952,1260
5486,24,23,7,18.1,398,840
5506,23,18,4,10.5,947,1260
5512,12,5,8,25.8,708,1080
5541,1,7,2,3.4,641,1080
5548,17,10,4,11.8,402,840
5556,13,25,8,9.1,419,840
5574,2,5,10,24.1,760,1080
5577,3,16,2,7.6,785,1080
5593,12,14,8,1.4,562,840
5607,15,3,9,22.2,909,1260
5609,8,3,5,19.1,376,840
5616,8,4,7,14.2,536,840
5633,14,23,5,7.4,787,1080
5634,3,13,1,25.5,811,1080
5644,12,20,1,16.3,510,840
5667,14,20,6,6.9,825,1080
5670,7,9,3,10.4,959,1260
5683,18,25,3,20.4,749,1080
5702,2,7,8,24,385,840
5706,17,2,7,6.7,763,1080
5714,20,25,2,22.1,566,840
5718,22,8,2,18,521,840
5721,3,22,8,15.9,705,1080
5737,12,2,3,7.8,821,1080
5742,1,16,1,11.4,387,840
5747,21,11,8,10.9,770,1080
5762,8,11,1,18.9,895,1260
5767,6,22,1,21.1,773,1080
5772,18,22,9,2.4,373,840
5781,19,13,10,14.7,801,1080
5789,9,12,8,21.9,894,1260
5790,21,6,9,19.4,771,1080
5792,20,9,5,24.7,625,1080
5801,10,11,3,5.1,383,840
5802,19,5,9,5.3,942,1260
5813,21,20,5,13.6,458,840
5821,2,11,1,14,968,1260
5828,18,19,5,4,861,1260
5829,10,24,7,9.7,382,840
5832,16,21,8,14.2,799,1080
5836,25,2,6,5.8,743,1080
5841,7,16,2,7,681,1080
5842,7,15,10,12.7,689,1080
5847,16,14,5,5.2,958,1260
5862,22,16,9,17.5,428,840
5880,1,10,4,19,983,1260
5914,18,16,3,8.3,720,1080
5927,19,18,7,13.9,994,1260
5958,19,15,8,22.3,886,1260
5967,21,15,2,23.1,491,840
5989,12,10,1,22.4,720,1080
5993,16,11,5,2.9,677,1080
6007,12,25,1,11.5,1038,1260
6008,12,18,1,2.9,785,1080
6025,21,14,5,20.3,566,840
6053,15,6,4,4,1006,1260
6072,20,16,1,4.9,1044,1260
6074,3,21,4,2.6,766,1080
6076,21,24,10,12.3,1001,1260
6087,8,3,7,15,484,840
6094,5,20,5,15.2,523,840
6098,13,9,3,6.8,380,840
6115,2,6,1,20.5,616,1080
6133,13,3,9,11,996,1260
6153,3,10,1,23.8,620,1080
6156,10,25,4,17.2,925,1260
6161,16,7,4,4.8,800,1080
6163,2,20,9,23.5,923,1260
6191,16,25,1,14.7,886,1260
6199,2,18,1,1.6,865,1260
6204,15,21,4,16,776,1080
6205,25,3,4,4.2,762,1080
6206,13,21,5,4.5,912,1260
6207,14,16,6,14.2,617,1080
6210,11,7,8,23,995,1260
6214,13,21,8,2,765,1080
6215,21,24,5,11.8,1065,1260
6218,21,4,2,16.4,642,1080
6219,16,12,8,18.5,366,840
6221,6,11,4,7.6,595,840
6223,18,24,1,6.1,989,1260
6242,17,10,10,11.3,521,840
6246,7,19,6,2,1002,1260
6250,15,13,3,23.6,439,840
6261,20,21,5,2.1,709,1080
6281,19,3,7,12.1,832,1080
6291,10,25,6,22.1,370,840
6298,13,15,9,15.8,552,840
6329,13,8,10,2.2,490,840
6342,21,5,4,16.8,974,1260
6353,3,2,4,15.8,512,840
6355,25,21,7,10.8,1026,1260
6362,18,13,7,13.5,535,840
6370,8,24,10,12.1,746,1080
6384,10,8,10,20.6,617,1080
6409,9,6,2,16.3,1020,1260
6411,21,12,8,11.5,570,840
6412,22,10,3,11.8,541,840
6420,12,25,3,12.7,887,1260
6435,11,7,5,20.1,496,840
6457,7,25,10,25.8,1018,1260
6465,4,18,6,3.2,503,840
6477,19,17,1,2,526,840
6479,5,2,9,22.7,689,1080
6482,18,3,9,1.7,530,840
6483,11,22,3,18.1,891,1260
6487,4,17,9,15.8,638,1080
6495,19,21,10,10.4,949,1260
6505,18,16,10,1.8,394,840
6510,6,7,2,8.4,1001,1260
6513,12,19,3,21.2,1027,1260
6518,20,16,4,3.3,546,840
6535,24,9,3,24.8,917,1260
6541,11,21,7,11.4,439,840
6564,9,12,1,10.3,497,840
6569,17,9,4,14.1,520,840
6589,20,2,5,7.9,426,840
6599,13,8,6,21.8,446,840
6601,1,25,1,11.5,494,840
6606,18,11,10,6,824,1080
6610,17,4,10,18.9,701,1080
6626,7,4,4,22.9,1024,1260
6640,25,16,3,3.9,458,840
6642,15,6,3,11.8,1003,1260
6647,3,8,7,16.8,407,840
6657,21,18,6,4.2,775,1080
6674,19,4,3,25.6,830,1080
6703,22,24,3,23.8,602,1080
6719,8,16,1,7,937,1260
6741,9,13,2,3,482,840
6822,3,6,5,23.4,891,1260
6831,23,24,1,14,742,1080
6842,7,22,5,10.1,899,1260
6844,18,25,6,17.4,989,1260
6852,16,13,3,11.6,846,1260
6853,18,15,9,25.9,397,840
6856,16,22,2,21.6,561,840
6860,20,5,8,11.4,417,840
6873,24,7,2,18.4,1040,1260
6899,17,14,3,25.4,412,840
6905,9,13,2,3.6,911,1260
6906,23,22,9,1.5,975,1260
6912,15,4,10,7.3,522,840
6935,20,25,7,2.2,1041,1260
6947,25,16,3,11.6,478,840
6949,4,12,4,5,981,1260
6967,21,9,7,1.1,758,1080
7005,6,25,10,16.4,959,1260
7042,21,4,4,4.7,744,1080
7059,7,6,10,19,362,840
7069,21,11,8,5.4,951,1260
7074,1,12,4,16.7,725,1080
7075,19,20,9,16.8,615,1080
7085,18,14,4,5.1,1030,1260
7088,16,3,4,8.7,655,1080
7113,24,3,8,23.8,825,1080
7122,16,25,3,3.8,933,1260
7132,14,11,9,9.9,522,840
7171,21,22,5,14.8,588,840
7176,4,2,9,4.2,1038,1260
7229,15,4,9,7.5,714,1080
7234,20,12,9,24.9,472,840
7239,4,2,8,6.7,990,1260
7249,3,10,7,9.6,973,1260
7265,13,20,6,22.1,999,1260
7284,14,16,6,2,895,1260
7288,2,20,5,9.7,417,840
7291,16,2,1,25.5,455,840
7294,6,17,4,9.8,862,1260
7299,8,4,5,1.5,749,1080
7300,23,11,1,2.5,781,1080
7312,15,11,5,8.2,1059,1260
7324,15,12,8,13.5,733,1080
7332,10,2,7,20,500,840
7347,3,7,5,6.2,584,840
7350,10,21,4,23.6,962,1260
7355,3,25,9,7.8,631,1080
7368,16,1,9,20.7,1024,1260
7407,9,24,8,12.2,907,1260
7411,23,19,4,16,610,1080
7446,8,14,4,21.4,736,1080
7455,15,17,1,17.5,470,840
7456,24,1,1,20.1,575,840
7457,19,21,2,22.4,932,1260
7462,12,9,2,9.6,881,1260
7491,1,3,3,18.6,687,1080
7493,2,22,4,24.8,627,1080
7495,24,6,4,7.4,764,1080
7503,25,20,4,15.3,364,840
7508,13,7,4,25.2,390,840
7509,6,9,10,2.7,365,840
7523,9,23,4,22.5,573,840
7526,15,1,7,22.7,759,1080
7528,12,16,1,1.9,1015,1260
7534,17,10,10,14.5,556,840
7542,9,19,8,26,438,840
7544,20,6,5,11.9,890,1260
7554,20,6,5,13.7,759,1080
7561,22,16,6,8.4,625,1080
7564,25,19,8,3.9,1046,1260
7565,17,7,3,15.3,967,1260
7575,14,7,1,10,948,1260
7581,4,21,1,10.6,428,840
7610,4,20,7,3.6,511,840
7613,6,17,6,8.9,860,1260
7625,16,6,6,14.7,544,840
7636,2,22,8,14.2,743,1080
7638,1,10,1,5.9,788,1080
7641,9,7,5,9.6,988,1260
7645,20,25,3,4,764,1080
7653,11,13,7,5.5,734,1080
7665,21,23,10,12.6,411,840
7681,4,1,5,12.5,611,1080
7701,2,5,3,17.3,960,1260
7711,7,16,7,9.5,1065,1260
7715,24,3,2,15.2,621,1080
7718,22,14,6,10.9,484,840
7729,14,6,6,25.4,539,840
7737,19,4,3,23.3,714,1080
7743,19,2,7,4.9,386,840
7750,9,20,10,2.3,1073,1260
7752,24,12,4,18.8,523,840
7755,4,8,6,17.2,853,1260
7774,13,3,9,6.7,757,1080
7777,3,1,1,21.9,708,1080
7780,15,8,6,15.1,1072,1260
7784,16,24,1,2.7,478,840
7787,4,1,6,13.7,736,1080
7806,16,24,2,21.7,547,840
7807,9,12,1,2.7,433,840
7812,19,23,2,8.2,400,840
7813,6,4,4,9.4,953,1260
7816,13,8,8,24,698,1080
7834,6,5,10,23.6,649,1080
7838,18,2,10,16.9,457,840
7846,5,13,2,13.5,566,840
7847,8,5,10,16.6,923,1260
7864,21,19,1,25.5,954,1260
7868,13,20,1,1.5,827,1080
7874,17,15,2,24.1,806,1080
7876,13,5,7,1.5,701,1080
7877,8,25,10,4.3,661,1080
7885,15,13,2,23.5,662,1080
