k,o_k,d_k,w_k,q_k,e_k,l_k
245,5,1,9, 31.37 ,1017,1260
246,1,2,5, 24.78 ,1009,1260
247,5,3,10, 4.52 ,370,840
248,4,3,9, 16.62 ,699,1080
249,5,1,3, 27.38 ,732,1080
250,1,2,8, 6.20 ,629,1080
251,3,5,6, 25.20 ,894,1260
252,2,3,4, 5.85 ,705,1080
253,3,4,4, 12.96 ,891,1260
254,2,4,3, 17.42 ,784,1080
255,2,3,4, 19.39 ,638,1080
256,5,1,2, 7.06 ,578,840
257,1,2,6, 23.08 ,392,840
258,3,2,5, 7.01 ,489,840
259,3,2,5, 31.47 ,408,840
260,4,2,6, 25.00 ,679,1080
261,3,2,7, 24.13 ,1005,1260
262,3,5,1, 18.07 ,652,1080
263,1,5,9, 13.10 ,1025,1260
264,4,1,1, 19.62 ,483,840
265,4,5,10, 10.04 ,588,840
266,5,4,10, 20.17 ,720,1080
267,4,5,2, 10.81 ,408,840
268,2,4,6, 6.34 ,872,1260
269,5,1,9, 19.42 ,737,1080
270,3,1,5, 18.15 ,949,1260
271,4,5,8, 32.09 ,480,840
272,3,4,5, 32.40 ,594,840
273,3,4,10, 30.55 ,585,840
274,2,5,4, 25.27 ,776,1080
275,3,2,3, 8.48 ,859,1260
276,4,2,6, 31.33 ,688,1080
277,1,3,3, 13.83 ,438,840
278,5,4,8, 30.26 ,738,1080
279,3,1,10, 15.59 ,989,1260
280,2,4,8, 17.25 ,746,1080
281,5,1,3, 22.75 ,1053,1260
282,2,1,3, 9.83 ,679,1080
283,3,4,7, 20.96 ,733,1080
284,5,3,4, 20.81 ,910,1260
285,1,4,3, 7.05 ,813,1080
286,5,3,7, 13.64 ,789,1080
287,4,2,3, 9.51 ,737,1080
288,2,3,10, 6.15 ,620,1080
289,5,1,1, 11.90 ,666,1080
290,2,4,6, 27.42 ,870,1260
291,1,4,9, 31.75 ,1039,1260
292,5,2,5, 25.24 ,678,1080
293,4,2,10, 16.03 ,664,1080
294,4,2,8, 23.88 ,455,840
295,3,2,9, 4.63 ,584,840
296,5,4,6, 7.26 ,793,1080
297,2,3,2, 19.05 ,792,1080
298,4,5,6, 18.73 ,725,1080
299,2,4,2, 18.72 ,768,1080
300,3,2,3, 23.23 ,378,840
301,2,1,10, 32.39 ,474,840
302,2,3,7, 14.05 ,583,840
303,4,1,1, 11.45 ,675,1080
304,4,2,4, 16.20 ,700,1080
305,2,4,1, 28.96 ,830,1080
306,2,4,8, 23.31 ,525,840
307,4,1,3, 10.21 ,1023,1260
308,3,5,7, 6.78 ,468,840
309,2,3,2, 29.39 ,746,1080
310,2,4,10, 23.53 ,536,840
311,4,2,10, 22.00 ,872,1260
312,3,5,8, 22.67 ,799,1080
313,2,1,9, 26.10 ,724,1080
314,3,4,7, 6.07 ,995,1260
315,5,4,4, 28.15 ,581,840
316,1,2,7, 10.94 ,658,1080
317,4,5,5, 13.99 ,713,1080
318,5,3,6, 20.37 ,854,1260
319,4,2,4, 15.06 ,488,840
320,3,1,1, 27.46 ,499,840
321,1,3,8, 8.58 ,1032,1260
322,1,3,6, 19.22 ,488,840
323,4,3,10, 16.48 ,479,840
324,3,4,10, 8.24 ,731,1080
325,4,5,3, 18.14 ,834,1080
326,4,5,7, 18.15 ,1025,1260
327,3,4,1, 14.57 ,878,1260
328,4,5,10, 15.90 ,1029,1260
329,1,3,2, 9.77 ,828,1080
330,4,5,3, 4.67 ,873,1260
331,1,4,8, 19.94 ,1050,1260
332,1,4,8, 8.73 ,562,840
333,4,3,5, 8.57 ,777,1080
334,1,4,4, 20.81 ,929,1260
335,3,2,3, 27.84 ,625,1080
336,2,3,6, 4.84 ,668,1080
337,1,5,4, 10.99 ,869,1260
338,2,1,9, 10.56 ,810,1080
339,3,4,3, 21.74 ,1069,1260
340,5,4,1, 28.68 ,1039,1260
341,1,4,6, 8.29 ,1070,1260
342,2,3,8, 19.35 ,385,840
343,2,5,8, 24.71 ,949,1260
344,2,1,5, 28.38 ,700,1080
345,3,4,4, 24.22 ,1077,1260
346,2,3,7, 9.20 ,625,1080
347,1,3,6, 7.84 ,772,1080
348,5,4,3, 12.14 ,897,1260
349,2,4,2, 4.25 ,505,840
350,2,4,7, 7.24 ,667,1080
351,1,2,10, 17.85 ,657,1080
352,3,1,2, 23.02 ,630,1080
353,4,3,3, 20.28 ,530,840
354,4,3,2, 4.97 ,831,1080
355,4,2,2, 21.30 ,540,840
356,2,4,10, 4.18 ,755,1080
357,2,3,9, 17.65 ,449,840
358,5,4,5, 19.56 ,722,1080
359,4,1,2, 9.47 ,654,1080
360,5,2,4, 7.80 ,384,840
361,1,5,3, 25.16 ,525,840
362,3,5,7, 5.11 ,685,1080
363,1,4,8, 15.19 ,501,840
364,3,5,5, 13.28 ,832,1080
365,4,5,8, 19.31 ,529,840
366,4,5,2, 31.10 ,717,1080
367,2,4,7, 5.32 ,371,840
368,1,4,3, 8.60 ,384,840
369,1,2,7, 14.48 ,1015,1260
370,5,3,10, 30.71 ,593,840
371,2,5,8, 9.74 ,1063,1260
372,4,1,8, 5.61 ,1065,1260
373,5,3,2, 30.77 ,810,1080
374,5,4,2, 9.07 ,443,840
375,2,1,1, 5.97 ,603,1080
376,5,2,2, 30.31 ,595,840
377,3,1,8, 18.44 ,646,1080
378,5,1,2, 18.69 ,835,1080
379,4,1,2, 16.85 ,1042,1260
380,5,2,6, 17.40 ,997,1260
381,2,4,8, 6.69 ,534,840
382,1,3,2, 8.88 ,752,1080
383,4,5,9, 17.41 ,885,1260
384,2,5,6, 21.51 ,788,1080
385,3,5,10, 21.75 ,550,840
386,1,5,1, 22.34 ,582,840
387,1,2,3, 10.40 ,464,840
388,3,4,10, 15.14 ,1066,1260
389,5,4,2, 30.46 ,628,1080
390,5,4,9, 18.19 ,418,840
391,4,5,4, 17.62 ,1043,1260
392,4,1,2, 16.56 ,482,840
393,5,1,9, 24.90 ,649,1080
394,3,4,2, 6.49 ,544,840
395,1,5,9, 24.14 ,971,1260
396,4,5,7, 4.16 ,636,1080
397,4,3,5, 14.50 ,934,1260
398,5,2,1, 9.42 ,1057,1260
399,5,1,3, 21.47 ,785,1080
400,5,3,4, 15.32 ,927,1260
401,1,2,4, 4.33 ,1078,1260
402,5,4,3, 23.57 ,773,1080
403,4,3,5, 19.78 ,547,840
404,1,4,10, 11.62 ,685,1080
405,3,5,7, 4.40 ,458,840
406,4,2,3, 10.47 ,670,1080
407,5,4,3, 27.84 ,677,1080
408,2,5,8, 20.23 ,906,1260
409,5,1,7, 10.54 ,775,1080
410,3,4,10, 5.92 ,1002,1260
411,2,1,6, 29.31 ,370,840
412,4,3,5, 21.62 ,865,1260
413,4,1,5, 27.78 ,844,1260
414,5,4,6, 12.00 ,1005,1260
415,2,4,9, 25.47 ,621,1080
416,1,3,8, 21.23 ,952,1260
417,4,5,7, 25.80 ,918,1260
418,5,4,10, 11.59 ,419,840
419,5,3,6, 20.88 ,725,1080
420,2,5,9, 5.83 ,526,840
421,1,3,4, 13.75 ,637,1080
422,2,5,1, 18.03 ,935,1260
423,4,3,7, 29.45 ,528,840
424,3,2,9, 15.39 ,582,840
425,1,2,9, 30.72 ,719,1080
426,3,2,4, 31.83 ,692,1080
427,5,1,1, 12.60 ,1041,1260
428,3,4,9, 31.62 ,473,840
429,3,4,10, 27.75 ,926,1260
430,5,3,8, 5.66 ,532,840
431,2,1,4, 21.69 ,362,840
432,4,2,9, 10.23 ,998,1260
433,1,3,4, 11.56 ,719,1080
434,5,4,5, 14.10 ,762,1080
435,5,1,7, 16.18 ,795,1080
436,3,1,6, 18.65 ,859,1260
437,2,5,9, 12.25 ,1053,1260
438,3,5,4, 17.21 ,554,840
439,5,2,4, 5.14 ,736,1080
440,4,5,9, 9.95 ,446,840
441,4,2,4, 8.96 ,367,840
442,3,5,5, 6.57 ,863,1260
443,3,5,4, 5.74 ,596,840
444,1,2,7, 28.50 ,380,840
445,5,4,3, 23.98 ,550,840
446,5,3,4, 32.37 ,1061,1260
447,4,1,3, 18.60 ,641,1080
448,5,3,4, 22.81 ,650,1080
449,2,3,1, 24.42 ,618,1080
450,2,1,3, 21.08 ,1079,1260
451,3,4,10, 14.19 ,398,840
452,1,5,1, 18.23 ,517,840
453,5,3,10, 17.94 ,729,1080
454,5,2,9, 18.57 ,386,840
455,1,5,7, 8.50 ,436,840
456,4,3,5, 13.29 ,475,840
457,5,3,5, 21.12 ,798,1080
458,3,2,7, 7.03 ,473,840
459,1,3,7, 15.84 ,652,1080
460,5,3,4, 14.34 ,855,1260
461,4,5,6, 12.97 ,835,1080
462,5,3,3, 14.38 ,406,840
463,2,1,6, 30.94 ,468,840
464,5,1,1, 14.60 ,817,1080
465,4,2,2, 17.62 ,536,840
466,3,5,8, 16.33 ,393,840
467,5,3,7, 25.80 ,1050,1260
468,4,5,3, 23.18 ,655,1080
469,1,2,8, 30.96 ,580,840
470,3,2,7, 14.50 ,364,840
471,1,4,5, 5.83 ,465,840
472,3,4,6, 5.55 ,441,840
473,5,1,1, 10.54 ,373,840
474,2,5,6, 14.56 ,650,1080
475,3,2,1, 18.39 ,649,1080
476,3,1,5, 14.86 ,544,840
477,4,1,6, 10.78 ,478,840
478,3,5,3, 16.80 ,710,1080
479,1,5,2, 5.63 ,1062,1260
480,4,1,4, 15.19 ,1058,1260
481,3,1,6, 10.13 ,763,1080
482,3,4,5, 13.93 ,982,1260
483,5,4,6, 12.11 ,712,1080
484,1,3,9, 19.09 ,997,1260
485,5,4,3, 17.59 ,932,1260
486,5,3,1, 19.92 ,893,1260
487,3,2,4, 13.24 ,602,1080
488,5,3,6, 23.57 ,439,840
489,1,4,8, 27.78 ,565,840
490,1,3,8, 15.61 ,904,1260
491,3,5,6, 14.72 ,597,840
492,3,1,6, 7.61 ,452,840
493,1,2,3, 6.99 ,890,1260
494,1,3,4, 31.07 ,534,840
495,3,1,5, 23.95 ,906,1260
496,5,4,3, 10.98 ,866,1260
497,2,5,6, 17.23 ,724,1080
498,2,3,9, 29.65 ,538,840
499,4,1,9, 24.93 ,623,1080
500,1,3,10, 29.88 ,944,1260
501,1,4,1, 18.54 ,499,840
502,5,2,9, 28.98 ,704,1080
503,5,4,9, 15.39 ,435,840
504,1,2,3, 17.10 ,761,1080
505,3,4,6, 27.57 ,995,1260
506,1,2,10, 28.76 ,549,840
507,4,2,8, 28.41 ,716,1080
508,2,3,3, 9.42 ,518,840
509,2,4,7, 19.36 ,930,1260
510,1,4,1, 15.09 ,428,840
511,2,5,7, 15.42 ,577,840
512,1,5,6, 4.82 ,827,1080
513,3,1,3, 24.74 ,604,1080
514,3,1,10, 14.08 ,451,840
515,3,5,5, 5.72 ,894,1260
516,5,4,6, 18.90 ,824,1080
517,1,3,8, 17.40 ,1008,1260
518,3,4,1, 23.41 ,1020,1260
519,2,4,8, 11.15 ,622,1080
520,4,1,2, 16.02 ,701,1080
521,2,5,1, 27.67 ,808,1080
522,2,1,4, 19.75 ,760,1080
523,1,5,10, 21.42 ,568,840
524,1,2,10, 28.46 ,613,1080
525,5,2,8, 12.19 ,973,1260
526,1,5,10, 29.86 ,755,1080
527,1,4,1, 30.31 ,979,1260
528,1,4,3, 29.27 ,388,840
529,4,5,7, 26.11 ,586,840
530,1,3,2, 30.62 ,743,1080
531,3,1,9, 19.78 ,1024,1260
532,5,3,6, 7.98 ,857,1260
533,5,3,3, 12.58 ,913,1260
534,5,1,1, 20.00 ,407,840
535,2,3,7, 20.82 ,838,1080
536,2,4,5, 20.14 ,549,840
537,4,3,7, 18.93 ,836,1080
538,5,3,1, 26.99 ,907,1260
539,2,1,4, 12.91 ,580,840
540,5,1,10, 4.23 ,996,1260
541,1,3,6, 18.17 ,974,1260
542,1,4,3, 17.19 ,1035,1260
543,1,3,9, 18.89 ,1073,1260
544,5,2,4, 17.08 ,629,1080
545,2,1,10, 29.75 ,851,1260
546,1,2,5, 18.87 ,674,1080
547,1,2,8, 14.60 ,757,1080
548,3,2,2, 8.74 ,827,1080
549,2,4,10, 26.75 ,452,840
550,3,5,6, 13.76 ,906,1260
551,3,2,4, 12.06 ,1027,1260
552,3,5,6, 17.63 ,977,1260
553,1,2,4, 7.78 ,1058,1260
554,1,4,5, 21.62 ,858,1260
555,2,1,8, 10.95 ,787,1080
556,3,4,4, 24.54 ,391,840
557,1,5,6, 30.58 ,716,1080
558,4,5,5, 16.14 ,733,1080
559,5,3,6, 12.75 ,861,1260
560,1,5,2, 29.81 ,396,840
561,5,3,3, 30.18 ,768,1080
562,4,5,5, 21.88 ,377,840
563,4,3,7, 18.02 ,690,1080
564,4,3,7, 21.39 ,752,1080
565,4,1,10, 28.30 ,385,840
566,3,5,3, 30.20 ,942,1260
567,3,1,8, 17.09 ,590,840
568,4,2,5, 26.82 ,733,1080
569,4,5,1, 7.85 ,1014,1260
570,1,5,7, 21.14 ,718,1080
571,3,2,5, 8.28 ,1019,1260
572,3,1,2, 12.72 ,964,1260
573,3,2,2, 32.27 ,561,840
574,3,2,9, 30.05 ,513,840
575,4,2,3, 17.02 ,620,1080
576,2,5,3, 4.94 ,1050,1260
577,3,2,8, 25.60 ,963,1260
578,2,3,8, 30.07 ,943,1260
579,5,4,7, 17.91 ,735,1080
580,5,4,8, 17.48 ,394,840
581,3,4,9, 16.10 ,1060,1260
582,5,4,9, 7.82 ,1065,1260
583,4,2,8, 29.79 ,931,1260
584,2,4,10, 7.73 ,637,1080
585,5,4,8, 14.82 ,946,1260
586,2,1,3, 10.74 ,564,840
587,3,4,1, 26.38 ,898,1260
588,1,3,2, 19.57 ,903,1260
589,1,3,8, 20.52 ,979,1260
590,4,5,8, 6.80 ,827,1080
591,5,1,2, 12.04 ,781,1080
592,3,4,6, 18.56 ,1052,1260
593,5,4,8, 10.73 ,847,1260
594,3,5,6, 15.39 ,508,840
595,3,5,9, 24.33 ,1022,1260
596,2,1,4, 7.42 ,526,840
597,5,3,2, 14.65 ,924,1260
598,3,4,9, 22.83 ,850,1260
599,4,2,3, 29.14 ,384,840
600,3,5,3, 31.10 ,1004,1260
601,3,1,4, 9.61 ,500,840
602,1,5,3, 12.14 ,929,1260
603,4,1,2, 12.61 ,654,1080
604,2,1,10, 32.39 ,677,1080
605,2,4,2, 7.85 ,735,1080
606,2,5,2, 29.47 ,861,1260
607,4,5,4, 24.18 ,645,1080
608,4,5,10, 11.60 ,654,1080
609,3,2,8, 27.42 ,766,1080
610,2,3,8, 11.76 ,471,840
611,4,5,8, 28.74 ,1017,1260
612,2,5,4, 21.18 ,1040,1260
613,3,4,10, 4.16 ,948,1260
614,5,4,6, 23.22 ,936,1260
615,4,3,8, 16.64 ,763,1080
616,5,3,7, 24.52 ,423,840
617,5,3,3, 20.45 ,841,1260
618,1,5,10, 4.75 ,489,840
619,5,2,3, 6.20 ,428,840
620,4,1,4, 19.59 ,452,840
621,1,3,4, 29.42 ,713,1080
622,5,2,3, 30.91 ,813,1080
623,3,5,9, 18.41 ,598,840
624,4,3,10, 11.07 ,430,840
625,4,1,4, 7.33 ,512,840
626,4,2,7, 23.79 ,764,1080
627,4,1,2, 7.28 ,563,840
628,1,4,8, 9.97 ,792,1080
629,1,5,5, 13.23 ,579,840
630,5,2,6, 13.87 ,549,840
631,5,2,3, 30.53 ,683,1080
632,4,1,5, 24.00 ,651,1080
633,4,5,5, 23.27 ,544,840
634,1,3,2, 4.26 ,759,1080
635,1,3,4, 26.11 ,641,1080
636,3,5,10, 29.05 ,694,1080
637,1,3,1, 19.95 ,449,840
638,4,2,6, 15.27 ,768,1080
639,2,1,10, 4.10 ,972,1260
640,4,2,9, 25.76 ,975,1260
641,2,1,7, 26.28 ,1080,1260
642,4,3,3, 7.83 ,640,1080
643,3,1,7, 23.65 ,661,1080
644,3,2,4, 11.59 ,1080,1260
645,4,3,7, 20.51 ,879,1260
646,3,2,10, 32.44 ,923,1260
647,1,4,8, 24.52 ,917,1260
648,2,1,5, 23.85 ,995,1260
649,2,3,10, 15.09 ,729,1080
650,2,1,2, 25.76 ,472,840
651,4,3,3, 21.14 ,925,1260
652,1,3,2, 5.14 ,1039,1260
653,5,2,8, 31.51 ,535,840
654,1,3,6, 15.60 ,457,840
655,1,4,9, 15.95 ,438,840
656,4,2,1, 18.18 ,516,840
657,5,4,8, 15.01 ,754,1080
658,2,3,7, 13.64 ,576,840
659,4,1,5, 10.15 ,837,1080
660,2,4,2, 5.54 ,394,840
661,1,5,6, 29.02 ,992,1260
662,5,4,8, 22.58 ,948,1260
663,2,1,8, 32.09 ,999,1260
664,5,1,7, 25.65 ,826,1080
665,2,3,10, 6.35 ,736,1080
666,5,1,4, 9.09 ,592,840
667,3,4,7, 18.24 ,408,840
668,3,5,9, 27.30 ,991,1260
669,4,5,6, 15.71 ,868,1260
670,2,3,5, 14.39 ,918,1260
671,3,4,8, 14.19 ,865,1260
672,1,2,10, 9.04 ,575,840
673,5,3,5, 25.56 ,667,1080
674,3,5,8, 12.40 ,776,1080
675,1,4,3, 5.86 ,719,1080
676,1,3,5, 20.88 ,901,1260
677,2,4,3, 25.28 ,648,1080
678,3,2,4, 21.88 ,772,1080
679,1,2,3, 18.03 ,742,1080
680,5,4,9, 5.58 ,592,840
681,3,2,7, 8.39 ,677,1080
682,5,4,8, 26.05 ,841,1260
683,3,5,10, 25.23 ,903,1260
684,4,5,9, 21.97 ,366,840
685,3,2,10, 11.49 ,1051,1260
686,3,5,3, 31.93 ,501,840
687,4,2,8, 26.55 ,377,840
688,1,5,7, 16.98 ,473,840
689,4,1,7, 8.76 ,646,1080
690,2,1,3, 30.45 ,727,1080
691,5,1,6, 10.41 ,851,1260
692,2,1,2, 29.32 ,598,840
693,2,1,1, 19.73 ,451,840
694,5,2,9, 23.74 ,624,1080
695,2,4,9, 13.57 ,1011,1260
696,3,4,9, 20.37 ,381,840
697,1,2,9, 13.66 ,1037,1260
698,3,1,6, 5.56 ,639,1080
699,4,5,6, 26.37 ,980,1260
700,4,3,4, 31.49 ,854,1260
701,1,2,9, 14.02 ,898,1260
702,5,2,2, 14.71 ,430,840
703,3,4,10, 16.97 ,855,1260
704,4,5,4, 4.08 ,640,1080
