k,o_k,d_k,w_k,q_k,e_k,l_k
2862,5,1,5,34.45,812,1080
2885,6,3,5,37.75,996,1260
2889,2,5,3,23.06,972,1260
2900,7,1,3,15.61,962,1260
2921,8,1,4,15.72,754,1080
2925,4,8,5,29.92,930,1260
2942,6,4,2,14.89,987,1260
2952,6,8,5,13.65,960,1260
2961,5,10,1,29.66,705,1080
2964,3,6,1,33.45,964,1260
2997,8,7,9,10.01,726,1080
3000,9,8,3,8.25,361,840
3003,7,9,1,11.22,847,1260
3013,5,4,2,26.26,461,840
3018,1,7,1,5.21,490,840
3019,2,9,6,8.72,848,1260
3023,7,3,6,31.4,566,840
3026,8,3,6,16.82,406,840
3029,7,5,2,30.67,989,1260
3036,2,9,9,30.27,926,1260
3040,6,2,5,8.32,1067,1260
3044,5,3,5,23.18,475,840
3063,5,4,10,31.54,600,1080
3067,9,8,8,5.69,776,1080
3071,10,5,3,17.23,506,840
3073,6,2,2,32.18,400,840
3076,2,9,4,22.22,420,840
3097,9,6,3,5.7,377,840
3100,9,5,8,24.04,368,840
3101,8,4,6,22.46,449,840
3102,6,4,4,16.48,974,1260
3104,8,1,1,19.46,934,1260
3109,7,1,5,37.67,571,840
3119,5,10,4,13.8,478,840
3137,7,4,9,19.08,1015,1260
3167,3,1,5,5.27,803,1080
3173,8,10,10,33.23,888,1260
3184,4,5,7,30.12,914,1260
3191,2,1,1,31.63,483,840
3193,5,9,7,8.51,366,840
3197,10,6,6,17.64,367,840
3201,10,4,7,29.26,719,1080
3202,9,4,3,32.32,864,1260
3213,8,2,1,8.21,909,1260
3230,10,4,9,15.82,520,840
3233,8,7,5,9.71,384,840
3238,3,6,7,7.12,747,1080
3240,6,9,6,4.62,915,1260
3246,8,7,9,26.85,576,840
3251,10,7,10,18.59,616,1080
3258,5,2,4,15.25,634,1080
3265,3,4,6,13.87,675,1080
3272,2,5,5,11.12,630,1080
3288,1,8,5,7.54,521,840
3289,1,10,9,5.1,478,840
3292,8,1,2,15.91,706,1080
3315,9,7,4,36.65,768,1080
3331,5,8,4,34.05,423,840
3332,4,3,10,15.64,473,840
3354,2,1,9,18.65,1025,1260
3360,8,3,7,28.21,497,840
3369,8,7,2,30.15,433,840
3372,4,9,3,27.21,812,1080
3376,10,9,7,16.89,729,1080
3378,4,8,9,7.79,368,840
3397,4,9,9,31.8,705,1080
3401,5,9,2,29.13,846,1260
3403,7,5,2,13.88,674,1080
3413,5,7,4,20.86,410,840
3457,10,7,6,17.34,972,1260
3460,8,5,1,9.11,841,1260
3466,10,2,6,31.19,1024,1260
3521,10,9,7,17.01,976,1260
3538,7,4,2,10.24,1028,1260
3557,1,4,6,14.22,641,1080
3563,6,9,8,34.37,489,840
3572,5,8,1,36.09,988,1260
3573,9,3,5,29.57,374,840
3582,7,1,8,19.74,882,1260
3583,3,4,5,37.09,436,840
3585,1,8,8,10.46,889,1260
3615,6,4,1,31.18,796,1080
3618,6,9,1,20.96,875,1260
3626,4,7,1,34.63,538,840
3628,4,8,7,9.84,600,1080
3640,6,5,5,9.54,537,840
3646,4,6,1,35.06,527,840
3651,7,10,9,20.75,857,1260
3662,1,6,9,13.26,1062,1260
3672,7,10,6,21.13,484,840
3676,9,2,6,10.72,379,840
3683,4,3,1,27.71,467,840
3686,3,9,10,13.52,853,1260
3695,9,6,2,32.1,862,1260
3715,9,10,3,29.85,470,840
3720,10,6,1,35.96,758,1080
3723,6,9,3,35.1,751,1080
3735,9,7,1,15.93,796,1080
3741,5,4,5,8.26,513,840
3746,7,3,9,24.26,1069,1260
3757,6,1,1,37.01,666,1080
3759,10,3,4,21.25,742,1080
3766,9,8,1,35.84,649,1080
3769,2,1,9,15.69,632,1080
3794,9,3,8,18.67,450,840
3795,8,3,1,8.33,788,1080
3799,7,4,1,13.23,868,1260
3800,10,2,9,31.18,646,1080
3821,7,9,2,36.94,539,840
3825,5,10,7,23.09,636,1080
3826,4,9,5,30.54,1049,1260
3827,4,6,3,11.27,686,1080
3838,8,2,9,29.94,397,840
3844,6,8,9,16.16,772,1080
3851,3,5,3,27.18,764,1080
3859,7,3,6,17.62,510,840
3866,5,8,4,32.23,432,840
3876,9,4,8,13.19,429,840
3877,10,6,10,17.04,372,840
3879,10,7,8,29.28,446,840
3897,3,5,1,10.33,775,1080
3908,4,2,2,18.33,569,840
3916,6,5,3,16.77,946,1260
3922,4,3,6,27.62,992,1260
3925,2,1,10,30.83,887,1260
3927,3,6,6,16.62,679,1080
3928,2,5,4,8.06,911,1260
3929,5,8,7,22.35,1049,1260
3953,3,1,3,34.42,515,840
4001,8,5,5,11.35,374,840
4009,7,1,4,21.47,878,1260
4013,4,9,2,9.06,1023,1260
4019,9,2,10,14.32,799,1080
4022,4,5,1,36.74,462,840
4027,2,7,7,26.12,730,1080
4031,3,6,8,17.47,1009,1260
4036,6,10,1,25.66,917,1260
4049,2,1,8,25.69,1054,1260
4051,7,5,9,11.63,816,1080
4068,3,2,6,18.53,992,1260
4069,10,9,10,34.61,1060,1260
4093,5,1,3,21.7,487,840
4104,4,1,8,12.9,569,840
4118,8,1,7,13.93,552,840
4128,5,1,6,24.36,416,840
4155,6,3,8,19.66,1001,1260
4175,5,2,2,23.54,628,1080
4190,8,3,10,9.5,441,840
4193,10,7,4,35.77,719,1080
4206,5,1,5,6.1,457,840
4208,5,4,6,22.95,1047,1260
4219,4,2,8,5.17,499,840
4223,1,10,1,13.48,878,1260
4235,1,4,6,15.39,668,1080
4253,7,1,9,30.15,538,840
4261,7,3,7,28.51,506,840
4298,1,8,6,35.97,715,1080
4301,1,3,8,4.27,515,840
4315,6,3,3,23.89,778,1080
4324,5,3,6,23.9,668,1080
4336,4,8,9,12.29,370,840
4346,10,6,5,4.1,634,1080
4354,6,2,10,35.66,502,840
4357,5,2,7,29.06,1001,1260
4358,4,10,4,31.44,858,1260
4364,4,7,1,21.41,1019,1260
4373,1,5,6,13.23,917,1260
4385,10,3,2,31.52,444,840
4392,4,1,3,14.12,776,1080
4396,2,6,9,11.25,781,1080
4411,7,9,9,21.72,1071,1260
4413,6,1,4,30.25,580,840
4430,1,5,5,7.87,649,1080
4459,5,10,9,19.04,804,1080
4461,9,2,4,15.97,1063,1260
4479,4,6,10,5.59,697,1080
4500,4,1,4,16.11,926,1260
4502,4,3,7,12.82,926,1260
4524,5,3,7,29.13,506,840
4526,6,7,8,34.28,961,1260
4537,7,3,8,25.72,665,1080
4570,6,4,7,9.85,660,1080
4574,7,1,2,37.59,467,840
4591,7,5,7,24.8,402,840
4608,9,3,4,30.18,711,1080
4611,7,10,10,16.64,772,1080
4626,6,3,3,28.55,911,1260
4640,4,1,4,15.34,492,840
4654,9,5,4,17.29,941,1260
4672,7,6,8,21.73,1021,1260
4681,10,2,9,31.5,638,1080
4693,2,9,1,15.7,644,1080
4696,4,1,7,11.15,808,1080
4708,8,6,3,30.27,501,840
4716,1,10,10,23.49,962,1260
4725,7,6,1,28.42,1030,1260
4728,10,7,5,16.98,482,840
4732,8,1,2,6.31,568,840
4734,1,9,10,32.03,599,840
4739,1,9,7,18.97,841,1260
4751,10,4,4,8.22,789,1080
4753,1,3,6,34.25,622,1080
4756,3,1,4,35.93,747,1080
4757,3,8,7,30.15,406,840
4793,10,5,10,13.93,756,1080
4797,10,8,8,24.91,876,1260
4800,1,5,9,25.22,676,1080
4805,3,10,7,23.95,805,1080
4829,6,3,3,9.36,541,840
4832,1,8,3,4.72,661,1080
4835,8,10,8,31.72,1018,1260
4838,10,6,4,12.57,561,840
4848,2,5,2,6.62,878,1260
4850,5,6,5,36.13,1066,1260
4856,2,9,7,30.38,917,1260
4857,6,8,2,18.53,434,840
4880,5,1,6,30.49,726,1080
4882,5,2,6,6.39,392,840
4894,6,8,1,33.73,447,840
4897,7,3,8,12.75,740,1080
4918,4,2,8,37.36,630,1080
4938,1,7,9,25.99,685,1080
4957,4,10,2,15.73,894,1260
4958,5,4,2,35.3,940,1260
4965,2,3,5,7.71,779,1080
4971,3,10,1,27.31,719,1080
4980,3,8,5,22.62,520,840
4988,2,8,9,15.5,398,840
5004,5,2,8,11.67,1003,1260
5005,6,10,8,25.87,446,840
5019,10,5,4,8.62,1027,1260
5031,1,6,6,36.34,414,840
5037,2,10,4,17.8,588,840
5045,6,7,3,18.39,664,1080
5056,8,1,1,14.16,573,840
5065,10,5,7,23.02,582,840
5075,2,5,2,12.68,535,840
5099,8,10,7,24.56,980,1260
5120,8,4,9,22.61,997,1260
5123,1,4,10,5.65,582,840
5138,6,8,1,35.07,391,840
5146,7,6,5,12.6,808,1080
5149,8,4,1,29.59,1059,1260
5151,8,5,7,19.39,1037,1260
5153,5,4,9,32.82,881,1260
5159,2,1,4,28.07,599,840
5164,3,10,4,34.1,695,1080
5165,2,7,10,30.02,856,1260
5172,4,6,2,35.61,896,1260
5188,8,3,4,18.22,415,840
5203,9,5,3,21.2,760,1080
5208,3,6,7,16.95,1023,1260
5220,5,8,4,26.13,711,1080
5247,6,9,7,15.67,1012,1260
5251,1,7,9,20.59,500,840
5253,3,6,2,23.65,832,1080
5259,1,7,8,8.75,760,1080
5269,7,3,2,8.2,523,840
5280,10,9,1,25.76,364,840
5283,4,5,1,28.32,405,840
5286,5,1,6,8.28,699,1080
5301,6,2,1,30.57,857,1260
5302,1,5,3,20.13,426,840
5344,9,5,5,33.61,629,1080
5346,5,7,2,13.62,433,840
5347,4,2,8,17.2,646,1080
5367,10,6,3,33.63,441,840
5368,3,9,8,33.76,626,1080
5385,10,2,5,23.1,504,840
5399,9,4,4,11.23,800,1080
5417,2,10,2,13.16,925,1260
5426,6,8,10,16.16,921,1260
5432,10,2,5,23.51,854,1260
5435,10,8,3,32.68,487,840
5445,8,6,5,16.01,1032,1260
5451,5,1,1,20.08,754,1080
5453,5,4,1,15.99,952,1260
5486,1,8,7,18.35,398,840
5506,5,2,4,30.34,947,1260
5512,6,5,8,25.64,708,1080
5541,3,5,2,33.37,641,1080
5548,8,5,4,31.03,402,840
5556,9,8,8,34.14,419,840
5574,10,9,10,25.99,760,1080
5577,10,8,2,6.4,785,1080
5593,9,10,8,33.03,562,840
5607,10,7,9,31.94,909,1260
5609,10,3,5,6.35,376,840
5616,2,6,7,29.73,536,840
5633,5,4,5,6.12,787,1080
5634,9,10,1,10.58,811,1080
5644,4,10,1,24.14,510,840
5667,3,2,6,27.44,825,1080
5670,2,6,3,9.82,959,1260
5683,10,9,3,17.98,749,1080
5702,2,3,8,29.01,385,840
5706,10,6,7,37.75,763,1080
5714,7,5,2,19.16,566,840
5718,1,9,2,13.79,521,840
5721,10,1,8,21.52,705,1080
5737,3,5,3,17.61,821,1080
5742,5,3,1,21.16,387,840
5747,9,1,8,20.55,770,1080
5762,5,3,1,12.97,895,1260
5767,5,8,1,21.34,773,1080
5772,3,6,9,13.97,373,840
5781,5,10,10,31.24,801,1080
5789,9,6,8,12.23,894,1260
5790,7,2,9,31.19,771,1080
5792,2,7,5,29.2,625,1080
5801,5,6,3,21.05,383,840
5802,3,6,9,7.04,942,1260
5813,4,8,5,5.52,458,840
5821,10,3,1,4.85,968,1260
5828,3,2,5,19.47,861,1260
5829,10,9,7,25.91,382,840
5832,7,4,8,31.4,799,1080
5836,6,4,6,35.68,743,1080
5841,3,5,2,31.84,681,1080
5842,5,7,10,15.88,689,1080
5847,5,7,5,32.1,958,1260
5862,1,10,9,15.05,428,840
5880,4,3,4,5.64,983,1260
5914,10,1,3,25.69,720,1080
5927,6,4,7,21.72,994,1260
5958,2,10,8,24.93,886,1260
5967,6,2,2,13.8,491,840
5989,6,10,1,26.78,720,1080
5993,5,8,5,19.03,677,1080
6007,3,5,1,5.07,1038,1260
6008,8,10,1,8.08,785,1080
6025,1,10,5,7.36,566,840
6053,10,2,4,6.88,1006,1260
6072,6,10,1,22.05,1044,1260
6074,7,4,4,9.39,766,1080
6076,10,2,10,28.5,1001,1260
6087,9,8,7,17.26,484,840
6094,4,8,5,27.91,523,840
6098,8,1,3,25.65,380,840
6115,1,10,1,34.81,616,1080
6133,2,1,9,36.77,996,1260
6153,2,5,1,10.62,620,1080
6156,2,9,4,35.2,925,1260
6161,1,2,4,9.2,800,1080
6163,6,5,9,30.34,923,1260
6191,8,6,1,18.18,886,1260
6199,8,5,1,29.76,865,1260
6204,9,1,4,19.18,776,1080
6205,8,3,4,24.86,762,1080
6206,9,6,5,17.71,912,1260
6207,5,8,6,8.6,617,1080
6210,10,6,8,27.27,995,1260
6214,9,3,8,10.7,765,1080
6215,7,1,5,29.6,1065,1260
6218,5,4,2,34.13,642,1080
6219,8,1,8,30,366,840
6221,9,8,4,35.99,595,840
6223,5,4,1,18.59,989,1260
6242,2,1,10,28.24,521,840
6246,6,5,6,36.96,1002,1260
6250,3,10,3,17.84,439,840
6261,10,4,5,12.68,709,1080
6281,7,6,7,23.7,832,1080
6291,9,6,6,4.86,370,840
6298,10,8,9,9,552,840
6329,3,7,10,17.79,490,840
6342,5,6,4,27.98,974,1260
6353,6,7,4,23.59,512,840
6355,5,10,7,24.97,1026,1260
6362,2,5,7,15.93,535,840
6370,8,9,10,33.12,746,1080
6384,3,9,10,28.09,617,1080
6409,3,6,2,20.23,1020,1260
6411,9,10,8,10.71,570,840
6412,7,6,3,13.72,541,840
6420,2,3,3,27.13,887,1260
6435,1,8,5,9.04,496,840
6457,10,6,10,17.55,1018,1260
6465,7,5,6,13.43,503,840
6477,1,8,1,24.78,526,840
6479,4,9,9,23.97,689,1080
6482,2,5,9,8.1,530,840
6483,7,8,3,30.02,891,1260
6487,6,3,9,11.58,638,1080
6495,9,3,10,5.86,949,1260
6505,3,9,10,29.94,394,840
6510,6,5,2,17.07,1001,1260
6513,4,5,3,4.17,1027,1260
6518,9,5,4,20.42,546,840
6535,6,7,3,36.31,917,1260
6541,7,10,7,31.9,439,840
6564,7,9,1,15.49,497,840
6569,7,5,4,11.66,520,840
6589,3,1,5,10.77,426,840
6599,2,8,6,17.59,446,840
6601,2,6,1,28.84,494,840
6606,7,10,10,20.57,824,1080
6610,4,3,10,20.36,701,1080
6626,1,2,4,22.46,1024,1260
6640,2,4,3,14.4,458,840
6642,1,7,3,26,1003,1260
6647,2,3,7,18.74,407,840
6657,6,3,6,29.16,775,1080
6674,2,1,3,18.51,830,1080
6703,10,7,3,14.74,602,1080
6719,2,10,1,36.91,937,1260
6741,9,2,2,25.93,482,840
6822,4,9,5,35.05,891,1260
6831,8,3,1,5.58,742,1080
6842,8,7,5,27.92,899,1260
6844,6,4,6,13.31,989,1260
6852,5,2,3,36.25,846,1260
6853,5,4,9,5.26,397,840
6856,5,7,2,21.1,561,840
6860,6,7,8,16.48,417,840
6873,6,5,2,20.19,1040,1260
6899,4,5,3,24.63,412,840
6905,8,5,2,6.33,911,1260
6906,5,10,9,12.8,975,1260
6912,9,3,10,21.47,522,840
6935,5,1,7,21.74,1041,1260
6947,1,3,3,34.09,478,840
6949,7,10,4,31.15,981,1260
6967,2,5,7,20.49,758,1080
7005,6,10,10,14,959,1260
7042,6,4,4,24.56,744,1080
7059,1,10,10,9.68,362,840
7069,4,3,8,29.1,951,1260
7074,2,10,4,6.27,725,1080
7075,7,4,9,35.03,615,1080
7085,5,2,4,6.66,1030,1260
7088,3,6,4,12.93,655,1080
7113,1,3,8,33.48,825,1080
7122,5,9,3,25.39,933,1260
7132,9,3,9,14.52,522,840
7171,4,9,5,20.79,588,840
7176,1,10,9,22.67,1038,1260
7229,4,7,9,9.13,714,1080
7234,1,9,9,18.57,472,840
7239,2,9,8,5.54,990,1260
7249,8,2,7,15.3,973,1260
7265,3,2,6,14.79,999,1260
7284,2,10,6,25.54,895,1260
7288,7,6,5,25.21,417,840
7291,4,1,1,25.53,455,840
7294,9,1,4,11.1,862,1260
7299,8,3,5,24.67,749,1080
7300,9,3,1,25.63,781,1080
7312,8,1,5,28.77,1059,1260
7324,5,4,8,34.94,733,1080
7332,6,2,7,33.97,500,840
7347,1,7,5,7.46,584,840
7350,4,9,4,29.91,962,1260
7355,9,4,9,29.13,631,1080
7368,1,10,9,28.15,1024,1260
7407,2,1,8,31.68,907,1260
7411,10,2,4,32.99,610,1080
7446,3,2,4,30.2,736,1080
7455,6,10,1,9.51,470,840
7456,1,4,1,4.67,575,840
7457,8,3,2,19.6,932,1260
7462,4,5,2,22.37,881,1260
7491,1,4,3,17.63,687,1080
7493,4,9,4,29.77,627,1080
7495,9,6,4,15.55,764,1080
7503,10,6,4,11.56,364,840
7508,8,3,4,23.02,390,840
7509,4,3,10,21.71,365,840
7523,6,4,4,30.88,573,840
7526,2,1,7,33.45,759,1080
7528,7,4,1,21.7,1015,1260
7534,4,10,10,5.11,556,840
7542,6,4,8,37.04,438,840
7544,10,5,5,5.31,890,1260
7554,10,4,5,10.82,759,1080
7561,6,8,6,15.53,625,1080
7564,8,7,8,17.37,1046,1260
7565,5,4,3,10.92,967,1260
7575,1,2,1,18.23,948,1260
7581,10,9,1,28.7,428,840
7610,10,9,7,5.91,511,840
7613,10,5,6,23.64,860,1260
7625,2,7,6,29.74,544,840
7636,10,7,8,9.71,743,1080
7638,7,2,1,21.71,788,1080
7641,3,1,5,19.55,988,1260
7645,10,6,3,20.84,764,1080
7653,1,5,7,22.97,734,1080
7665,4,8,10,11.51,411,840
7681,6,4,5,16.66,611,1080
7701,9,5,3,15.37,960,1260
7711,6,4,7,25.04,1065,1260
7715,2,4,2,14.36,621,1080
7718,10,1,6,24.79,484,840
7729,3,1,6,16.81,539,840
7737,4,3,3,29.31,714,1080
7743,10,6,7,8.88,386,840
7750,9,2,10,15.78,1073,1260
7752,10,4,4,20.73,523,840
7755,10,7,6,23.37,853,1260
7774,5,8,9,27.94,757,1080
7777,7,3,1,18.03,708,1080
7780,2,7,6,12.37,1072,1260
7784,2,10,1,33.85,478,840
7787,7,10,6,9.5,736,1080
7806,7,10,2,18.92,547,840
7807,4,3,1,23.41,433,840
7812,1,8,2,34.62,400,840
7813,3,10,4,35.8,953,1260
7816,1,2,8,33.93,698,1080
7834,8,10,10,32.62,649,1080
