k,o_k,d_k,w_k,q_k,e_k,l_k
134,9,2,5,24.38,1052,1260
135,3,8,6,40.54,909,1260
137,15,10,2,13.44,1053,1260
139,5,9,1,30.3,1032,1260
141,15,4,6,19.41,808,1080
143,4,7,3,10.36,956,1260
144,12,6,7,24.58,795,1080
146,5,2,6,29.05,1074,1260
147,3,10,7,10.12,392,840
148,11,9,6,29.62,620,1080
150,3,5,4,33.52,984,1260
156,4,3,3,30.89,733,1080
160,13,5,6,41.01,867,1260
161,4,6,7,35.81,873,1260
162,11,8,1,9.4,848,1260
163,4,6,3,13.78,557,840
164,15,9,9,39.26,894,1260
166,8,4,5,16.23,984,1260
167,6,4,6,40.09,750,1080
171,10,5,8,36.26,474,840
173,7,2,8,10.96,533,840
175,14,5,7,7.63,993,1260
176,13,7,3,17.23,434,840
177,2,4,5,9,632,1080
178,12,3,3,34.03,374,840
179,1,2,6,10.23,653,1080
180,9,4,2,30.4,626,1080
187,4,5,7,40.73,632,1080
190,11,1,4,26.15,727,1080
192,13,7,6,23.07,824,1080
194,4,3,4,42.41,569,840
195,13,10,2,29.82,872,1260
197,2,8,7,25.09,778,1080
198,8,6,5,22.93,797,1080
201,7,2,7,33.75,729,1080
202,3,4,5,27.47,497,840
203,13,10,3,6.05,831,1080
205,8,3,10,21.27,564,840
206,1,10,8,11.68,780,1080
207,7,6,1,23.05,647,1080
208,10,4,2,9.59,636,1080
209,12,7,9,39.68,576,840
211,4,3,7,34,1036,1260
212,15,7,4,25.16,952,1260
213,11,1,8,30.84,849,1260
214,11,1,1,31.97,773,1080
216,5,2,10,16.63,729,1080
217,11,2,6,25.32,588,840
221,4,5,3,15.86,497,840
222,10,6,5,29.28,977,1260
224,12,4,6,9.62,450,840
226,5,6,9,37.46,1000,1260
227,1,6,8,7.53,844,1260
229,14,7,3,33.95,682,1080
232,13,4,8,27.31,476,840
239,12,10,4,32.89,893,1260
241,13,9,1,5.71,558,840
242,13,4,7,36.3,929,1260
243,14,6,10,41.57,824,1080
246,2,5,5,41.39,1009,1260
247,12,1,10,7.96,370,840
252,7,9,4,9.46,705,1080
253,2,5,4,5.57,891,1260
254,8,5,3,21.16,784,1080
255,15,6,4,30.59,638,1080
256,4,1,2,30.54,578,840
257,9,4,6,4.17,392,840
260,10,2,6,39.38,679,1080
262,3,9,1,33.55,652,1080
263,9,8,9,41.57,1025,1260
265,8,5,10,14.82,588,840
267,14,6,2,23.6,408,840
270,14,2,5,6.78,949,1260
272,15,9,5,30.11,594,840
273,8,6,10,32.15,585,840
274,15,6,4,10.35,776,1080
276,5,7,6,19.71,688,1080
278,4,3,8,23.91,738,1080
279,14,3,10,36.08,989,1260
285,9,7,3,18.63,813,1080
286,15,6,7,18.69,789,1080
287,8,7,3,36.53,737,1080
288,8,5,10,9.55,620,1080
289,10,3,1,22.32,666,1080
290,14,9,6,23.36,870,1260
292,5,6,5,34.06,678,1080
293,13,4,10,38.31,664,1080
294,8,1,8,32.45,455,840
295,7,2,9,29.69,584,840
296,6,10,6,4.42,793,1080
297,15,9,2,12.39,792,1080
298,6,9,6,11.41,725,1080
301,2,3,10,9.69,474,840
306,11,8,8,35.97,525,840
307,6,9,3,8.64,1023,1260
310,2,8,10,26.26,536,840
311,10,1,10,12.01,872,1260
312,15,1,8,8.92,799,1080
313,15,2,9,25.08,724,1080
314,10,6,7,20.61,995,1260
316,7,3,7,18.2,658,1080
317,14,9,5,9.68,713,1080
318,13,7,6,4.63,854,1260
320,9,8,1,29.34,499,840
321,15,1,8,32.71,1032,1260
323,1,7,10,38.11,479,840
324,12,5,10,33.22,731,1080
325,4,9,3,23.61,834,1080
326,3,2,7,7,1025,1260
327,12,2,1,24.73,878,1260
328,11,5,10,6.91,1029,1260
330,2,3,3,27.66,873,1260
331,2,9,8,31.14,1050,1260
332,13,6,8,22.43,562,840
336,14,10,6,28.14,668,1080
341,10,4,6,33.56,1070,1260
342,3,10,8,6.92,385,840
349,4,5,2,14.82,505,840
351,5,1,10,29.81,657,1080
352,11,2,2,31.23,630,1080
353,8,5,3,9.27,530,840
354,1,7,2,5.21,831,1080
355,12,10,2,37.19,540,840
358,15,1,5,14.42,722,1080
359,9,1,2,31.22,654,1080
360,3,5,4,10.8,384,840
361,8,5,3,20.41,525,840
362,13,2,7,32.02,685,1080
363,7,10,8,29.74,501,840
365,3,8,8,10.76,529,840
366,12,5,2,5.48,717,1080
367,11,10,7,15.34,371,840
368,1,4,3,25.72,384,840
370,9,4,10,32.44,593,840
377,7,6,8,35.25,646,1080
378,13,9,2,36.06,835,1080
379,2,4,2,28.17,1042,1260
381,11,9,8,31.13,534,840
386,2,4,1,7.51,582,840
387,10,6,3,15.05,464,840
392,12,6,2,5.64,482,840
394,14,6,2,25.84,544,840
400,14,6,4,28.98,927,1260
401,15,7,4,12.23,1078,1260
403,2,5,5,36.81,547,840
404,14,3,10,35.21,685,1080
410,9,3,10,15.91,1002,1260
411,4,1,6,15.35,370,840
412,8,9,5,19.34,865,1260
413,15,7,5,33.32,844,1260
414,12,4,6,36.5,1005,1260
415,8,10,9,14.27,621,1080
416,6,2,8,25.74,952,1260
417,13,10,7,13.63,918,1260
419,12,7,6,10.95,725,1080
420,7,8,9,41.29,526,840
429,6,10,10,25.55,926,1260
430,13,5,8,29.51,532,840
433,9,5,4,21.4,719,1080
434,1,4,5,28.57,762,1080
435,8,4,7,41.69,795,1080
438,13,2,4,22.12,554,840
440,15,9,9,37.47,446,840
443,11,2,4,38.41,596,840
445,5,9,3,10.43,550,840
446,10,6,4,7.86,1061,1260
447,15,7,3,27.72,641,1080
452,3,10,1,17.69,517,840
454,15,10,9,14.72,386,840
455,3,7,7,26.55,436,840
456,12,6,5,19.98,475,840
458,12,9,7,19.14,473,840
459,14,1,7,17.29,652,1080
463,3,10,6,38.6,468,840
466,4,5,8,33.35,393,840
467,15,9,7,14.82,1050,1260
469,10,3,8,6.88,580,840
476,6,7,5,15.03,544,840
477,8,4,6,27.31,478,840
482,10,7,5,4.29,982,1260
484,4,10,9,10.95,997,1260
487,12,1,4,6.65,602,1080
488,3,5,6,25.64,439,840
491,8,4,6,31.98,597,840
493,12,6,3,14.15,890,1260
499,7,2,9,25.6,623,1080
500,15,6,10,37.68,944,1260
503,6,7,9,39.22,435,840
505,15,8,6,41.26,995,1260
506,8,9,10,30.19,549,840
507,7,5,8,40.62,716,1080
511,13,10,7,40.97,577,840
512,14,4,6,27.26,827,1080
514,5,2,10,5.55,451,840
515,5,4,5,25.97,894,1260
517,3,5,8,6.16,1008,1260
518,11,8,1,31.99,1020,1260
521,11,1,1,40.92,808,1080
523,9,2,10,11.3,568,840
524,12,4,10,4.59,613,1080
525,4,3,8,36.23,973,1260
526,3,6,10,39.95,755,1080
528,1,3,3,27.03,388,840
529,4,5,7,9.05,586,840
530,12,7,2,14.58,743,1080
532,15,2,6,27.3,857,1260
534,7,3,1,16.31,407,840
535,12,9,7,18.89,838,1080
540,5,2,10,39.73,996,1260
541,12,1,6,9.14,974,1260
542,14,10,3,18.94,1035,1260
543,15,6,9,40.89,1073,1260
544,1,8,4,5.76,629,1080
546,15,2,5,19.2,674,1080
547,13,1,8,22.1,757,1080
548,14,5,2,22.57,827,1080
550,9,8,6,39.71,906,1260
552,6,9,6,13.02,977,1260
554,4,7,5,18.76,858,1260
555,2,3,8,17.36,787,1080
556,11,4,4,36.85,391,840
557,15,9,6,15.61,716,1080
559,9,2,6,5.48,861,1260
560,14,8,2,19.31,396,840
562,1,8,5,31.04,377,840
563,9,4,7,27.77,690,1080
565,9,3,10,29.67,385,840
571,15,7,5,40.34,1019,1260
572,1,2,2,15.54,964,1260
574,12,7,9,14.05,513,840
578,6,3,8,13.14,943,1260
580,4,10,8,5.18,394,840
583,2,4,8,9.66,931,1260
586,10,7,3,39.99,564,840
589,5,1,8,27.21,979,1260
591,7,1,2,10.65,781,1080
593,5,3,8,21.6,847,1260
594,9,6,6,10.86,508,840
597,11,8,2,38.28,924,1260
598,8,6,9,32.8,850,1260
599,8,5,3,23.44,384,840
600,12,8,3,5.87,1004,1260
602,3,7,3,18.29,929,1260
603,2,10,2,27.65,654,1080
604,11,1,10,25.1,677,1080
606,12,9,2,36.01,861,1260
607,11,3,4,28.66,645,1080
608,9,2,10,17.54,654,1080
609,6,3,8,4.49,766,1080
612,15,2,4,5.86,1040,1260
614,4,6,6,22.15,936,1260
615,8,2,8,35.35,763,1080
616,10,5,7,40.99,423,840
618,4,5,10,38.59,489,840
622,9,8,3,8.45,813,1080
623,8,1,9,29.82,598,840
625,6,3,4,7.73,512,840
627,12,6,2,21.66,563,840
628,12,5,8,30.26,792,1080
634,5,7,2,12.98,759,1080
646,14,4,10,17.52,923,1260
647,12,9,8,26.87,917,1260
649,12,4,10,24.15,729,1080
650,12,7,2,26.71,472,840
654,6,7,6,13.51,457,840
655,10,3,9,10.89,438,840
656,5,9,1,12.21,516,840
657,12,6,8,28.96,754,1080
660,7,1,2,25.58,394,840
661,11,1,6,20.72,992,1260
664,15,9,7,32.12,826,1080
665,12,5,10,20.28,736,1080
666,9,2,4,34.16,592,840
667,3,10,7,26.06,408,840
673,9,10,5,40.64,667,1080
675,4,2,3,9.94,719,1080
678,6,8,4,21.59,772,1080
684,2,4,9,9.92,366,840
686,5,2,3,8.81,501,840
687,7,5,8,35.43,377,840
688,15,4,7,13.17,473,840
689,14,5,7,9.05,646,1080
690,2,1,3,6.35,727,1080
693,3,4,1,39.1,451,840
694,14,10,9,36.18,624,1080
695,3,1,9,25.17,1011,1260
696,14,1,9,17.71,381,840
698,12,7,6,27.43,639,1080
699,12,6,6,5.72,980,1260
701,15,5,9,8.2,898,1260
702,7,1,2,6.64,430,840
703,10,1,10,20.42,855,1260
706,2,5,9,39.23,364,840
707,6,1,4,39.36,848,1260
709,12,9,1,5.19,564,840
710,6,1,7,15.88,819,1080
711,4,9,5,15.66,563,840
715,3,1,2,17.65,677,1080
717,2,1,5,41.02,560,840
719,12,4,9,31.42,536,840
720,11,9,7,20.09,632,1080
723,13,5,3,34.66,772,1080
724,12,5,2,39.03,529,840
725,9,7,9,19.22,469,840
726,15,4,7,6.61,1012,1260
727,7,10,8,19.25,767,1080
728,1,3,6,36.11,689,1080
729,15,8,2,30.05,791,1080
730,3,6,3,25.45,722,1080
731,6,5,9,4.9,538,840
733,15,4,5,15.48,387,840
734,5,2,4,29.39,1045,1260
738,15,3,9,19.49,974,1260
741,13,8,5,7.84,722,1080
744,13,1,2,8.72,969,1260
745,1,4,10,27.89,388,840
746,5,4,5,9.62,373,840
747,14,4,3,29.4,960,1260
750,5,10,8,33.63,754,1080
752,1,5,7,40.2,401,840
753,12,3,6,33.07,589,840
754,12,10,2,4.22,693,1080
755,5,4,8,27.9,1021,1260
756,12,8,7,32.59,1001,1260
757,7,1,8,39.26,953,1260
758,4,6,8,36.16,400,840
760,3,4,5,39.84,1003,1260
762,7,10,9,10.26,1035,1260
764,12,7,8,33.84,777,1080
766,3,4,5,9.79,908,1260
768,15,4,7,40.94,568,840
769,11,4,6,28.2,396,840
773,2,10,5,10.97,688,1080
774,15,9,10,38.68,395,840
775,8,6,3,20.77,777,1080
776,14,2,1,4.14,767,1080
777,3,9,6,5.46,1073,1260
778,4,8,1,20.41,364,840
779,12,4,8,16.41,859,1260
782,9,4,1,31.51,582,840
787,11,10,10,15.65,618,1080
788,4,7,6,5.88,412,840
789,6,5,9,36.07,557,840
790,14,6,5,35.48,1050,1260
794,7,9,4,11.11,718,1080
795,13,2,5,29.37,847,1260
796,9,7,8,33.86,846,1260
798,7,10,9,4.52,378,840
802,8,1,10,4.32,632,1080
803,15,1,2,33.51,734,1080
806,12,6,3,33.64,891,1260
809,6,4,1,4.64,403,840
810,4,2,6,19.67,644,1080
811,8,1,4,29.42,839,1080
816,4,1,10,16.21,635,1080
821,11,10,10,34.65,589,840
823,8,5,8,25.73,542,840
828,3,10,3,25.24,583,840
830,6,1,4,19.08,1037,1260
832,5,10,1,37.47,990,1260
833,3,9,2,4.08,456,840
834,4,6,7,41.14,462,840
835,10,7,3,9.69,968,1260
839,13,7,10,11.86,425,840
842,4,6,1,25.58,981,1260
844,8,2,10,19.5,865,1260
845,14,5,3,19.66,873,1260
848,14,1,5,18.4,751,1080
849,7,5,2,32.54,1052,1260
850,13,8,9,31.61,983,1260
853,11,9,2,9.12,457,840
854,5,1,2,39.25,960,1260
856,5,7,5,20.67,1076,1260
858,2,1,1,21.14,604,1080
860,3,2,3,9.76,495,840
861,15,9,3,20.18,1053,1260
862,1,4,9,23.54,1028,1260
863,6,5,8,34.43,970,1260
864,3,2,5,13.07,1054,1260
865,8,4,7,31.91,860,1260
867,2,8,7,25.96,579,840
868,13,3,2,34.99,1048,1260
870,9,6,1,34.72,453,840
872,13,2,3,4.6,1012,1260
873,6,8,5,23.57,440,840
875,12,8,10,9.02,857,1260
878,11,7,8,36.51,1060,1260
879,15,8,8,41.4,694,1080
880,8,2,2,24.11,812,1080
884,4,9,3,17.28,857,1260
885,13,8,6,9.71,489,840
889,3,4,7,5.13,1024,1260
890,2,10,8,18.04,567,840
891,13,2,1,34.69,533,840
893,2,5,8,17.73,441,840
895,7,5,1,33,550,840
897,11,4,4,36.07,874,1260
899,4,10,1,32.01,593,840
901,8,10,10,34.31,856,1260
902,11,7,1,23.67,1068,1260
903,6,4,6,5.6,1068,1260
904,11,9,9,4.32,996,1260
906,3,10,10,5.2,846,1260
907,6,8,9,15.06,628,1080
909,6,3,9,5.65,810,1080
910,10,6,5,40.29,976,1260
911,11,6,7,20.7,499,840
912,12,10,5,21.27,383,840
913,8,7,8,42.09,798,1080
915,4,1,5,40.5,714,1080
920,6,1,2,21.23,543,840
921,7,3,10,24.53,536,840
922,4,5,4,27.49,785,1080
924,12,7,4,42.54,829,1080
928,7,10,4,31.74,992,1260
929,11,4,2,33.12,632,1080
931,11,5,5,22.91,833,1080
935,1,2,2,28.18,1043,1260
936,10,5,6,15.74,929,1260
938,12,3,4,12.67,383,840
941,15,3,8,33,542,840
944,14,9,8,39.45,415,840
946,15,8,9,22.55,760,1080
948,8,5,9,28.49,1072,1260
952,15,8,5,28.22,711,1080
953,9,4,2,5.4,511,840
954,3,7,1,9.45,704,1080
958,15,7,2,33.31,551,840
961,14,2,5,9.37,876,1260
964,10,4,6,19.86,545,840
965,3,7,3,31.75,1062,1260
966,5,3,4,21.14,589,840
967,5,10,1,14.01,1048,1260
971,8,6,1,35.17,696,1080
972,6,3,3,20.19,696,1080
974,15,8,8,34.51,649,1080
976,8,3,6,7.63,637,1080
977,8,3,8,6.07,1000,1260
979,7,2,8,10.5,464,840
980,12,5,10,42.32,380,840
981,2,9,10,35.52,420,840
982,12,1,5,12.62,523,840
984,5,2,3,5.85,432,840
985,5,2,4,5.99,469,840
987,9,2,9,17.96,602,1080
989,11,5,5,10.97,991,1260
991,15,10,8,30.48,384,840
994,9,8,5,29.51,529,840
996,11,2,5,20.43,1042,1260
997,12,4,5,25.16,580,840
999,3,1,9,17.42,974,1260
1003,2,6,9,21.11,694,1080
1007,3,6,7,32.93,964,1260
1009,2,4,3,30.61,528,840
1010,4,7,8,13.38,962,1260
1015,12,8,3,37.01,682,1080
1018,9,7,2,25.16,1063,1260
1021,14,9,7,37.18,1017,1260
1023,15,4,1,29.43,914,1260
1025,13,10,8,31.32,689,1080
1026,9,5,5,36.05,592,840
1027,1,4,9,26.98,404,840
1028,3,6,7,22.99,1011,1260
1029,9,2,1,37.48,556,840
1034,11,10,10,14.66,701,1080
1035,8,2,5,20.58,667,1080
1036,11,10,8,5.86,984,1260
1040,9,10,2,13.55,1062,1260
1041,12,8,3,39.68,814,1080
1042,3,5,3,9.67,601,1080
1046,15,6,5,6.78,717,1080
1047,9,10,6,27.17,383,840
1048,3,2,7,28.28,977,1260
1049,13,10,3,9.53,975,1260
1051,9,6,3,12.69,1008,1260
1052,4,6,1,6.16,636,1080
1055,8,4,6,40.24,776,1080
1062,15,7,2,6.96,529,840
1063,14,4,1,7.15,895,1260
1068,11,6,5,10.59,947,1260
1069,2,9,9,15.92,830,1080
1072,3,2,10,21.72,570,840
1076,4,10,4,25.32,1040,1260
1077,12,8,10,15.58,427,840
1078,1,6,2,15.65,908,1260
1082,9,8,10,31.8,943,1260
1087,15,7,1,22.3,895,1260
1088,9,4,9,5.64,560,840
1092,5,7,1,6.26,1028,1260
1093,7,9,8,16.95,515,840
1095,2,3,1,27.07,417,840
1096,11,5,6,38.84,613,1080
1097,3,5,3,24.18,659,1080
1099,11,3,9,30.23,889,1260
1100,13,5,2,38.77,360,840
1101,5,8,3,16.77,1004,1260
1102,8,4,10,4.19,611,1080
1103,3,8,9,12.64,490,840
1104,4,9,7,32.84,935,1260
1105,9,4,1,8.26,903,1260
1107,10,6,10,15.39,946,1260
1108,7,1,1,25.97,858,1260
1110,7,8,9,23.28,529,840
1111,9,4,4,36.8,514,840
1113,7,10,7,42.21,583,840
1118,11,4,6,31.1,629,1080
1119,1,7,8,30.06,1029,1260
1120,9,7,10,15.43,483,840
1121,11,6,7,41.57,716,1080
1122,6,7,2,38.41,691,1080
1124,11,6,6,17.91,403,840
1125,10,2,10,26.81,584,840
1128,5,1,2,41.53,810,1080
1131,8,9,2,22.44,672,1080
1135,2,5,2,37.83,600,1080
1136,9,7,3,35.07,895,1260
1137,1,5,4,10.07,963,1260
1138,5,10,8,14.23,510,840
1139,7,1,5,40.55,867,1260
1140,4,9,10,4.04,671,1080
1143,2,9,4,4,390,840
1145,15,5,6,35.87,491,840
1146,5,8,8,8.27,420,840
1147,3,9,3,7.85,671,1080
1149,7,1,9,13.35,520,840
1153,11,9,6,20.67,684,1080
1156,9,3,9,20.61,501,840
1157,9,6,4,41.27,861,1260
1158,10,5,9,33.36,1071,1260
1161,4,7,7,14.86,682,1080
1162,15,5,10,35.97,1013,1260
1165,4,7,8,33.1,948,1260
1168,15,9,2,29.65,723,1080
1169,10,5,7,21.51,775,1080
1172,8,3,2,36.33,874,1260
1174,1,8,1,6.23,929,1260
1177,14,2,3,4.87,549,840
1181,13,3,2,28.98,879,1260
1185,7,6,5,17.02,614,1080
1186,6,3,7,26.09,654,1080
1187,9,8,5,30.46,556,840
1188,11,9,6,35.95,367,840
1189,2,8,2,11.46,1079,1260
1190,12,4,9,34.93,679,1080
1191,9,7,7,35.37,995,1260
1192,12,8,9,18.65,628,1080
1193,14,10,4,26.81,663,1080
1195,9,4,3,29.55,528,840
1197,1,5,4,30.58,689,1080
1200,3,6,2,34.09,909,1260
1201,12,1,1,42.08,792,1080
1202,12,2,6,19.5,808,1080
1204,8,2,5,36.05,814,1080
1206,14,9,3,4.82,411,840
1207,6,5,8,14.88,811,1080
1214,12,9,5,39.25,381,840
1216,9,6,2,20.63,1060,1260
1219,15,2,8,19.61,453,840
1222,8,3,2,18.85,529,840
1226,7,4,7,10.29,443,840
1227,12,3,10,13.18,448,840
1229,1,5,2,15.98,500,840
1230,2,1,8,41.96,690,1080
1231,5,8,3,28.96,716,1080
1233,13,10,1,35.34,523,840
1234,4,7,9,39.93,1019,1260
1237,8,10,9,12.31,694,1080
1241,3,10,6,35.61,418,840
1244,8,4,4,29.51,707,1080
1249,2,10,10,20.85,924,1260
1252,13,9,5,42.3,919,1260
1253,13,10,9,38.38,390,840
1254,2,10,4,14.52,685,1080
1255,7,5,6,31.92,953,1260
1256,1,9,7,10.32,713,1080
1257,12,8,7,37.22,360,840
1258,3,8,3,11.57,459,840
1260,8,5,9,8.02,549,840
1264,1,5,7,27.55,907,1260
1265,1,2,5,21.62,369,840
1266,2,3,7,8.53,877,1260
1267,1,7,7,40.03,906,1260
1268,11,10,3,10.6,794,1080
1270,6,5,4,20.37,889,1260
1271,11,9,1,32.15,802,1080
1273,15,2,6,34.85,752,1080
1274,15,2,6,10.99,500,840
1275,2,7,1,14.74,411,840
1277,15,1,7,26.8,669,1080
1278,12,8,2,18.78,1041,1260
1282,11,6,9,18.05,940,1260
1286,1,3,6,38.21,898,1260
1287,7,8,10,37.19,697,1080
1288,11,5,2,14.54,636,1080
1292,8,3,5,13.86,826,1080
1295,12,7,6,21.65,608,1080
1296,1,9,5,29.49,997,1260
1297,10,7,9,18.41,606,1080
1298,14,8,10,12.33,460,840
1300,12,4,6,41.11,738,1080
1301,15,10,2,10.86,797,1080
1305,13,5,1,36.66,645,1080
1307,4,8,5,31.19,919,1260
1311,13,2,2,26.43,614,1080
1312,2,1,5,6.68,513,840
1313,3,1,1,28.22,380,840
1315,7,2,6,35.18,551,840
1316,4,5,3,41.46,823,1080
1317,3,6,7,14.66,921,1260
1318,5,4,6,23.42,867,1260
1319,5,7,9,34.69,426,840
1320,4,3,2,25.47,887,1260
1321,2,8,4,30.69,793,1080
1323,9,4,9,29.7,459,840
1324,12,7,2,25.65,588,840
1327,5,1,9,16.18,1055,1260
1330,14,10,10,4.36,874,1260
1331,14,2,4,10.55,690,1080
1332,13,6,6,28.07,523,840
1333,7,4,6,17.87,1030,1260
1334,12,4,8,4.15,651,1080
1335,13,9,3,34.86,904,1260
1336,1,6,3,41.74,746,1080
1337,15,5,4,27,1078,1260
1340,1,3,4,30.07,504,840
1342,7,6,9,27.52,598,840
1344,7,10,3,22.33,491,840
1345,13,2,4,31.94,782,1080
1347,13,4,4,26.7,929,1260
1348,4,6,4,37.37,464,840
1349,15,8,6,18.52,385,840
1350,7,5,6,16.41,582,840
1352,4,2,1,23.87,759,1080
1353,3,7,10,40.88,927,1260
1354,15,6,10,9.72,451,840
1355,7,8,10,34.3,483,840
1357,7,1,5,24.86,899,1260
1358,15,3,7,30.58,1009,1260
1359,1,7,4,37.52,580,840
1360,10,6,4,11.31,554,840
1362,9,5,8,8.73,1012,1260
1363,6,7,2,30.18,931,1260
1369,1,3,2,16.28,885,1260
1371,10,1,4,33.44,746,1080
1372,7,9,6,6.89,784,1080
1373,11,9,7,19.54,928,1260
1376,5,9,8,5.44,1080,1260
1378,1,8,7,19.96,490,840
1379,12,7,1,26.78,949,1260
1380,12,9,9,7.76,460,840
1383,14,4,6,31.87,840,1260
1384,5,2,3,36.89,747,1080
1385,9,10,8,28.4,414,840
1387,6,9,2,10.72,645,1080
1389,8,7,1,39.42,903,1260
1391,15,1,8,15.54,543,840
1392,3,10,3,14.42,937,1260
1393,4,10,4,33.25,612,1080
1394,2,7,2,40.67,787,1080
1395,8,3,8,10.7,992,1260
1396,10,5,4,5.19,565,840
1398,14,4,3,25.86,642,1080
1399,1,3,2,37.31,739,1080
1400,11,9,9,28.76,475,840
1402,14,4,6,16.79,952,1260
1404,7,6,7,6.54,821,1080
1406,7,3,5,15.92,735,1080
1409,5,9,3,10.34,811,1080
1412,1,5,2,13.36,879,1260
1413,5,4,10,31.78,415,840
1419,5,9,10,11.24,992,1260
1420,10,7,2,12.66,453,840
1421,8,5,8,4.02,866,1260
1423,5,10,2,11.01,463,840
1424,15,4,3,4.2,832,1080
1426,13,3,3,42.52,1067,1260
1429,13,8,6,34.33,557,840
1430,1,2,1,34.49,681,1080
1433,12,8,8,6.71,837,1080
1434,5,2,9,28.18,1012,1260
1435,7,3,9,41.9,370,840
1436,15,5,2,8.89,505,840
1437,11,5,10,22.36,406,840
1438,6,5,1,29.22,983,1260
1439,1,8,9,20.6,504,840
1440,8,5,8,6.05,702,1080
1442,13,1,9,27,444,840
1445,15,10,6,24.34,768,1080
1450,5,2,7,34.98,1014,1260
1451,5,8,3,36.52,592,840
1452,8,4,5,16.29,475,840
1459,9,2,5,11.66,395,840
1461,7,10,10,30.99,925,1260
1462,7,4,1,5.69,1049,1260
1463,10,6,2,37.74,829,1080
1464,8,3,5,23.88,1069,1260
1466,15,6,1,4.95,818,1080
1467,7,6,3,11.51,590,840
1470,1,6,6,40.36,613,1080
1473,11,4,8,39.72,934,1260
1477,11,6,3,35.08,741,1080
1478,2,5,4,33.8,899,1260
1479,10,1,6,32.95,896,1260
1480,2,5,2,24.02,643,1080
1481,1,10,8,20.31,458,840
1483,12,8,2,42.06,726,1080
1485,7,6,7,10.98,396,840
1488,15,7,1,8.64,610,1080
1490,11,6,8,6.33,751,1080
1491,7,3,6,22.73,489,840
1492,5,2,8,25.41,713,1080
1494,15,8,6,36.93,408,840
1496,13,10,1,22.25,415,840
1498,8,3,7,19.95,990,1260
1500,8,5,7,27.03,832,1080
1502,4,9,5,8.61,459,840
1503,8,6,4,14.29,371,840
1505,8,9,9,6.96,719,1080
1506,5,7,3,41.96,870,1260
1507,10,3,10,42.59,425,840
1508,12,8,4,25.56,890,1260
1511,9,4,8,19.85,966,1260
1513,5,7,9,31.29,498,840
1514,11,1,10,5.56,528,840
1516,6,3,1,4.16,412,840
1519,13,5,6,22.93,560,840
1521,14,9,1,32.06,970,1260
1522,7,9,9,6.59,898,1260
1523,15,5,2,18.93,995,1260
1524,11,8,6,36.42,626,1080
1527,9,5,6,11.84,471,840
1528,12,10,4,12.67,724,1080
1531,2,8,8,21.05,835,1080
1533,14,1,8,14.4,689,1080
1539,7,2,1,32.13,1030,1260
1542,5,9,4,36.01,758,1080
1543,13,9,3,27.58,651,1080
1545,15,1,2,37.2,776,1080
1546,8,10,3,28.98,865,1260
1548,8,6,7,27.81,993,1260
1549,5,3,9,39.9,839,1080
1550,4,10,4,17.87,896,1260
1552,10,4,6,9.94,635,1080
1555,4,9,9,15.98,570,840
1556,8,1,8,14.69,895,1260
1563,6,9,3,31.8,619,1080
