k,o_k,d_k,w_k,q_k,e_k,l_k
660,10,15,2,18.1,394,840
661,19,7,6,14,992,1260
664,17,3,7,25,826,1080
665,10,18,10,17.6,736,1080
666,3,6,4,3.8,592,840
667,18,20,7,11.4,408,840
673,4,10,5,1.2,667,1080
675,18,16,3,15.7,719,1080
678,8,14,4,16.9,772,1080
684,4,9,9,21.4,366,840
686,14,8,3,2.8,501,840
687,15,9,8,8.2,377,840
688,1,16,7,22.8,473,840
689,6,19,7,18.3,646,1080
690,16,18,3,12.7,727,1080
693,15,13,1,20.5,451,840
694,8,9,9,22.3,624,1080
695,18,17,9,26,1011,1260
696,8,17,9,3.7,381,840
698,16,18,6,11.6,639,1080
699,8,5,6,3.8,980,1260
701,13,6,9,12.6,898,1260
702,7,10,2,16.7,430,840
703,6,3,10,18.7,855,1260
706,16,2,9,19.9,364,840
707,3,7,4,21,848,1260
709,19,14,1,14.3,564,840
710,17,19,7,24.4,819,1080
711,5,6,5,16,563,840
715,14,8,2,9.4,677,1080
717,7,4,5,24.3,560,840
719,12,4,9,21.2,536,840
720,1,2,7,24.4,632,1080
723,11,19,3,25.9,772,1080
724,20,15,2,3.1,529,840
725,8,5,9,16.2,469,840
726,13,15,7,4.9,1012,1260
727,6,5,8,6.5,767,1080
728,18,7,6,1.6,689,1080
729,7,5,2,24,791,1080
730,16,13,3,8.1,722,1080
731,11,17,9,7.3,538,840
733,19,9,5,4.2,387,840
734,5,7,4,18.2,1045,1260
738,11,13,9,2,974,1260
741,14,20,5,17.1,722,1080
744,4,1,2,23.9,969,1260
745,10,12,10,14.6,388,840
746,3,5,5,13.4,373,840
747,6,8,3,9,960,1260
750,9,15,8,24.3,754,1080
752,12,20,7,5.7,401,840
753,14,4,6,21,589,840
754,16,15,2,25.6,693,1080
755,5,3,8,2.2,1021,1260
756,19,15,7,17,1001,1260
757,8,5,8,10.7,953,1260
758,19,2,8,14.7,400,840
760,12,6,5,6.4,1003,1260
762,9,8,9,16.5,1035,1260
764,20,9,8,21.1,777,1080
766,20,6,5,12.1,908,1260
768,18,15,7,11,568,840
769,11,17,6,1.9,396,840
773,14,15,5,17.2,688,1080
774,17,13,10,23.2,395,840
775,15,17,3,6.1,777,1080
776,13,5,1,22.3,767,1080
777,17,14,6,8.4,1073,1260
778,3,13,1,10.3,364,840
779,9,20,8,8.3,859,1260
782,3,12,1,11.2,582,840
787,3,17,10,18.3,618,1080
788,14,5,6,12,412,840
789,11,19,9,14.8,557,840
790,12,2,5,10.8,1050,1260
794,2,17,4,25.1,718,1080
795,20,4,5,21.7,847,1260
796,6,2,8,21.1,846,1260
798,15,4,9,17.6,378,840
802,8,20,10,25.6,632,1080
803,1,14,2,24.8,734,1080
806,3,20,3,11.2,891,1260
809,18,7,1,11.9,403,840
810,8,12,6,20.4,644,1080
811,2,9,4,6.2,839,1080
816,19,3,10,23.7,635,1080
821,8,15,10,9.4,589,840
823,20,5,8,13.8,542,840
828,4,19,3,6.2,583,840
830,20,7,4,19.9,1037,1260
832,11,10,1,10.4,990,1260
833,16,6,2,20.5,456,840
834,11,7,7,25.5,462,840
835,11,6,3,10.2,968,1260
839,18,2,10,21.3,425,840
842,7,19,1,13.4,981,1260
844,20,15,10,22.8,865,1260
845,9,15,3,4.5,873,1260
848,6,2,5,15.5,751,1080
849,3,16,2,9.7,1052,1260
850,7,19,9,1.7,983,1260
853,6,2,2,8.1,457,840
854,2,20,2,18,960,1260
856,8,15,5,5.7,1076,1260
858,20,4,1,5,604,1080
860,14,5,3,23.6,495,840
861,2,5,3,2.6,1053,1260
862,3,13,9,15.5,1028,1260
863,17,11,8,17.7,970,1260
864,6,17,5,13.2,1054,1260
865,10,1,7,22.4,860,1260
867,7,2,7,22.7,579,840
868,18,11,2,13.9,1048,1260
870,10,14,1,18.7,453,840
872,13,14,3,13.1,1012,1260
873,14,6,5,4,440,840
875,13,11,10,20.7,857,1260
878,6,13,8,23.8,1060,1260
879,5,19,8,7.9,694,1080
880,4,14,2,6.6,812,1080
884,5,7,3,15.5,857,1260
885,14,7,6,10.6,489,840
889,7,2,7,2.1,1024,1260
890,19,11,8,13,567,840
891,1,17,1,20.7,533,840
893,13,4,8,16.5,441,840
895,16,7,1,1.5,550,840
897,16,20,4,21.9,874,1260
899,16,12,1,11.6,593,840
901,16,4,10,21.3,856,1260
902,5,14,1,24.9,1068,1260
903,20,17,6,17.3,1068,1260
904,11,8,9,21.1,996,1260
906,16,9,10,3.9,846,1260
907,2,18,9,13.4,628,1080
909,8,5,9,23.4,810,1080
910,15,17,5,2.9,976,1260
911,3,14,7,22.5,499,840
912,5,20,5,2.7,383,840
913,15,17,8,21.3,798,1080
915,17,14,5,12.8,714,1080
920,11,19,2,15.7,543,840
921,8,4,10,16.7,536,840
922,7,5,4,11.5,785,1080
924,16,15,4,4.1,829,1080
928,18,7,4,22.7,992,1260
929,15,3,2,23.3,632,1080
931,9,18,5,13.7,833,1080
935,15,10,2,3.3,1043,1260
936,2,19,6,22.5,929,1260
938,17,5,4,10.4,383,840
941,9,7,8,18.7,542,840
944,5,17,8,16.5,415,840
946,3,16,9,20.1,760,1080
948,17,18,9,5.2,1072,1260
952,9,11,5,17.5,711,1080
953,7,3,2,9.1,511,840
954,4,14,1,26,704,1080
958,7,15,2,19.1,551,840
961,19,9,5,1.8,876,1260
964,7,3,6,1.5,545,840
965,11,19,3,9.9,1062,1260
966,18,3,4,7.7,589,840
967,8,3,1,13.4,1048,1260
971,13,10,1,2.8,696,1080
972,15,8,3,15.2,696,1080
974,6,18,8,20.3,649,1080
976,17,1,6,17.1,637,1080
977,19,17,8,17.4,1000,1260
979,14,6,8,14.7,464,840
980,3,12,10,23.2,380,840
981,7,9,10,2.6,420,840
982,3,15,5,23.3,523,840
984,14,15,3,24.7,432,840
985,16,5,4,20.8,469,840
987,6,13,9,16.2,602,1080
989,1,12,5,15.7,991,1260
991,7,9,8,23.3,384,840
994,16,10,5,20.4,529,840
996,12,11,5,24.5,1042,1260
997,20,1,5,13.4,580,840
999,19,20,9,4.3,974,1260
1003,6,3,9,17.1,694,1080
1007,3,6,7,15.2,964,1260
1009,20,16,3,12.1,528,840
1010,11,17,8,4.4,962,1260
1015,1,5,3,21.4,682,1080
1018,18,20,2,17.4,1063,1260
1021,19,15,7,20.3,1017,1260
1023,11,17,1,8.9,914,1260
1025,20,3,8,18.7,689,1080
1026,2,10,5,14.8,592,840
1027,2,18,9,18.7,404,840
1028,7,17,7,6.9,1011,1260
1029,13,15,1,2.5,556,840
1034,2,8,10,18.1,701,1080
1035,20,8,5,25,667,1080
1036,13,14,8,2.6,984,1260
1040,3,19,2,15.4,1062,1260
1041,11,4,3,19.6,814,1080
1042,14,4,3,10.9,601,1080
1046,6,14,5,13.2,717,1080
1047,14,6,6,20.2,383,840
1048,5,18,7,5.1,977,1260
1049,14,6,3,10.2,975,1260
1051,8,20,3,5.7,1008,1260
1052,8,9,1,19.3,636,1080
1055,12,5,6,18.2,776,1080
1062,10,9,2,10.9,529,840
1063,13,8,1,11.4,895,1260
1068,17,7,5,24.1,947,1260
1069,16,8,9,21.3,830,1080
1072,17,15,10,9.4,570,840
1076,3,14,4,7.8,1040,1260
1077,3,11,10,5.4,427,840
1078,16,12,2,12.8,908,1260
1082,10,2,10,24.8,943,1260
1087,5,16,1,11.6,895,1260
1088,19,11,9,13.2,560,840
1092,15,16,1,2.7,1028,1260
1093,8,20,8,21.6,515,840
1095,14,8,1,12.7,417,840
1096,13,6,6,24.1,613,1080
1097,4,6,3,17.8,659,1080
1099,18,3,9,7.6,889,1260
1100,13,7,2,1.7,360,840
1101,7,11,3,15.8,1004,1260
1102,11,2,10,10.4,611,1080
1103,7,19,9,11.3,490,840
1104,18,9,7,11.9,935,1260
1105,8,2,1,5.6,903,1260
1107,8,15,10,21.7,946,1260
1108,14,15,1,14.2,858,1260
1110,18,17,9,4.9,529,840
1111,10,12,4,10.6,514,840
1113,18,3,7,3.4,583,840
1118,15,4,6,21.7,629,1080
1119,7,19,8,14.2,1029,1260
1120,3,14,10,11.5,483,840
1121,8,11,7,2.6,716,1080
1122,16,17,2,25.6,691,1080
1124,7,11,6,19.4,403,840
1125,1,2,10,17.1,584,840
1128,19,3,2,22.4,810,1080
1131,17,13,2,16.6,672,1080
1135,3,13,2,8.4,600,1080
1136,18,4,3,13.5,895,1260
1137,18,11,4,19,963,1260
1138,14,9,8,10.1,510,840
1139,18,15,5,4.3,867,1260
1140,3,9,10,19.6,671,1080
1143,17,9,4,15.4,390,840
1145,17,18,6,17.2,491,840
1146,12,7,8,5.6,420,840
1147,2,6,3,23.6,671,1080
1149,19,8,9,22,520,840
1153,12,18,6,23.2,684,1080
1156,16,10,9,2.5,501,840
1157,6,14,4,19.3,861,1260
1158,17,6,9,4.9,1071,1260
1161,11,3,7,21.7,682,1080
1162,8,2,10,6.1,1013,1260
1165,18,14,8,5.6,948,1260
1168,13,20,2,17,723,1080
1169,10,15,7,25.5,775,1080
1172,16,20,2,17.7,874,1260
1174,18,7,1,16.1,929,1260
1177,17,14,3,6,549,840
1181,16,10,2,5,879,1260
1185,15,17,5,23.8,614,1080
1186,18,10,7,23.6,654,1080
1187,20,17,5,23.6,556,840
1188,15,10,6,8.6,367,840
1189,18,3,2,25.2,1079,1260
1190,3,14,9,23.7,679,1080
1191,17,11,7,22.7,995,1260
1192,20,2,9,10.4,628,1080
1193,7,8,4,11.7,663,1080
1195,7,2,3,18.9,528,840
1197,7,8,4,20.9,689,1080
1200,10,20,2,6.6,909,1260
1201,8,14,1,4.2,792,1080
1202,18,6,6,18.9,808,1080
1204,7,13,5,8.6,814,1080
1206,5,1,3,18.8,411,840
1207,3,16,8,6.6,811,1080
1214,6,4,5,6.4,381,840
1216,2,5,2,5.5,1060,1260
1219,12,8,8,19.2,453,840
1222,16,13,2,24.2,529,840
1226,5,9,7,11.9,443,840
1227,15,9,10,3.6,448,840
1229,20,15,2,7.5,500,840
1230,8,15,8,12.3,690,1080
1231,4,1,3,17.7,716,1080
1233,10,20,1,15.3,523,840
1234,6,17,9,5.8,1019,1260
1237,17,16,9,2.7,694,1080
1241,20,12,6,2.1,418,840
1244,7,20,4,23.7,707,1080
1249,9,11,10,24.7,924,1260
1252,20,5,5,9.6,919,1260
1253,1,12,9,10.1,390,840
1254,19,18,4,18.8,685,1080
1255,8,5,6,4,953,1260
1256,6,7,7,22.4,713,1080
1257,12,16,7,18.9,360,840
1258,2,5,3,14.3,459,840
1260,2,1,9,21.9,549,840
1264,13,17,7,14.5,907,1260
1265,14,2,5,22.2,369,840
1266,9,16,7,12.4,877,1260
1267,14,6,7,16.7,906,1260
1268,5,2,3,20,794,1080
1270,12,19,4,22.5,889,1260
1271,15,12,1,10,802,1080
1273,2,20,6,1.2,752,1080
1274,5,3,6,25.5,500,840
1275,3,20,1,3.6,411,840
1277,7,3,7,11.8,669,1080
1278,9,1,2,14.5,1041,1260
1282,1,4,9,12.5,940,1260
1286,16,5,6,14.5,898,1260
1287,7,13,10,22.6,697,1080
1288,15,5,2,8.9,636,1080
1292,4,18,5,24.9,826,1080
1295,9,20,6,6.4,608,1080
1296,6,1,5,5.1,997,1260
1297,1,3,9,18.4,606,1080
1298,3,17,10,15.1,460,840
1300,11,10,6,17.7,738,1080
1301,10,1,2,19.1,797,1080
1305,12,5,1,18,645,1080
1307,14,6,5,8.6,919,1260
1311,8,19,2,7.2,614,1080
1312,19,8,5,3.2,513,840
1313,10,6,1,23.3,380,840
1315,5,13,6,20.6,551,840
1316,10,14,3,6.8,823,1080
1317,15,10,7,23.5,921,1260
1318,3,14,6,11.7,867,1260
1319,14,3,9,8.8,426,840
1320,16,4,2,14,887,1260
1321,4,15,4,2.8,793,1080
1323,13,15,9,4.4,459,840
1324,7,18,2,16.4,588,840
1327,13,2,9,4.2,1055,1260
1330,13,17,10,25.5,874,1260
1331,20,1,4,21.7,690,1080
1332,16,14,6,23.9,523,840
1333,5,3,6,16.7,1030,1260
1334,14,17,8,14.6,651,1080
1335,4,20,3,19.4,904,1260
1336,5,18,3,22.9,746,1080
1337,20,12,4,5.7,1078,1260
1340,14,5,4,11.2,504,840
1342,5,12,9,18.6,598,840
1344,11,7,3,11.4,491,840
1345,13,17,4,13.1,782,1080
1347,10,1,4,6.7,929,1260
1348,5,20,4,19.9,464,840
1349,3,1,6,14.3,385,840
1350,3,18,6,5.7,582,840
1352,7,2,1,7.3,759,1080
1353,13,1,10,6,927,1260
1354,13,20,10,2.3,451,840
1355,9,1,10,23.8,483,840
1357,20,10,5,25.5,899,1260
1358,13,10,7,1.8,1009,1260
1359,20,9,4,5,580,840
1360,6,14,4,10,554,840
1362,3,14,8,10.8,1012,1260
1363,9,1,2,19.8,931,1260
1369,19,7,2,11.8,885,1260
1371,18,14,4,20.6,746,1080
1372,14,13,6,17.3,784,1080
1373,9,7,7,14.1,928,1260
1376,6,20,8,23.6,1080,1260
1378,13,20,7,1.3,490,840
1379,11,3,1,5.2,949,1260
1380,15,14,9,1.3,460,840
1383,6,2,6,4.4,840,1260
1384,2,6,3,7.7,747,1080
1385,20,3,8,26,414,840
1387,5,19,2,4.4,645,1080
1389,7,6,1,11.5,903,1260
1391,15,7,8,16.4,543,840
1392,4,5,3,22.3,937,1260
1393,13,20,4,16.9,612,1080
1394,1,13,2,24.5,787,1080
1395,19,9,8,10.7,992,1260
1396,11,10,4,13.6,565,840
1398,19,13,3,5.4,642,1080
1399,10,20,2,13,739,1080
1400,7,8,9,4.5,475,840
1402,3,9,6,21.3,952,1260
1404,7,20,7,20.3,821,1080
1406,2,9,5,5.3,735,1080
1409,10,3,3,4.3,811,1080
1412,2,5,2,17.5,879,1260
1413,7,8,10,21.6,415,840
1419,2,5,10,4.8,992,1260
1420,13,16,2,9.3,453,840
1421,20,3,8,12.7,866,1260
1423,4,20,2,25.4,463,840
1424,8,1,3,16.2,832,1080
1426,10,4,3,7.9,1067,1260
1429,16,6,6,25.6,557,840
1430,9,5,1,1.1,681,1080
1433,11,20,8,8.2,837,1080
1434,3,13,9,8.7,1012,1260
1435,1,11,9,17.3,370,840
1436,16,9,2,18.9,505,840
1437,8,10,10,16.6,406,840
1438,15,2,1,24.7,983,1260
1439,15,10,9,24.8,504,840
1440,15,13,8,3.4,702,1080
1442,3,2,9,17,444,840
1445,17,7,6,22.4,768,1080
1450,11,2,7,15.4,1014,1260
1451,10,8,3,22.6,592,840
1452,5,6,5,23.1,475,840
1459,15,2,5,22.3,395,840
1461,15,14,10,17.5,925,1260
1462,11,16,1,22.9,1049,1260
1463,2,16,2,22.6,829,1080
1464,15,5,5,13.1,1069,1260
1466,6,20,1,4.7,818,1080
1467,5,2,3,5.6,590,840
1470,14,1,6,23.8,613,1080
1473,9,12,8,24.7,934,1260
1477,3,1,3,17.1,741,1080
1478,16,12,4,24.4,899,1260
1479,4,1,6,21,896,1260
1480,1,4,2,7.4,643,1080
1481,16,3,8,3.1,458,840
1483,1,4,2,13.9,726,1080
1485,12,6,7,23.8,396,840
1488,11,8,1,12.1,610,1080
1490,9,1,8,12.4,751,1080
1491,17,2,6,22,489,840
1492,4,10,8,16.3,713,1080
1494,5,3,6,24.6,408,840
1496,6,9,1,9,415,840
1498,7,14,7,13.9,990,1260
1500,6,3,7,3.2,832,1080
1502,19,14,5,13.1,459,840
1503,12,6,4,23.9,371,840
1505,16,10,9,17.5,719,1080
1506,20,4,3,25.2,870,1260
1507,17,4,10,24.2,425,840
1508,3,17,4,24.6,890,1260
1511,15,12,8,5.2,966,1260
1513,18,3,9,2.6,498,840
1514,14,2,10,13.2,528,840
1516,5,7,1,6.4,412,840
1519,11,15,6,6.7,560,840
1521,5,16,1,18.8,970,1260
1522,10,5,9,20,898,1260
1523,19,9,2,11.1,995,1260
1524,15,5,6,2.6,626,1080
1527,4,6,6,16.6,471,840
1528,2,8,4,20.2,724,1080
1531,7,20,8,17.6,835,1080
1533,15,6,8,19.3,689,1080
1539,6,16,1,25.9,1030,1260
1542,13,8,4,6.9,758,1080
1543,18,16,3,13.5,651,1080
1545,13,16,2,5.1,776,1080
1546,18,2,3,8.9,865,1260
1548,1,16,7,10.8,993,1260
1549,7,13,9,3.8,839,1080
1550,7,19,4,12.5,896,1260
1552,18,6,6,14.1,635,1080
1555,11,9,9,17.8,570,840
1556,7,6,8,19.9,895,1260
1563,7,9,3,13.4,619,1080
1565,6,19,8,23.8,640,1080
1567,11,7,8,16.4,894,1260
1569,2,3,6,23.4,728,1080
1572,18,11,2,11,847,1260
1574,14,20,4,11.9,503,840
1575,6,8,10,23.5,361,840
1576,15,10,9,14.2,436,840
1577,6,10,9,7.4,382,840
1579,5,7,3,16.2,881,1260
