k,o_k,d_k,w_k,q_k,e_k,l_k
7625,3,4,6,8.5,544,840
7633,2,4,8,26.64,413,840
7738,4,2,5,6.89,608,1080
7781,4,5,4,7.45,685,1080
7785,1,2,7,23.63,465,840
7791,5,1,2,30.6,398,840
7799,1,5,1,23.22,531,840
7892,1,3,5,8.41,652,1080
7898,4,1,10,31.49,658,1080
7928,2,5,3,4.63,423,840
7979,4,3,9,9.05,457,840
8048,5,3,7,10.27,800,1080
8114,1,2,7,5.69,1005,1260
8181,3,2,10,14.12,437,840
8203,5,1,6,19.34,446,840
8208,5,1,3,20.48,930,1260
8231,2,1,2,22.37,396,840
8235,4,3,8,28.61,854,1260
8316,5,1,8,9.36,664,1080
8330,4,3,9,10.76,853,1260
8474,3,5,8,14.85,780,1080
8476,5,2,7,26.47,943,1260
8482,5,2,4,14.12,738,1080
8512,1,4,6,14.51,764,1080
8539,3,4,7,18.76,1014,1260
8552,3,1,4,20.75,886,1260
8567,2,5,5,22.73,605,1080
8611,1,3,10,7.58,542,840
8694,1,5,8,4.6,396,840
8739,1,5,10,30.68,469,840
8753,5,1,9,21.03,382,840
8764,3,2,9,20.98,395,840
8780,5,1,6,29.32,1057,1260
8804,5,3,3,12.18,943,1260
8813,1,3,8,17.47,524,840
8843,5,4,2,8.45,1024,1260
8859,3,4,7,8.51,666,1080
8903,2,1,9,4.35,927,1260
8960,4,5,8,13.26,481,840
9000,2,1,9,10.44,1031,1260
9023,4,5,5,5.84,1066,1260
9061,2,1,1,9.43,512,840
9084,1,4,9,12.46,1015,1260
9163,1,4,7,28.86,919,1260
9193,1,3,2,31.09,362,840
9440,1,3,6,4.05,765,1080
9454,5,4,1,32.44,762,1080
9462,5,3,2,10.18,363,840
9570,5,4,3,23.85,1014,1260
9597,5,2,1,28.98,579,840
9625,3,4,2,18.83,757,1080
9667,5,3,10,12.21,995,1260
9677,1,2,1,20.83,1000,1260
9701,4,3,1,32.11,459,840
9715,5,3,6,19.82,989,1260
9716,2,5,4,30.3,989,1260
9731,3,1,7,7.97,548,840
9772,5,4,8,22.03,699,1080
9896,2,5,2,27.55,484,840
9903,2,1,10,26.81,898,1260
9964,5,2,7,19.23,690,1080
9992,2,3,9,32.21,816,1080
9993,3,4,7,14.53,361,840
