k,o_k,d_k,w_k,q_k,e_k,l_k
232,2,1,8,16.69,476,840
239,1,2,4,27.38,893,1260
241,1,2,1,14.5,558,840
242,3,5,7,9.35,929,1260
243,3,5,10,25.8,824,1080
246,1,2,5,28.32,1009,1260
247,5,3,10,17.52,370,840
252,2,3,4,12.39,705,1080
253,3,4,4,4.11,891,1260
254,2,4,3,10.04,784,1080
255,2,3,4,14.64,638,1080
256,5,1,2,27.11,578,840
257,1,2,6,12.57,392,840
260,4,2,6,11.21,679,1080
262,3,5,1,31.16,652,1080
263,1,5,9,10.16,1025,1260
265,4,5,10,28.41,588,840
267,4,5,2,18.84,408,840
270,3,1,5,30.59,949,1260
272,3,4,5,30.58,594,840
273,3,4,10,4.56,585,840
274,2,5,4,8.41,776,1080
276,4,2,6,18.22,688,1080
278,5,4,8,8.63,738,1080
279,3,1,10,31.67,989,1260
285,1,4,3,6.92,813,1080
286,5,3,7,26.26,789,1080
287,4,2,3,30.46,737,1080
288,2,3,10,25.44,620,1080
289,5,1,1,25.84,666,1080
290,2,4,6,18.69,870,1260
292,5,2,5,29.53,678,1080
293,4,2,10,29.91,664,1080
294,4,2,8,17.78,455,840
295,3,2,9,18,584,840
296,5,4,6,30.4,793,1080
297,2,3,2,17.91,792,1080
298,4,5,6,14.22,725,1080
301,2,1,10,7.41,474,840
306,2,4,8,17,525,840
307,4,1,3,25.97,1023,1260
310,2,4,10,21.78,536,840
311,4,2,10,22.26,872,1260
312,3,5,8,20.42,799,1080
313,2,1,9,5.82,724,1080
314,3,4,7,25.86,995,1260
316,1,2,7,18.77,658,1080
317,4,5,5,13.93,713,1080
318,5,3,6,25.59,854,1260
320,3,1,1,17.37,499,840
321,1,3,8,13.22,1032,1260
323,4,3,10,22.42,479,840
324,3,4,10,19.96,731,1080
325,4,5,3,25.77,834,1080
326,4,5,7,5.01,1025,1260
327,3,4,1,12.59,878,1260
328,4,5,10,16.29,1029,1260
330,4,5,3,18.17,873,1260
331,1,4,8,8.33,1050,1260
332,1,4,8,24.57,562,840
336,2,3,6,11.06,668,1080
341,1,4,6,16.18,1070,1260
342,2,3,8,16.3,385,840
349,2,4,2,5.38,505,840
351,1,2,10,17.97,657,1080
352,3,1,2,16.64,630,1080
353,4,3,3,19.62,530,840
354,4,3,2,31.83,831,1080
355,4,2,2,16.89,540,840
358,5,4,5,14.82,722,1080
359,4,1,2,26.67,654,1080
360,5,2,4,10.23,384,840
361,1,5,3,9.78,525,840
362,3,5,7,27.17,685,1080
363,1,4,8,4.82,501,840
365,4,5,8,21.84,529,840
366,4,5,2,31.82,717,1080
367,2,4,7,22.94,371,840
368,1,4,3,4.62,384,840
370,5,3,10,24.77,593,840
377,3,1,8,26.89,646,1080
378,5,1,2,10.95,835,1080
379,4,1,2,22.8,1042,1260
381,2,4,8,17.67,534,840
386,1,5,1,11.95,582,840
387,1,2,3,21.53,464,840
392,4,1,2,30.79,482,840
394,3,4,2,20.99,544,840
400,5,3,4,10.93,927,1260
401,1,2,4,10.03,1078,1260
403,4,3,5,4.1,547,840
404,1,4,10,12.99,685,1080
410,3,4,10,29.67,1002,1260
411,2,1,6,31.73,370,840
412,4,3,5,10.38,865,1260
413,4,1,5,4.23,844,1260
414,5,4,6,16.9,1005,1260
415,2,4,9,4.54,621,1080
416,1,3,8,8.68,952,1260
417,4,5,7,8.98,918,1260
419,5,3,6,17.2,725,1080
420,2,5,9,30.99,526,840
429,3,4,10,23.95,926,1260
430,5,3,8,8.09,532,840
433,1,3,4,31.34,719,1080
434,5,4,5,4.35,762,1080
435,5,1,7,28.83,795,1080
438,3,5,4,20.83,554,840
440,4,5,9,10.45,446,840
443,3,5,4,10.53,596,840
445,5,4,3,10.48,550,840
446,5,3,4,13.04,1061,1260
447,4,1,3,10.64,641,1080
452,1,5,1,11.4,517,840
454,5,2,9,16.74,386,840
455,1,5,7,29.49,436,840
456,4,3,5,5.8,475,840
458,3,2,7,4.61,473,840
459,1,3,7,11.57,652,1080
463,2,1,6,23.62,468,840
466,3,5,8,16.8,393,840
467,5,3,7,5,1050,1260
469,1,2,8,21.48,580,840
476,3,1,5,6.02,544,840
477,4,1,6,15.83,478,840
482,3,4,5,11.33,982,1260
484,1,3,9,10.93,997,1260
487,3,2,4,22.51,602,1080
488,5,3,6,30.28,439,840
491,3,5,6,21.91,597,840
493,1,2,3,17.46,890,1260
499,4,1,9,4.1,623,1080
500,1,3,10,12.17,944,1260
503,5,4,9,26.15,435,840
505,3,4,6,27.55,995,1260
506,1,2,10,12.83,549,840
507,4,2,8,26.14,716,1080
511,2,5,7,19.97,577,840
512,1,5,6,15.99,827,1080
514,3,1,10,18.73,451,840
515,3,5,5,15.36,894,1260
517,1,3,8,23.07,1008,1260
518,3,4,1,9.84,1020,1260
521,2,5,1,27.4,808,1080
523,1,5,10,14.41,568,840
524,1,2,10,5.32,613,1080
525,5,2,8,24.97,973,1260
526,1,5,10,7.67,755,1080
528,1,4,3,10.95,388,840
529,4,5,7,11.92,586,840
530,1,3,2,12.8,743,1080
532,5,3,6,17.46,857,1260
534,5,1,1,8.24,407,840
535,2,3,7,14.81,838,1080
540,5,1,10,27.62,996,1260
541,1,3,6,12.38,974,1260
542,1,4,3,4.09,1035,1260
543,1,3,9,5.57,1073,1260
544,5,2,4,21.61,629,1080
546,1,2,5,16.92,674,1080
547,1,2,8,28.45,757,1080
548,3,2,2,6.54,827,1080
550,3,5,6,7.65,906,1260
552,3,5,6,11.37,977,1260
554,1,4,5,17.31,858,1260
555,2,1,8,28.71,787,1080
556,3,4,4,4.48,391,840
557,1,5,6,20.81,716,1080
559,5,3,6,15.78,861,1260
560,1,5,2,11.47,396,840
562,4,5,5,24.56,377,840
563,4,3,7,16.89,690,1080
565,4,1,10,11.23,385,840
571,3,2,5,27.94,1019,1260
572,3,1,2,4.55,964,1260
574,3,2,9,9.55,513,840
578,2,3,8,15.37,943,1260
580,5,4,8,30.92,394,840
583,4,2,8,16.85,931,1260
586,2,1,3,10.94,564,840
589,1,3,8,31.71,979,1260
591,5,1,2,5.77,781,1080
593,5,4,8,22.64,847,1260
594,3,5,6,14.88,508,840
597,5,3,2,19.57,924,1260
598,3,4,9,5.98,850,1260
599,4,2,3,30.41,384,840
600,3,5,3,11.03,1004,1260
602,1,5,3,22.89,929,1260
603,4,1,2,19.15,654,1080
604,2,1,10,4.38,677,1080
606,2,5,2,8.12,861,1260
607,4,5,4,25.53,645,1080
608,4,5,10,12.25,654,1080
609,3,2,8,26.08,766,1080
612,2,5,4,14.79,1040,1260
614,5,4,6,24.53,936,1260
615,4,3,8,28.32,763,1080
616,5,3,7,31.81,423,840
618,1,5,10,24.39,489,840
622,5,2,3,6.38,813,1080
623,3,5,9,6.91,598,840
625,4,1,4,29.24,512,840
627,4,1,2,9.5,563,840
628,1,4,8,19.75,792,1080
634,1,3,2,10.77,759,1080
646,3,2,10,10.43,923,1260
647,1,4,8,8.13,917,1260
649,2,3,10,30.66,729,1080
650,2,1,2,28.45,472,840
654,1,3,6,21.19,457,840
655,1,4,9,20.34,438,840
656,4,2,1,26,516,840
657,5,4,8,10.25,754,1080
660,2,4,2,22.81,394,840
661,1,5,6,25.93,992,1260
664,5,1,7,16.38,826,1080
665,2,3,10,24.63,736,1080
666,5,1,4,16.24,592,840
667,3,4,7,32.42,408,840
673,5,3,5,24.6,667,1080
675,1,4,3,10.96,719,1080
678,3,2,4,26.77,772,1080
684,4,5,9,9.67,366,840
686,3,5,3,21.43,501,840
687,4,2,8,16.98,377,840
688,1,5,7,10.6,473,840
689,4,1,7,11.7,646,1080
690,2,1,3,19.72,727,1080
693,2,1,1,32.29,451,840
694,5,2,9,21.31,624,1080
695,2,4,9,13.3,1011,1260
696,3,4,9,11.26,381,840
698,3,1,6,9.59,639,1080
699,4,5,6,12.38,980,1260
701,1,2,9,16.66,898,1260
702,5,2,2,7.16,430,840
703,3,4,10,11.68,855,1260
706,3,1,9,10.12,364,840
707,4,2,4,7.71,848,1260
709,2,1,1,26.37,564,840
710,3,1,7,9.79,819,1080
711,3,4,5,28.86,563,840
715,5,1,2,6.91,677,1080
717,1,5,5,20.97,560,840
719,5,2,9,11.78,536,840
720,5,4,7,14.93,632,1080
723,3,5,3,22.36,772,1080
724,2,5,2,26.44,529,840
725,4,3,9,8.43,469,840
726,4,3,7,7.23,1012,1260
727,5,4,8,24.14,767,1080
728,2,3,6,24.37,689,1080
729,5,1,2,9.7,791,1080
730,3,2,3,9.4,722,1080
731,3,1,9,23.26,538,840
733,1,2,5,10.6,387,840
734,2,3,4,31.37,1045,1260
738,5,2,9,25.32,974,1260
741,4,2,5,6.13,722,1080
744,4,5,2,22.62,969,1260
745,1,3,10,23.36,388,840
746,4,2,5,12.58,373,840
747,4,2,3,30.23,960,1260
750,2,1,8,16.28,754,1080
752,3,1,7,19.46,401,840
753,4,5,6,28.24,589,840
754,4,3,2,6.32,693,1080
755,1,2,8,20.81,1021,1260
756,5,4,7,28.4,1001,1260
757,4,3,8,7.4,953,1260
758,5,1,8,20.46,400,840
760,2,1,5,26.45,1003,1260
762,5,3,9,17.92,1035,1260
764,5,1,8,9.97,777,1080
766,3,2,5,15.04,908,1260
768,2,3,7,9.55,568,840
769,5,1,6,30.62,396,840
773,2,4,5,25.85,688,1080
774,1,2,10,15.23,395,840
775,1,3,3,29.98,777,1080
776,5,4,1,24.6,767,1080
777,4,5,6,25.39,1073,1260
778,2,1,1,23.31,364,840
779,5,3,8,8.29,859,1260
782,1,4,1,27.96,582,840
787,3,2,10,7.14,618,1080
788,2,4,6,17.3,412,840
789,4,2,9,32.3,557,840
790,2,5,5,30.77,1050,1260
794,2,4,4,13.03,718,1080
795,4,2,5,26.34,847,1260
796,5,4,8,8.93,846,1260
798,3,1,9,21.54,378,840
802,5,3,10,16.2,632,1080
803,2,5,2,5.73,734,1080
806,1,3,3,10.67,891,1260
809,1,5,1,23.89,403,840
810,3,2,6,26.15,644,1080
811,5,3,4,29.2,839,1080
816,3,2,10,6.73,635,1080
821,3,4,10,27.33,589,840
823,3,2,8,11.63,542,840
828,3,4,3,24.4,583,840
830,3,4,4,15.94,1037,1260
832,5,2,1,25.12,990,1260
833,4,1,2,13.55,456,840
834,3,1,7,26.58,462,840
835,3,2,3,27.64,968,1260
839,2,3,10,21.7,425,840
842,2,5,1,21.86,981,1260
844,1,5,10,20.8,865,1260
845,1,3,3,13.47,873,1260
848,5,4,5,5.59,751,1080
849,4,3,2,6.88,1052,1260
850,2,3,9,25.27,983,1260
853,4,3,2,19.09,457,840
854,1,4,2,17.41,960,1260
856,1,5,5,19.24,1076,1260
858,5,1,1,12.2,604,1080
860,4,1,3,19.97,495,840
861,4,3,3,6.38,1053,1260
862,3,1,9,15.55,1028,1260
863,1,2,8,5.01,970,1260
864,2,5,5,10.43,1054,1260
865,5,4,7,17.69,860,1260
867,5,1,7,12.15,579,840
868,1,4,2,18.49,1048,1260
870,5,4,1,24.41,453,840
872,5,2,3,18.9,1012,1260
873,1,2,5,16.32,440,840
875,4,3,10,17.12,857,1260
878,3,5,8,14.24,1060,1260
879,4,3,8,13.75,694,1080
880,1,2,2,6.46,812,1080
884,1,4,3,27.58,857,1260
885,5,4,6,31.07,489,840
889,4,2,7,30.09,1024,1260
890,1,4,8,17.93,567,840
891,3,1,1,30.6,533,840
893,1,2,8,26.99,441,840
895,5,2,1,13.83,550,840
897,2,1,4,12.62,874,1260
899,3,4,1,31.02,593,840
901,3,4,10,5.89,856,1260
902,2,1,1,9.8,1068,1260
903,1,5,6,20.95,1068,1260
904,3,5,9,24.96,996,1260
906,3,2,10,10.71,846,1260
907,4,2,9,16.6,628,1080
909,2,5,9,14.37,810,1080
910,5,2,5,11.4,976,1260
911,3,5,7,15.47,499,840
912,4,1,5,5.71,383,840
913,5,3,8,26.45,798,1080
915,4,5,5,12.11,714,1080
920,2,5,2,28.24,543,840
921,5,3,10,18.88,536,840
922,2,3,4,26.14,785,1080
924,4,1,4,9.45,829,1080
928,3,2,4,28.47,992,1260
929,2,5,2,9.89,632,1080
931,1,5,5,8.23,833,1080
935,1,4,2,23.29,1043,1260
936,4,2,6,14.24,929,1260
938,3,2,4,5.4,383,840
941,2,4,8,28.04,542,840
944,2,1,8,30.82,415,840
946,3,5,9,20.76,760,1080
948,2,5,9,15.29,1072,1260
952,1,4,5,24.4,711,1080
953,1,4,2,32.09,511,840
954,1,3,1,23.14,704,1080
958,1,4,2,31.85,551,840
961,4,2,5,27.89,876,1260
964,3,1,6,27.46,545,840
965,3,5,3,11.98,1062,1260
966,4,1,4,12.86,589,840
967,1,5,1,13.96,1048,1260
971,4,5,1,11.23,696,1080
972,2,1,3,28.15,696,1080
974,1,4,8,4.97,649,1080
976,1,2,6,9.99,637,1080
977,1,2,8,15.27,1000,1260
979,2,1,8,24,464,840
980,4,1,10,24.38,380,840
981,2,5,10,9.68,420,840
982,3,1,5,32.09,523,840
984,4,1,3,4.13,432,840
985,5,4,4,18.38,469,840
987,4,2,9,4.18,602,1080
989,2,3,5,31.81,991,1260
991,5,2,8,13.48,384,840
994,5,1,5,23.35,529,840
996,3,4,5,12.24,1042,1260
997,1,3,5,30.67,580,840
999,3,4,9,7.08,974,1260
1003,1,4,9,16.36,694,1080
1007,4,3,7,23.57,964,1260
1009,4,2,3,10.89,528,840
1010,4,1,8,6.73,962,1260
1015,2,1,3,16.27,682,1080
1018,4,1,2,8.95,1063,1260
1021,3,4,7,5.76,1017,1260
1023,4,1,1,29.13,914,1260
1025,4,5,8,14.38,689,1080
1026,2,1,5,17.93,592,840
1027,3,5,9,4.56,404,840
1028,1,2,7,25.6,1011,1260
1029,2,5,1,8.22,556,840
1034,4,2,10,12.37,701,1080
1035,3,1,5,15.07,667,1080
1036,2,4,8,28.24,984,1260
1040,5,3,2,28.83,1062,1260
1041,2,3,3,18.12,814,1080
1042,5,3,3,6.43,601,1080
1046,5,3,5,31.03,717,1080
1047,2,5,6,17.91,383,840
1048,2,4,7,4.05,977,1260
1049,5,2,3,28.28,975,1260
1051,1,2,3,17.81,1008,1260
1052,3,1,1,30.38,636,1080
1055,2,5,6,31.76,776,1080
1062,4,1,2,13.47,529,840
1063,4,3,1,12.05,895,1260
1068,1,5,5,6.68,947,1260
1069,3,1,9,27.87,830,1080
1072,3,4,10,24.55,570,840
1076,4,3,4,28.75,1040,1260
1077,5,4,10,14.67,427,840
1078,4,5,2,24.2,908,1260
1082,4,3,10,9.71,943,1260
1087,1,2,1,16.16,895,1260
1088,5,2,9,4.14,560,840
1092,2,1,1,7.71,1028,1260
1093,1,4,8,29.1,515,840
1095,4,3,1,6.45,417,840
1096,1,4,6,28.24,613,1080
1097,3,5,3,22.17,659,1080
1099,4,2,9,32.47,889,1260
1100,3,2,2,14.69,360,840
1101,3,2,3,10.93,1004,1260
1102,2,3,10,19.99,611,1080
1103,1,2,9,8.84,490,840
1104,4,3,7,8.61,935,1260
1105,4,2,1,10.62,903,1260
1107,5,2,10,24.22,946,1260
1108,1,2,1,29.56,858,1260
1110,2,4,9,28.44,529,840
1111,2,5,4,25.38,514,840
1113,1,4,7,31.48,583,840
1118,2,3,6,28.05,629,1080
1119,1,3,8,8.67,1029,1260
1120,1,4,10,4.98,483,840
1121,1,4,7,7.94,716,1080
1122,2,5,2,19.97,691,1080
1124,3,4,6,31.52,403,840
1125,3,5,10,4.84,584,840
1128,2,4,2,16.29,810,1080
1131,4,5,2,29.29,672,1080
1135,3,1,2,6.1,600,1080
1136,1,5,3,16.74,895,1260
1137,5,4,4,12.59,963,1260
1138,2,1,8,8.18,510,840
1139,3,1,5,10.15,867,1260
1140,1,4,10,30.91,671,1080
1143,5,1,4,29.1,390,840
1145,1,5,6,9.17,491,840
1146,2,4,8,19.96,420,840
1147,2,5,3,18.88,671,1080
1149,1,4,9,5.14,520,840
1153,2,5,6,19.59,684,1080
1156,4,5,9,26.99,501,840
1157,3,4,4,21.69,861,1260
1158,1,3,9,10.18,1071,1260
1161,5,4,7,23.49,682,1080
1162,4,1,10,25.59,1013,1260
1165,4,1,8,26.56,948,1260
1168,5,4,2,5.96,723,1080
1169,4,5,7,4.85,775,1080
1172,4,5,2,11.96,874,1260
1174,3,5,1,24.05,929,1260
1177,2,5,3,26.82,549,840
1181,4,2,2,21.36,879,1260
1185,4,1,5,12.92,614,1080
1186,1,3,7,8.25,654,1080
1187,4,1,5,9.77,556,840
1188,4,2,6,8.44,367,840
1189,2,3,2,13.33,1079,1260
1190,1,3,9,9.83,679,1080
1191,4,1,7,29.44,995,1260
1192,1,2,9,6.08,628,1080
1193,2,3,4,9.43,663,1080
1195,2,3,3,9.66,528,840
1197,3,5,4,6.96,689,1080
1200,2,5,2,30.57,909,1260
1201,1,5,1,27.34,792,1080
1202,5,2,6,27.25,808,1080
1204,5,1,5,10.23,814,1080
1206,5,4,3,4.18,411,840
1207,2,5,8,25.76,811,1080
1214,3,1,5,11.8,381,840
1216,5,2,2,13.79,1060,1260
1219,5,1,8,13.88,453,840
1222,3,1,2,25.9,529,840
1226,4,1,7,19.19,443,840
1227,5,2,10,13.92,448,840
1229,5,3,2,9.09,500,840
1230,5,3,8,16,690,1080
1231,2,3,3,15.52,716,1080
1233,4,1,1,21.37,523,840
1234,4,3,9,31.22,1019,1260
1237,1,3,9,19.75,694,1080
1241,3,1,6,29.97,418,840
1244,1,2,4,32.1,707,1080
1249,4,5,10,14.9,924,1260
1252,3,4,5,26.13,919,1260
1253,5,4,9,16.86,390,840
1254,3,2,4,15.03,685,1080
1255,4,2,6,31.95,953,1260
1256,1,4,7,12.45,713,1080
1257,5,2,7,6.75,360,840
1258,1,2,3,10.34,459,840
1260,3,4,9,22.01,549,840
1264,3,4,7,7.49,907,1260
1265,4,3,5,25.33,369,840
1266,1,4,7,12.26,877,1260
1267,1,3,7,26.56,906,1260
1268,2,1,3,31.42,794,1080
1270,5,1,4,29.09,889,1260
1271,3,5,1,23.87,802,1080
1273,5,3,6,12.46,752,1080
1274,2,5,6,17.3,500,840
1275,2,4,1,28.72,411,840
1277,5,1,7,12.23,669,1080
1278,3,1,2,28.81,1041,1260
1282,1,2,9,31.5,940,1260
1286,4,1,6,22.36,898,1260
1287,5,4,10,17.09,697,1080
1288,5,2,2,13.15,636,1080
1292,3,5,5,17.9,826,1080
1295,3,4,6,5.39,608,1080
1296,3,2,5,12.57,997,1260
1297,1,4,9,18.17,606,1080
1298,5,3,10,4.32,460,840
1300,2,5,6,24.68,738,1080
1301,3,2,2,4.53,797,1080
1305,1,4,1,14.05,645,1080
1307,5,1,5,29.47,919,1260
1311,3,4,2,18.27,614,1080
1312,2,4,5,14.96,513,840
1313,5,1,1,30.58,380,840
1315,2,4,6,19.91,551,840
1316,5,3,3,7.09,823,1080
1317,3,2,7,21.42,921,1260
1318,4,3,6,5.61,867,1260
1319,4,2,9,5.17,426,840
1320,4,3,2,7.56,887,1260
1321,5,1,4,28.75,793,1080
1323,2,1,9,8.25,459,840
1324,1,4,2,4.82,588,840
1327,3,2,9,26.18,1055,1260
1330,2,3,10,12.67,874,1260
1331,5,4,4,8.39,690,1080
1332,5,3,6,27.74,523,840
1333,1,2,6,20.45,1030,1260
1334,5,3,8,31.75,651,1080
1335,4,1,3,25.46,904,1260
1336,5,1,3,25.13,746,1080
1337,5,1,4,20.45,1078,1260
1340,1,3,4,15.06,504,840
1342,4,1,9,8.59,598,840
1344,4,3,3,21.15,491,840
1345,3,4,4,28.56,782,1080
1347,5,4,4,10.58,929,1260
1348,2,1,4,17.31,464,840
1349,4,2,6,12.53,385,840
1350,5,3,6,4.27,582,840
1352,1,2,1,14.05,759,1080
1353,2,5,10,26.49,927,1260
1354,2,1,10,15.98,451,840
1355,2,1,10,27.31,483,840
1357,2,4,5,14.69,899,1260
1358,1,2,7,4.77,1009,1260
1359,1,4,4,20.14,580,840
1360,3,4,4,7.66,554,840
1362,5,1,8,18.09,1012,1260
1363,3,1,2,31.08,931,1260
1369,5,2,2,31.38,885,1260
1371,2,4,4,20.49,746,1080
1372,3,5,6,6.27,784,1080
1373,5,4,7,9.67,928,1260
1376,4,2,8,21.38,1080,1260
1378,4,5,7,16.58,490,840
1379,4,1,1,30.59,949,1260
1380,4,1,9,9.44,460,840
1383,4,3,6,14.61,840,1260
1384,1,5,3,25.31,747,1080
1385,4,1,8,9.7,414,840
1387,5,1,2,9.86,645,1080
1389,1,2,1,31.68,903,1260
1391,5,3,8,29.39,543,840
1392,1,4,3,6.47,937,1260
1393,4,1,4,23.55,612,1080
1394,2,1,2,25.02,787,1080
1395,4,3,8,30.16,992,1260
1396,2,1,4,8.39,565,840
1398,3,1,3,22.54,642,1080
1399,2,1,2,27.52,739,1080
1400,3,5,9,9.69,475,840
1402,4,5,6,14.15,952,1260
1404,3,5,7,15.83,821,1080
1406,1,2,5,7.33,735,1080
1409,2,1,3,18.44,811,1080
1412,1,3,2,4.09,879,1260
1413,1,2,10,25.77,415,840
1419,4,5,10,13.88,992,1260
1420,1,5,2,21.77,453,840
1421,5,3,8,6.24,866,1260
1423,1,2,2,9.81,463,840
1424,1,2,3,19.54,832,1080
1426,3,2,3,27.89,1067,1260
1429,3,1,6,25.26,557,840
1430,2,3,1,15.34,681,1080
1433,1,4,8,13.6,837,1080
1434,5,1,9,12.34,1012,1260
1435,5,2,9,12.87,370,840
1436,2,3,2,20.97,505,840
1437,1,4,10,32.37,406,840
1438,4,3,1,27.58,983,1260
1439,2,4,9,15.5,504,840
1440,2,4,8,17.23,702,1080
1442,3,1,9,21.09,444,840
1445,3,5,6,25.48,768,1080
1450,1,5,7,16.46,1014,1260
1451,5,3,3,5.39,592,840
1452,5,1,5,8.51,475,840
1459,2,4,5,5.61,395,840
1461,4,3,10,20.22,925,1260
1462,5,2,1,18.25,1049,1260
1463,2,4,2,7.45,829,1080
1464,1,5,5,22.93,1069,1260
1466,5,1,1,12.77,818,1080
1467,2,1,3,25.94,590,840
1470,4,2,6,26.2,613,1080
1473,1,5,8,21.75,934,1260
1477,2,4,3,13.9,741,1080
1478,5,1,4,31.19,899,1260
1479,1,5,6,6.84,896,1260
1480,5,3,2,24.99,643,1080
1481,3,1,8,23.67,458,840
1483,4,1,2,22.63,726,1080
1485,5,4,7,16.94,396,840
1488,5,4,1,9.01,610,1080
1490,4,5,8,23.28,751,1080
1491,2,5,6,23.1,489,840
1492,4,2,8,24.83,713,1080
1494,4,2,6,26.47,408,840
1496,5,2,1,21.94,415,840
1498,1,2,7,16.16,990,1260
1500,4,1,7,10.55,832,1080
1502,3,2,5,28.3,459,840
1503,1,2,4,29.68,371,840
1505,5,3,9,25.02,719,1080
1506,1,5,3,22.32,870,1260
1507,1,4,10,21.66,425,840
1508,2,3,4,32.31,890,1260
1511,4,5,8,29.82,966,1260
1513,2,4,9,16.59,498,840
1514,1,4,10,21.09,528,840
1516,2,3,1,24,412,840
1519,5,4,6,30.37,560,840
1521,5,3,1,32.17,970,1260
1522,4,2,9,6.54,898,1260
1523,3,4,2,30.96,995,1260
1524,3,4,6,17.15,626,1080
1527,5,1,6,27.82,471,840
1528,3,2,4,32.29,724,1080
1531,1,3,8,17.09,835,1080
1533,2,4,8,29.99,689,1080
1539,2,3,1,30.38,1030,1260
1542,1,4,4,5.54,758,1080
1543,5,1,3,14.07,651,1080
1545,2,4,2,21.55,776,1080
1546,4,5,3,23.45,865,1260
1548,1,4,7,10.04,993,1260
1549,4,2,9,23.26,839,1080
1550,5,1,4,30.02,896,1260
1552,1,2,6,26.65,635,1080
1555,5,3,9,20.48,570,840
1556,2,5,8,26.74,895,1260
1563,5,2,3,24.04,619,1080
