k,o_k,d_k,w_k,q_k,e_k,l_k
387,8,6,3,26.71,464,840
392,9,6,2,20.4,482,840
394,1,6,2,17.2,544,840
400,8,6,4,7.26,927,1260
401,6,7,4,11.14,1078,1260
403,7,5,5,12.82,547,840
404,6,3,10,33.12,685,1080
410,4,3,10,18.12,1002,1260
411,4,1,6,27.74,370,840
412,6,9,5,17.24,865,1260
413,6,7,5,13.35,844,1260
414,10,4,6,4.94,1005,1260
415,3,10,9,7.8,621,1080
416,3,2,8,5,952,1260
417,5,10,7,27.83,918,1260
419,5,7,6,24.23,725,1080
420,5,8,9,12.47,526,840
429,8,10,10,21.7,926,1260
430,8,5,8,28.59,532,840
433,8,5,4,17.1,719,1080
434,3,4,5,29.25,762,1080
435,8,4,7,28.83,795,1080
438,6,2,4,17.12,554,840
440,6,9,9,27.59,446,840
443,4,2,4,16.27,596,840
445,7,9,3,32.81,550,840
446,3,6,4,17.85,1061,1260
447,10,7,3,16.83,641,1080
452,3,10,1,10.89,517,840
454,2,10,9,10.66,386,840
455,2,7,7,21.31,436,840
456,3,6,5,15.29,475,840
458,3,9,7,30.23,473,840
459,4,1,7,34.46,652,1080
463,6,10,6,21.59,468,840
466,8,5,8,33.59,393,840
467,3,9,7,21.74,1050,1260
469,10,3,8,37.55,580,840
476,4,7,5,14.49,544,840
477,6,4,6,23.84,478,840
482,10,7,5,13.38,982,1260
484,2,10,9,16.85,997,1260
487,5,1,4,25.96,602,1080
488,4,5,6,20.74,439,840
491,7,4,6,14.86,597,840
493,8,6,3,20.33,890,1260
499,4,2,9,7.5,623,1080
500,2,6,10,32.48,944,1260
503,5,7,9,16.94,435,840
505,5,8,6,17.1,995,1260
506,2,9,10,26.8,549,840
507,4,5,8,23.99,716,1080
511,2,10,7,23.25,577,840
512,5,4,6,29.27,827,1080
514,3,2,10,25.69,451,840
515,7,4,5,9.07,894,1260
517,2,5,8,34.73,1008,1260
518,6,8,1,14.46,1020,1260
521,4,1,1,15.85,808,1080
523,5,2,10,32.24,568,840
524,5,4,10,10.17,613,1080
525,9,3,8,8.69,973,1260
526,5,6,10,24.86,755,1080
528,10,3,3,30.25,388,840
529,10,5,7,22.91,586,840
530,9,7,2,5.99,743,1080
532,10,2,6,26.8,857,1260
534,6,3,1,21.28,407,840
535,4,9,7,26.74,838,1080
540,3,2,10,11.53,996,1260
541,3,1,6,6.59,974,1260
542,2,10,3,23.66,1035,1260
543,8,6,9,8.33,1073,1260
544,1,8,4,31.52,629,1080
546,7,2,5,30.97,674,1080
547,6,1,8,20.86,757,1080
548,10,5,2,25.5,827,1080
550,5,8,6,14.24,906,1260
552,6,9,6,25.38,977,1260
554,1,7,5,21.96,858,1260
555,9,3,8,14.91,787,1080
556,1,4,4,7.81,391,840
557,7,9,6,5.68,716,1080
559,10,2,6,4.72,861,1260
560,2,8,2,19.88,396,840
562,4,8,5,9.44,377,840
563,7,4,7,21.46,690,1080
565,7,3,10,31.66,385,840
571,4,7,5,18.72,1019,1260
572,5,2,2,14.54,964,1260
574,1,7,9,14.99,513,840
578,5,3,8,32.43,943,1260
580,2,10,8,16.88,394,840
583,6,4,8,7.03,931,1260
586,6,7,3,12.28,564,840
589,7,1,8,12.19,979,1260
591,8,1,2,12.77,781,1080
593,1,3,8,35.52,847,1260
594,5,6,6,23.88,508,840
597,4,8,2,13.99,924,1260
598,2,6,9,23.22,850,1260
599,3,5,3,33.05,384,840
600,9,8,3,17.09,1004,1260
602,8,7,3,21.46,929,1260
603,7,10,2,25.3,654,1080
604,10,1,10,16.46,677,1080
606,1,9,2,22.87,861,1260
607,10,3,4,9.61,645,1080
608,1,2,10,26.93,654,1080
609,4,3,8,6.39,766,1080
612,8,2,4,5.9,1040,1260
614,3,6,6,10.24,936,1260
615,3,2,8,21.24,763,1080
616,8,5,7,36.38,423,840
618,9,5,10,31.82,489,840
622,6,8,3,12.34,813,1080
623,6,1,9,19.15,598,840
625,4,3,4,26.26,512,840
627,8,6,2,9,563,840
628,6,5,8,16.55,792,1080
634,4,7,2,19.57,759,1080
646,5,4,10,30.03,923,1260
647,6,9,8,18.87,917,1260
649,6,4,10,24.98,729,1080
650,8,7,2,37.57,472,840
654,8,7,6,28.49,457,840
655,8,3,9,25.98,438,840
656,3,9,1,10.79,516,840
657,4,6,8,34.91,754,1080
660,5,1,2,22.41,394,840
661,8,1,6,7.99,992,1260
664,4,9,7,14.86,826,1080
665,1,5,10,27.8,736,1080
666,9,2,4,37.03,592,840
667,4,10,7,15.64,408,840
673,4,10,5,24.41,667,1080
675,8,2,3,12.04,719,1080
678,6,8,4,23.92,772,1080
684,10,4,9,34.93,366,840
686,6,2,3,18.47,501,840
687,10,5,8,6.24,377,840
688,2,4,7,13.3,473,840
689,3,5,7,5.39,646,1080
690,8,1,3,36.91,727,1080
693,10,4,1,6.96,451,840
694,9,10,9,5.93,624,1080
695,5,1,9,33.62,1011,1260
696,6,1,9,6.93,381,840
698,3,7,6,32.88,639,1080
699,7,6,6,19.28,980,1260
701,3,5,9,27.8,898,1260
702,8,1,2,10.15,430,840
703,9,1,10,31.37,855,1260
706,8,5,9,20.8,364,840
707,5,1,4,5.63,848,1260
709,5,9,1,27.45,564,840
710,2,1,7,18.73,819,1080
711,7,9,5,8.95,563,840
715,9,1,2,16.38,677,1080
717,3,1,5,7.93,560,840
719,9,4,9,30.2,536,840
720,8,9,7,24.96,632,1080
723,2,5,3,5.28,772,1080
724,7,5,2,36.43,529,840
725,1,7,9,25.9,469,840
726,5,4,7,12.24,1012,1260
727,1,10,8,13.26,767,1080
728,5,3,6,25.05,689,1080
729,1,8,2,21.28,791,1080
730,9,6,3,31.11,722,1080
731,7,5,9,15.37,538,840
733,1,4,5,4.37,387,840
734,8,2,4,24.23,1045,1260
738,5,3,9,24.47,974,1260
741,5,8,5,22.2,722,1080
744,6,1,2,21.32,969,1260
745,7,4,10,14.37,388,840
746,10,4,5,36.57,373,840
747,9,4,3,27.64,960,1260
750,5,10,8,25.18,754,1080
752,3,5,7,14.76,401,840
753,2,3,6,30.69,589,840
754,9,10,2,26.62,693,1080
755,7,4,8,12.22,1021,1260
756,5,8,7,9.12,1001,1260
757,4,1,8,5.54,953,1260
758,1,6,8,28.73,400,840
760,5,4,5,32.43,1003,1260
762,8,10,9,21.65,1035,1260
764,8,7,8,12.23,777,1080
766,6,4,5,20.47,908,1260
768,9,4,7,28.67,568,840
769,6,4,6,21.38,396,840
773,8,10,5,28.52,688,1080
774,8,9,10,13.54,395,840
775,5,6,3,31.49,777,1080
776,7,2,1,6.17,767,1080
777,6,9,6,10.11,1073,1260
778,6,8,1,30.62,364,840
779,7,4,8,30,859,1260
782,2,4,1,24.92,582,840
787,2,10,10,6.06,618,1080
788,10,7,6,4.58,412,840
789,6,5,9,28.39,557,840
790,2,6,5,24.47,1050,1260
794,3,9,4,25.61,718,1080
795,6,2,5,16.5,847,1260
796,2,7,8,37.02,846,1260
798,3,10,9,11.11,378,840
802,9,1,10,28.84,632,1080
803,2,1,2,20.69,734,1080
806,3,6,3,19.37,891,1260
809,1,4,1,26.43,403,840
810,5,2,6,19.85,644,1080
811,9,1,4,33.55,839,1080
816,2,1,10,20.63,635,1080
821,3,10,10,5.41,589,840
823,8,5,8,6,542,840
828,8,10,3,12.71,583,840
830,2,1,4,14.26,1037,1260
832,6,10,1,20.25,990,1260
833,3,9,2,22.42,456,840
834,4,6,7,24.43,462,840
835,9,7,3,18.91,968,1260
839,1,7,10,30.27,425,840
842,5,6,1,12.75,981,1260
844,8,2,10,25.73,865,1260
845,1,5,3,16.57,873,1260
848,5,1,5,12.56,751,1080
849,6,5,2,22.65,1052,1260
850,10,8,9,28.24,983,1260
853,7,9,2,12,457,840
854,3,1,2,9.52,960,1260
856,6,7,5,34.98,1076,1260
858,5,1,1,28.74,604,1080
860,8,2,3,30.88,495,840
861,3,9,3,15.28,1053,1260
862,6,4,9,31.79,1028,1260
863,8,5,8,33,970,1260
864,9,2,5,6.2,1054,1260
865,6,4,7,25.91,860,1260
867,2,8,7,24.33,579,840
868,2,3,2,27.44,1048,1260
870,8,6,1,8.95,453,840
872,4,2,3,15.18,1012,1260
873,1,8,5,20.25,440,840
875,2,8,10,11.2,857,1260
878,2,7,8,28.49,1060,1260
879,1,8,8,9.07,694,1080
880,1,2,2,27.07,812,1080
884,8,9,3,33.29,857,1260
885,5,8,6,28.22,489,840
889,6,4,7,15.49,1024,1260
890,7,10,8,21.51,567,840
891,6,2,1,25.08,533,840
893,7,5,8,19.03,441,840
895,7,5,1,15.99,550,840
897,6,4,4,32.06,874,1260
899,1,10,1,19.42,593,840
901,9,10,10,27.64,856,1260
902,5,7,1,14.44,1068,1260
903,10,4,6,22.35,1068,1260
904,5,9,9,32.72,996,1260
906,1,10,10,16.87,846,1260
907,10,8,9,4.33,628,1080
909,8,3,9,33.02,810,1080
910,2,6,5,36.55,976,1260
911,3,6,7,19.67,499,840
912,5,10,5,10.85,383,840
913,6,7,8,35.29,798,1080
915,4,1,5,29.63,714,1080
920,5,1,2,17.04,543,840
921,4,3,10,27.58,536,840
922,7,5,4,6.82,785,1080
924,6,7,4,10.06,829,1080
928,5,10,4,32.94,992,1260
929,7,4,2,7.74,632,1080
931,10,5,5,19.03,833,1080
935,4,2,2,17.07,1043,1260
936,3,5,6,21.1,929,1260
938,6,3,4,33.59,383,840
941,8,3,8,8.69,542,840
944,2,9,8,32.27,415,840
946,9,8,9,26.42,760,1080
948,7,5,9,34.78,1072,1260
952,4,8,5,18.24,711,1080
953,5,4,2,23.2,511,840
954,2,7,1,32.03,704,1080
958,8,7,2,25.1,551,840
961,5,2,5,16.33,876,1260
964,3,4,6,25.61,545,840
965,3,7,3,16.59,1062,1260
966,8,3,4,5.28,589,840
967,9,10,1,10.01,1048,1260
971,5,6,1,10.11,696,1080
972,1,3,3,13.72,696,1080
974,4,8,8,23.89,649,1080
976,2,3,6,9.27,637,1080
977,2,3,8,19.84,1000,1260
979,8,2,8,28.32,464,840
980,1,5,10,34.31,380,840
981,5,9,10,26.18,420,840
982,7,1,5,11.88,523,840
984,8,2,3,31.05,432,840
985,6,2,4,31.2,469,840
987,8,2,9,15.41,602,1080
989,3,5,5,32.63,991,1260
991,5,10,8,34.13,384,840
994,2,8,5,14.67,529,840
996,6,2,5,6.62,1042,1260
997,2,4,5,18.12,580,840
999,8,1,9,32.49,974,1260
1003,8,6,9,6.11,694,1080
1007,8,6,7,27.69,964,1260
1009,6,4,3,34.73,528,840
1010,8,7,8,30.7,962,1260
1015,5,8,3,34.35,682,1080
1018,1,7,2,21.38,1063,1260
1021,5,9,7,24.3,1017,1260
1023,6,4,1,16.39,914,1260
1025,4,10,8,33.24,689,1080
1026,7,5,5,14.53,592,840
1027,1,4,9,16.06,404,840
1028,10,6,7,13.54,1011,1260
1029,10,2,1,9.81,556,840
1034,5,10,10,7.84,701,1080
1035,8,2,5,31.66,667,1080
1036,2,10,8,23.52,984,1260
1040,8,10,2,15.79,1062,1260
1041,4,8,3,13.94,814,1080
1042,3,5,3,6.08,601,1080
1046,4,6,5,12.21,717,1080
1047,9,10,6,22.74,383,840
1048,6,2,7,25.01,977,1260
1049,5,10,3,23.86,975,1260
1051,8,6,3,36.8,1008,1260
1052,10,6,1,28.66,636,1080
1055,6,4,6,34.92,776,1080
1062,5,7,2,15.63,529,840
1063,5,4,1,31.58,895,1260
1068,3,6,5,15.24,947,1260
1069,8,9,9,19.96,830,1080
1072,3,2,10,26.7,570,840
1076,3,10,4,15.67,1040,1260
1077,3,8,10,36.15,427,840
1078,7,6,2,14.34,908,1260
1082,3,8,10,12.95,943,1260
1087,9,7,1,18.73,895,1260
1088,2,4,9,12.11,560,840
1092,5,7,1,32.97,1028,1260
1093,2,9,8,23.96,515,840
1095,7,3,1,17.24,417,840
1096,7,5,6,11.73,613,1080
1097,8,5,3,29.78,659,1080
1099,7,3,9,34.2,889,1260
1100,2,5,2,23.31,360,840
1101,6,8,3,37.59,1004,1260
1102,10,4,10,28.87,611,1080
1103,7,8,9,7.14,490,840
1104,8,9,7,14.72,935,1260
1105,8,4,1,11.96,903,1260
1107,9,6,10,27.49,946,1260
1108,7,1,1,20.16,858,1260
1110,5,8,9,29.42,529,840
1111,5,4,4,25.23,514,840
1113,3,10,7,23.56,583,840
1118,5,4,6,21.92,629,1080
1119,8,7,8,33.85,1029,1260
1120,8,7,10,36.88,483,840
1121,5,6,7,37.05,716,1080
1122,9,7,2,6.45,691,1080
1124,5,6,6,30.58,403,840
1125,4,2,10,15.73,584,840
1128,9,1,2,20.17,810,1080
1131,7,9,2,26.6,672,1080
1135,10,5,2,25.08,600,1080
1136,10,7,3,18.06,895,1260
1137,10,5,4,8.77,963,1260
1138,5,10,8,34.23,510,840
1139,5,1,5,14.86,867,1260
1140,3,9,10,11.34,671,1080
1143,5,9,4,29.51,390,840
1145,2,5,6,14.7,491,840
1146,1,8,8,7.63,420,840
1147,6,9,3,19.32,671,1080
1149,5,1,9,29.8,520,840
1153,10,9,6,13.14,684,1080
1156,5,3,9,22.27,501,840
1157,10,6,4,18.98,861,1260
1158,8,5,9,34.04,1071,1260
1161,2,7,7,27.68,682,1080
1162,4,5,10,7.6,1013,1260
1165,8,7,8,23.75,948,1260
1168,1,9,2,33.63,723,1080
1169,6,5,7,9.43,775,1080
1172,2,3,2,18.95,874,1260
1174,3,8,1,35.5,929,1260
1177,7,2,3,11.78,549,840
1181,10,3,2,7.05,879,1260
1185,4,6,5,8.22,614,1080
1186,4,3,7,17.52,654,1080
1187,7,8,5,29.52,556,840
1188,4,9,6,35.22,367,840
1189,10,8,2,5.83,1079,1260
1190,7,4,9,5.81,679,1080
1191,3,7,7,7.92,995,1260
1192,5,8,9,18.97,628,1080
1193,2,10,4,10.5,663,1080
1195,3,4,3,25.42,528,840
1197,8,5,4,22.26,689,1080
1200,7,6,2,15.83,909,1260
1201,8,1,1,4.19,792,1080
1202,9,2,6,34.29,808,1080
1204,5,2,5,29.08,814,1080
1206,2,9,3,5.13,411,840
1207,6,5,8,33.39,811,1080
1214,2,9,5,10.02,381,840
1216,5,6,2,17.23,1060,1260
1219,5,2,8,24.91,453,840
1222,2,3,2,4.48,529,840
1226,8,4,7,22.93,443,840
1227,6,3,10,15.43,448,840
1229,10,5,2,36.1,500,840
1230,7,1,8,25.67,690,1080
1231,1,8,3,19.18,716,1080
1233,1,10,1,36.29,523,840
1234,1,7,9,17.77,1019,1260
1237,4,10,9,36.14,694,1080
1241,9,10,6,29.53,418,840
1244,7,4,4,14.21,707,1080
1249,6,10,10,17.71,924,1260
1252,7,9,5,32.45,919,1260
1253,5,10,9,20.71,390,840
1254,9,10,4,15.47,685,1080
1255,8,5,6,35.65,953,1260
1256,2,9,7,13.04,713,1080
1257,7,8,7,4.11,360,840
1258,7,8,3,10.39,459,840
1260,7,5,9,28.11,549,840
1264,10,5,7,16.66,907,1260
1265,7,2,5,12.92,369,840
1266,4,3,7,19.85,877,1260
1267,5,7,7,15.05,906,1260
1268,8,10,3,14.39,794,1080
1270,4,5,4,11.98,889,1260
1271,5,9,1,7.1,802,1080
1273,3,2,6,34.46,752,1080
1274,3,2,6,16.84,500,840
1275,2,7,1,37.37,411,840
1277,8,1,7,28.67,669,1080
1278,4,8,2,14.2,1041,1260
1282,2,6,9,32.97,940,1260
1286,4,3,6,19.47,898,1260
1287,4,8,10,22.77,697,1080
1288,1,5,2,16.37,636,1080
1292,2,3,5,30.81,826,1080
1295,10,7,6,12.12,608,1080
1296,10,9,5,24.95,997,1260
1297,6,7,9,5.99,606,1080
1298,6,8,10,8.79,460,840
1300,6,4,6,6.24,738,1080
1301,6,10,2,31.85,797,1080
1305,7,5,1,36.86,645,1080
1307,10,8,5,33.98,919,1260
1311,5,2,2,36.24,614,1080
1312,8,1,5,37.12,513,840
1313,9,1,1,27.32,380,840
1315,6,2,6,6.69,551,840
1316,9,5,3,35.05,823,1080
1317,8,6,7,33.04,921,1260
1318,8,4,6,30.85,867,1260
1319,3,7,9,29.75,426,840
1320,9,3,2,12.51,887,1260
1321,6,8,4,5.46,793,1080
1323,8,4,9,6.89,459,840
1324,3,7,2,21.28,588,840
1327,9,1,9,24.25,1055,1260
1330,1,10,10,11.2,874,1260
1331,7,2,4,14.58,690,1080
1332,5,6,6,14.94,523,840
1333,7,4,6,11.59,1030,1260
1334,1,4,8,16.77,651,1080
1335,3,9,3,33.74,904,1260
1336,9,6,3,19.15,746,1080
1337,1,5,4,17.27,1078,1260
1340,6,3,4,23.71,504,840
1342,9,6,9,31.02,598,840
1344,1,10,3,17.08,491,840
1345,7,2,4,12.58,782,1080
1347,6,4,4,14.04,929,1260
1348,10,6,4,29.24,464,840
1349,9,8,6,7.2,385,840
1350,7,5,6,4.93,582,840
1352,7,2,1,13.99,759,1080
1353,8,7,10,21.97,927,1260
1354,8,6,10,33.39,451,840
1355,3,8,10,6.51,483,840
1357,5,1,5,14.18,899,1260
1358,1,3,7,18.86,1009,1260
1359,8,7,4,21.65,580,840
1360,4,6,4,17.93,554,840
1362,10,5,8,37.45,1012,1260
1363,2,7,2,29.21,931,1260
1369,9,3,2,29.42,885,1260
1371,2,1,4,22.43,746,1080
1372,4,9,6,37.42,784,1080
1373,7,9,7,30.03,928,1260
1376,3,9,8,34.73,1080,1260
1378,10,8,7,30.86,490,840
1379,8,7,1,17.54,949,1260
1380,4,9,9,27.43,460,840
1383,3,4,6,30.97,840,1260
1384,9,2,3,18.18,747,1080
1385,8,10,8,21.46,414,840
1387,6,9,2,15.06,645,1080
1389,8,7,1,34.67,903,1260
1391,2,1,8,27.42,543,840
1392,9,10,3,14.57,937,1260
1393,5,10,4,31.39,612,1080
1394,1,7,2,11.09,787,1080
1395,5,3,8,4.49,992,1260
1396,1,5,4,31.56,565,840
1398,7,4,3,6.32,642,1080
1399,1,3,2,21.17,739,1080
1400,4,9,9,10.17,475,840
1402,10,4,6,19.3,952,1260
1404,5,6,7,7.54,821,1080
1406,9,3,5,11.96,735,1080
1409,8,9,3,21.37,811,1080
1412,2,5,2,19.43,879,1260
1413,2,4,10,12.29,415,840
1419,1,9,10,37.06,992,1260
1420,2,7,2,5.24,453,840
1421,1,5,8,18.99,866,1260
1423,3,10,2,26.11,463,840
1424,3,4,3,26.16,832,1080
1426,4,3,3,20.36,1067,1260
1429,3,8,6,12.89,557,840
1430,1,2,1,22.16,681,1080
1433,7,8,8,11.34,837,1080
1434,5,2,9,35.13,1012,1260
1435,6,3,9,29.73,370,840
1436,8,5,2,29.8,505,840
1437,8,5,10,5.89,406,840
1438,10,5,1,27.94,983,1260
1439,10,8,9,28.9,504,840
1440,6,5,8,24.76,702,1080
1442,5,1,9,29.03,444,840
1445,6,10,6,21.8,768,1080
1450,7,2,7,7.07,1014,1260
1451,10,8,3,24.9,592,840
1452,3,4,5,32.83,475,840
1459,5,2,5,22.65,395,840
1461,4,10,10,5.31,925,1260
1462,3,4,1,26.08,1049,1260
1463,9,6,2,15.54,829,1080
1464,6,3,5,8.54,1069,1260
1466,7,6,1,23.77,818,1080
1467,10,6,3,35.37,590,840
1470,8,6,6,35.03,613,1080
1473,8,4,8,33.84,934,1260
1477,9,6,3,33.14,741,1080
1478,8,5,4,31.61,899,1260
1479,5,1,6,8.86,896,1260
1480,10,5,2,28.01,643,1080
1481,1,10,8,8.94,458,840
1483,4,8,2,6.97,726,1080
1485,9,6,7,6.66,396,840
1488,2,7,1,28.15,610,1080
1490,5,6,8,28.15,751,1080
1491,7,3,6,14.51,489,840
1492,10,2,8,26.19,713,1080
1494,1,8,6,26.78,408,840
1496,6,10,1,13.92,415,840
1498,4,3,7,15.57,990,1260
1500,9,5,7,36.09,832,1080
1502,8,9,5,15.51,459,840
1503,3,6,4,17.28,371,840
1505,4,9,9,19.35,719,1080
1506,9,7,3,30.67,870,1260
1507,2,3,10,27.23,425,840
1508,9,8,4,34.63,890,1260
1511,6,4,8,6.64,966,1260
1513,9,7,9,9.78,498,840
1514,2,1,10,25.16,528,840
1516,6,3,1,18.51,412,840
1519,2,5,6,15.4,560,840
1521,5,9,1,15.7,970,1260
1522,7,9,9,16.65,898,1260
1523,10,5,2,22.1,995,1260
1524,10,8,6,27.78,626,1080
1527,10,5,6,14.99,471,840
1528,8,10,4,19.63,724,1080
1531,7,8,8,36.1,835,1080
1533,9,1,8,10.68,689,1080
1539,3,2,1,17.2,1030,1260
1542,6,9,4,21.87,758,1080
1543,4,9,3,35.57,651,1080
1545,4,1,2,11.74,776,1080
1546,5,10,3,32.38,865,1260
1548,3,6,7,27.32,993,1260
1549,10,3,9,22.2,839,1080
1550,2,10,4,4.99,896,1260
1552,2,4,6,20.84,635,1080
1555,6,9,9,6.23,570,840
1556,3,1,8,20.54,895,1260
1563,10,9,3,33.29,619,1080
1565,10,6,8,4.76,640,1080
